MACH_SER_NO,OCUR_TS,,SMU,PAYLD_WT,LD_TM,EMTY_STOP_TM,EMTY_TRAV_TM,EMTY_TRAV_DSTNC,LD_STOP_TM,LD_TRAV_TM,LD_TRAV_DSTNC,LD_PASS_CT,FUEL_USED_IN_CYC,SHFT_CT,OCUR_TS_L,OCAL
Truck 11,25-Jul-16,09.49.22.000000000 AM,23087.97139,346.7,105,130,474,4.1,75,537,4.3,4,89.90353067,112,25-Jul-16,08.49.22.000000000 PM
Truck 11,25-Jul-16,10.12.17.000000000 AM,23088.35333,368.3,106,191,447,4,66,560,4.3,4,89.90353067,99,25-Jul-16,09.12.17.000000000 PM
Truck 11,25-Jul-16,10.36.04.000000000 AM,23088.74972,356.2,108,129,459,4.1,61,535,4.3,4,87.06447181,89,25-Jul-16,09.36.04.000000000 PM
Truck 11,25-Jul-16,10.58.30.000000000 AM,23089.12361,371.9,109,328,465,4.1,59,534,4.3,4,91.79623658,96,25-Jul-16,09.58.30.000000000 PM
Truck 11,25-Jul-16,11.24.24.000000000 AM,23089.55528,334.2,111,326,475,4.1,69,535,4.3,4,90.84988363,99,25-Jul-16,10.24.24.000000000 PM
Truck 11,25-Jul-16,11.50.42.000000000 AM,23089.99361,374.1,121,52,481,4.1,67,532,4.3,4,87.53764829,89,25-Jul-16,10.50.42.000000000 PM
Truck 11,25-Jul-16,12.12.27.000000000 PM,23090.35611,364.6,126,284,477,4.1,117,523,4.3,4,94.63529544,113,25-Jul-16,11.12.27.000000000 PM
Truck 11,25-Jul-16,12.38.58.000000000 PM,23090.79806,377.8,84,103,448,4.1,70,570,4.3,4,88.48400124,95,25-Jul-16,11.38.58.000000000 PM
Truck 11,25-Jul-16,01.45.25.000000000 PM,23091.25,377.6,103,67,530,4,132,556,4.3,4,86.11811885,102,26-Jul-16,12.45.25.000000000 AM
Truck 11,25-Jul-16,02.09.30.000000000 PM,23091.59472,333.6,96,68,462,4.1,106,532,4.3,3,88.01082476,99,26-Jul-16,01.09.30.000000000 AM
Truck 11,25-Jul-16,02.31.25.000000000 PM,23091.96,354.7,104,53,461,4.1,70,519,4.3,4,87.53764829,93,26-Jul-16,01.31.25.000000000 AM
Truck 11,25-Jul-16,02.52.20.000000000 PM,23092.30861,354.7,139,235,495,4.1,58,516,4.3,4,89.90353067,91,26-Jul-16,01.52.20.000000000 AM
Truck 11,25-Jul-16,03.17.22.000000000 PM,23092.72583,388.3,114,370,482,4.1,64,540,4.3,4,94.16211897,116,26-Jul-16,02.17.22.000000000 AM
Truck 11,25-Jul-16,03.44.37.000000000 PM,23093.18,389.8,138,46,467,4.1,61,576,4.3,4,88.48400124,95,26-Jul-16,02.44.37.000000000 AM
Truck 11,25-Jul-16,04.06.57.000000000 PM,23093.5525,359.8,136,45,455,4.1,72,580,4.3,4,89.4303542,95,26-Jul-16,03.06.57.000000000 AM
Truck 11,25-Jul-16,04.29.17.000000000 PM,23093.92472,373,91,8,441,4.1,65,602,4.3,4,89.4303542,100,26-Jul-16,03.29.17.000000000 AM
Truck 11,25-Jul-16,05.42.57.000000000 PM,23094.35,385.1,97,229,550,4.1,64,552,4.3,4,89.4303542,104,26-Jul-16,04.42.57.000000000 AM
Truck 11,25-Jul-16,06.08.49.000000000 PM,23094.80056,314.5,139,321,497,4.1,64,506,4.3,4,90.37670715,94,26-Jul-16,05.08.49.000000000 AM
Truck 11,25-Jul-16,06.35.20.000000000 PM,23095.24222,344,147,345,524,4.3,105,580,4.3,5,94.16211897,98,26-Jul-16,05.35.20.000000000 AM
Truck 11,25-Jul-16,07.04.50.000000000 PM,23095.73389,369.2,118,570,505,4.1,79,572,4.3,4,92.74258954,99,26-Jul-16,06.04.50.000000000 AM
Truck 11,25-Jul-16,07.36.52.000000000 PM,23096.26778,336.6,141,409,498,4.1,546,563,4.3,5,96.05482488,103,26-Jul-16,06.36.52.000000000 AM
Truck 11,25-Jul-16,08.38.38.000000000 PM,23096.89583,352.9,175,105,459,4.1,81,567,4.3,5,91.79623658,125,26-Jul-16,07.38.38.000000000 AM
Truck 11,25-Jul-16,09.02.39.000000000 PM,23097.27972,319.6,138,229,517,4.1,67,551,4.3,4,91.3230601,124,26-Jul-16,08.02.39.000000000 AM
Truck 11,25-Jul-16,09.28.44.000000000 PM,23097.71444,371.1,132,113,518,4.3,87,597,4.3,5,92.26941306,122,26-Jul-16,08.28.44.000000000 AM
Truck 11,25-Jul-16,09.53.51.000000000 PM,23098.13306,342.3,107,138,503,4.1,86,565,4.3,4,91.3230601,117,26-Jul-16,08.53.51.000000000 AM
Truck 11,25-Jul-16,10.18.08.000000000 PM,23098.53778,374.2,103,50,478,4.1,83,543,4.3,4,90.84988363,108,26-Jul-16,09.18.08.000000000 AM
Truck 11,25-Jul-16,10.39.59.000000000 PM,23098.90194,340,100,117,515,4.1,94,609,4.3,4,90.84988363,125,26-Jul-16,09.39.59.000000000 AM
Truck 11,25-Jul-16,11.04.53.000000000 PM,23099.31722,375.2,101,56,507,4.1,118,569,4.3,4,92.74258954,121,26-Jul-16,10.04.53.000000000 AM
Truck 11,25-Jul-16,11.28.20.000000000 PM,23099.70806,351.8,108,68,463,4.3,75,580,4.3,4,91.3230601,128,26-Jul-16,10.28.20.000000000 AM
Truck 11,25-Jul-16,11.50.46.000000000 PM,23100.08194,370,101,136,483,4.1,79,614,4.3,4,90.37670715,116,26-Jul-16,10.50.46.000000000 AM
Truck 11,26-Jul-16,12.15.17.000000000 AM,23100.49056,312.6,72,289,600,4.3,75,582,4.3,3,87.53764829,108,26-Jul-16,11.15.17.000000000 AM
Truck 11,26-Jul-16,12.43.21.000000000 AM,23100.95833,354.5,106,122,520,4.1,164,652,4.3,4,91.3230601,126,26-Jul-16,11.43.21.000000000 AM
Truck 11,26-Jul-16,01.10.30.000000000 AM,23101.41083,355,100,117,426,4.1,68,567,4.3,4,88.95717772,110,26-Jul-16,12.10.30.000000000 PM
Truck 11,26-Jul-16,02.19.59.000000000 AM,23101.85,343.4,130,136,716,4.3,73,572,4.3,4,89.4303542,111,26-Jul-16,01.19.59.000000000 PM
Truck 11,26-Jul-16,02.48.15.000000000 AM,23102.3575,354.9,116,182,588,4.3,74,526,4.3,4,92.74258954,131,26-Jul-16,01.48.15.000000000 PM
Truck 11,26-Jul-16,03.14.01.000000000 AM,23102.78722,359.7,137,107,458,4.1,103,622,4.3,4,92.74258954,126,26-Jul-16,02.14.01.000000000 PM
Truck 11,26-Jul-16,03.38.48.000000000 AM,23103.20028,375.1,123,79,432,4.1,76,561,4.3,4,90.84988363,119,26-Jul-16,02.38.48.000000000 PM
Truck 11,26-Jul-16,04.00.52.000000000 AM,23103.56806,332.8,114,174,515,4.1,69,545,4.3,4,92.26941306,126,26-Jul-16,03.00.52.000000000 PM
Truck 11,26-Jul-16,04.25.29.000000000 AM,23103.97833,325.9,150,219,546,4.1,92,548,4.3,5,88.48400124,111,26-Jul-16,03.25.29.000000000 PM
Truck 11,26-Jul-16,04.52.27.000000000 AM,23104.42778,328.6,220,247,527,4.1,63,647,4.3,7,90.37670715,122,26-Jul-16,03.52.27.000000000 PM
Truck 11,26-Jul-16,05.57.24.000000000 AM,23105.05,359,121,105,723,4.1,109,646,4.3,4,89.4303542,107,26-Jul-16,04.57.24.000000000 PM
Truck 11,26-Jul-16,06.48.51.000000000 AM,23105.65,303.3,230,421,343,2.4,71,543,4.3,7,77.60094226,99,26-Jul-16,05.48.51.000000000 PM
Truck 11,26-Jul-16,07.16.45.000000000 AM,23106.18083,314.6,229,211,553,4.3,71,532,4.3,8,87.53764829,111,26-Jul-16,06.16.45.000000000 PM
Truck 11,26-Jul-16,07.44.26.000000000 AM,23106.64222,398.9,124,161,509,4.1,771,662,4.6,5,99.84023669,123,26-Jul-16,06.44.26.000000000 PM
Truck 11,26-Jul-16,08.34.10.000000000 AM,23107.25,368.8,114,290,455,4,66,696,5.4,4,95.10847192,108,26-Jul-16,07.34.10.000000000 PM
Truck 11,26-Jul-16,09.02.17.000000000 AM,23107.73472,385.3,107,9,532,5.2,80,642,5.4,4,103.6256485,87,26-Jul-16,08.02.17.000000000 PM
Truck 11,26-Jul-16,09.26.04.000000000 AM,23108.13111,389.5,105,9,526,5.1,60,653,5.4,4,102.6792956,87,26-Jul-16,08.26.04.000000000 PM
Truck 11,26-Jul-16,09.49.33.000000000 AM,23108.5225,373.3,112,85,541,5.2,59,637,5.2,4,98.42070726,102,26-Jul-16,08.49.33.000000000 PM
Truck 11,26-Jul-16,10.14.27.000000000 AM,23108.9375,358.6,105,58,547,5.1,65,696,5.4,4,102.6792956,109,26-Jul-16,09.14.27.000000000 PM
Truck 11,26-Jul-16,11.54.43.000000000 AM,23110.05,380.9,108,492,102,0.1,68,696,5.4,4,68.6105892,71,26-Jul-16,10.54.43.000000000 PM
Truck 11,26-Jul-16,12.20.10.000000000 PM,23110.40083,393.5,108,124,549,5.2,58,640,5.4,4,104.098825,98,26-Jul-16,11.20.10.000000000 PM
Truck 11,26-Jul-16,12.45.47.000000000 PM,23110.82778,389.2,110,113,525,5.2,62,678,5.4,4,104.098825,107,26-Jul-16,11.45.47.000000000 PM
Truck 11,26-Jul-16,01.57.28.000000000 PM,23111.35,367.9,107,178,547,4.1,68,686,5.4,4,97.00117783,107,27-Jul-16,12.57.28.000000000 AM
Truck 11,26-Jul-16,02.24.59.000000000 PM,23111.81194,360.9,123,158,566,5.2,58,647,5.4,4,101.2597661,92,27-Jul-16,01.24.59.000000000 AM
Truck 11,26-Jul-16,02.51.54.000000000 PM,23112.26056,372.5,120,62,557,5.2,66,637,5.4,4,104.098825,103,27-Jul-16,01.51.54.000000000 AM
Truck 11,26-Jul-16,03.16.57.000000000 PM,23112.67806,369.1,106,10,530,5.2,62,683,5.4,4,103.152472,96,27-Jul-16,02.16.57.000000000 AM
Truck 11,26-Jul-16,03.41.06.000000000 PM,23113.08056,371.9,95,9,535,5.2,56,667,5.4,4,100.7865896,95,27-Jul-16,02.41.06.000000000 AM
Truck 11,26-Jul-16,04.04.45.000000000 PM,23113.47472,400.9,104,38,576,5.2,65,639,5.4,4,103.6256485,101,27-Jul-16,03.04.45.000000000 AM
Truck 11,26-Jul-16,04.29.27.000000000 PM,23113.86833,378,128,96,601,5.2,65,650,5.4,4,104.098825,115,27-Jul-16,03.29.27.000000000 AM
Truck 11,26-Jul-16,05.51.17.000000000 PM,23114.45,363.9,111,61,540,4.1,59,629,5.4,4,90.84988363,101,27-Jul-16,04.51.17.000000000 AM
Truck 11,26-Jul-16,06.15.34.000000000 PM,23114.81667,325.1,163,374,545,5.2,61,656,5.4,5,105.9915309,108,27-Jul-16,05.15.34.000000000 AM
Truck 11,26-Jul-16,06.46.47.000000000 PM,23115.33694,376.3,105,235,540,5.2,73,669,5.4,4,104.5720015,97,27-Jul-16,05.46.47.000000000 AM
Truck 11,26-Jul-16,07.14.56.000000000 PM,23115.80611,347.1,124,10,541,5.2,62,671,5.4,4,100.7865896,86,27-Jul-16,06.14.56.000000000 AM
Truck 11,26-Jul-16,07.39.23.000000000 PM,23116.21361,368.5,135,128,566,5.2,788,808,5.6,4,109.7769427,119,27-Jul-16,06.39.23.000000000 AM
Truck 11,26-Jul-16,08.38.10.000000000 PM,23116.83361,361.1,135,69,519,5.2,129,670,5.4,4,101.2597661,113,27-Jul-16,07.38.10.000000000 AM
Truck 11,26-Jul-16,09.04.33.000000000 PM,23117.27361,354.5,119,162,512,5.2,84,636,5.4,4,101.2597661,130,27-Jul-16,08.04.33.000000000 AM
Truck 11,26-Jul-16,09.30.48.000000000 PM,23117.71111,350.3,108,58,539,5.2,59,625,5.4,4,99.84023669,124,27-Jul-16,08.30.48.000000000 AM
Truck 11,26-Jul-16,09.54.52.000000000 PM,23118.11222,331,133,365,524,4.8,60,675,4.9,5,119.7136487,107,27-Jul-16,08.54.52.000000000 AM
Truck 11,26-Jul-16,10.25.21.000000000 PM,23118.62028,407.2,102,249,558,5.2,80,628,5.4,4,104.5720015,125,27-Jul-16,09.25.21.000000000 AM
Truck 11,26-Jul-16,10.53.24.000000000 PM,23119.08806,360.7,125,58,504,5.2,63,614,5.4,4,99.84023669,117,27-Jul-16,09.53.24.000000000 AM
Truck 11,26-Jul-16,11.17.03.000000000 PM,23119.4825,401,128,307,539,4.8,63,706,4.9,5,124.91859,108,27-Jul-16,10.17.03.000000000 AM
Truck 11,26-Jul-16,11.47.19.000000000 PM,23119.98694,321.8,110,138,483,4.8,54,669,4.9,4,116.4014134,101,27-Jul-16,10.47.19.000000000 AM
Truck 11,27-Jul-16,12.12.31.000000000 AM,23120.40694,326.4,114,51,499,5.2,57,628,5.4,4,97.47435431,117,27-Jul-16,11.12.31.000000000 AM
Truck 11,27-Jul-16,12.35.55.000000000 AM,23120.79694,334.8,90,252,525,4.8,55,692,4.9,4,116.8745899,100,27-Jul-16,11.35.55.000000000 AM
Truck 11,27-Jul-16,01.03.56.000000000 AM,23121.26389,362.8,90,159,530,5.2,73,594,5.4,4,98.42070726,118,27-Jul-16,12.03.56.000000000 PM
Truck 11,27-Jul-16,01.29.00.000000000 AM,23121.68167,353.2,92,152,568,4.8,81,718,4.9,4,120.1868252,102,27-Jul-16,12.29.00.000000000 PM
Truck 11,27-Jul-16,03.01.35.000000000 AM,23122.25,383.2,104,89,544,4.3,60,615,5.4,4,91.3230601,117,27-Jul-16,02.01.35.000000000 PM
Truck 11,27-Jul-16,03.26.06.000000000 AM,23122.71083,326.4,95,227,606,4.8,57,706,4.9,4,116.8745899,123,27-Jul-16,02.26.06.000000000 PM
Truck 11,27-Jul-16,03.55.27.000000000 AM,23123.2,366.8,126,202,520,5.2,71,605,5.4,4,100.3134132,116,27-Jul-16,02.55.27.000000000 PM
Truck 11,27-Jul-16,04.21.53.000000000 AM,23123.64083,353.8,104,223,529,4.8,54,666,4.9,4,119.2404723,100,27-Jul-16,03.21.53.000000000 PM
Truck 11,27-Jul-16,04.49.13.000000000 AM,23124.09639,359.8,123,137,593,5.4,94,630,5.4,4,103.152472,129,27-Jul-16,03.49.13.000000000 PM
Truck 11,27-Jul-16,05.16.35.000000000 AM,23124.5525,320.1,113,70,461,4.9,58,669,5.1,4,114.035531,101,27-Jul-16,04.16.35.000000000 PM
Truck 11,27-Jul-16,05.40.23.000000000 AM,23124.94917,357.3,101,123,548,4.8,55,698,4.9,4,119.7136487,117,27-Jul-16,04.40.23.000000000 PM
Truck 11,27-Jul-16,06.06.49.000000000 AM,23125.38972,314.6,104,204,585,5.2,57,603,5.4,4,96.52800135,136,27-Jul-16,05.06.49.000000000 PM
Truck 11,27-Jul-16,06.33.46.000000000 AM,23125.83889,314.3,170,283,552,5.2,62,602,5.4,5,98.89388374,122,27-Jul-16,05.33.46.000000000 PM
Truck 11,27-Jul-16,07.02.42.000000000 AM,23126.32111,339.6,100,311,579,5.2,97,676,5.4,4,97.47435431,111,27-Jul-16,06.02.42.000000000 PM
Truck 11,27-Jul-16,08.13.58.000000000 AM,23127.05,388.8,100,80,335,2.5,65,693,5.9,4,89.90353067,100,27-Jul-16,07.13.58.000000000 PM
Truck 11,27-Jul-16,08.36.05.000000000 AM,23127.425,357,107,169,505,5.2,63,674,5.4,4,100.3134132,115,27-Jul-16,07.36.05.000000000 PM
Truck 11,27-Jul-16,09.02.24.000000000 AM,23127.86389,347.2,118,32,516,5.2,59,634,5.4,4,98.42070726,101,27-Jul-16,08.02.24.000000000 PM
Truck 11,27-Jul-16,09.25.59.000000000 AM,23128.25694,328.8,116,13,503,5.2,56,603,5.4,4,94.16211897,109,27-Jul-16,08.25.59.000000000 PM
Truck 11,27-Jul-16,09.48.23.000000000 AM,23128.63028,373.6,110,170,543,5.2,56,674,5.4,4,99.36706022,121,27-Jul-16,08.48.23.000000000 PM
Truck 11,27-Jul-16,10.15.18.000000000 AM,23129.07917,352.4,111,6,498,5.2,104,692,5.4,4,98.89388374,122,27-Jul-16,09.15.18.000000000 PM
Truck 11,27-Jul-16,10.39.46.000000000 AM,23129.48694,290.6,304,157,534,5.2,73,836,6.2,9,126.8112959,99,27-Jul-16,09.39.46.000000000 PM
Truck 11,27-Jul-16,11.12.48.000000000 AM,23130.0375,327.6,146,571,703,5.9,58,826,6.2,4,123.972237,101,27-Jul-16,10.12.48.000000000 PM
Truck 11,27-Jul-16,11.52.46.000000000 AM,23130.70361,352.9,110,50,618,5.9,56,784,6.2,4,125.8649429,96,27-Jul-16,10.52.46.000000000 PM
Truck 11,27-Jul-16,12.20.48.000000000 PM,23131.17083,371,92,64,545,5.9,60,784,6.2,4,126.8112959,105,27-Jul-16,11.20.48.000000000 PM
Truck 11,27-Jul-16,12.47.38.000000000 PM,23131.61806,353.2,103,5,529,5.9,59,759,6,4,123.4990606,100,27-Jul-16,11.47.38.000000000 PM
Truck 11,27-Jul-16,01.52.10.000000000 PM,23132.15,351.7,105,93,470,4.1,63,758,6,4,123.972237,129,28-Jul-16,12.52.10.000000000 AM
Truck 11,27-Jul-16,02.18.02.000000000 PM,23132.52444,333,104,52,596,5.7,67,853,6,4,123.0258841,100,28-Jul-16,01.18.02.000000000 AM
Truck 11,27-Jul-16,02.47.05.000000000 PM,23133.00861,361.4,116,3,507,5.7,55,748,6,4,123.0258841,94,28-Jul-16,01.47.05.000000000 AM
Truck 11,27-Jul-16,03.11.54.000000000 PM,23133.42222,339.6,118,4,550,5.9,82,796,6.2,4,123.4990606,103,28-Jul-16,02.11.54.000000000 AM
Truck 11,27-Jul-16,03.38.48.000000000 PM,23133.87056,360.2,190,1087,575,5.9,60,763,6,6,134.3821195,111,28-Jul-16,02.38.48.000000000 AM
Truck 11,27-Jul-16,04.25.11.000000000 PM,23134.64389,315.6,121,132,548,5.7,56,779,5.9,4,118.2941193,107,28-Jul-16,03.25.11.000000000 AM
Truck 11,27-Jul-16,04.53.33.000000000 PM,23135.11667,347.3,121,82,517,5.7,88,744,6,4,121.6063546,112,28-Jul-16,03.53.33.000000000 AM
Truck 11,27-Jul-16,05.59.21.000000000 PM,23135.65,364.4,103,202,459,4.1,87,789,6,3,124.4454135,135,28-Jul-16,04.59.21.000000000 AM
Truck 11,27-Jul-16,06.27.49.000000000 PM,23136.12444,360,123,66,556,5.9,68,835,6.2,4,129.1771783,104,28-Jul-16,05.27.49.000000000 AM
Truck 11,27-Jul-16,06.56.26.000000000 PM,23136.60139,355.7,88,4,652,5.7,61,770,6.2,4,127.7576489,108,28-Jul-16,05.56.26.000000000 AM
Truck 11,27-Jul-16,07.23.46.000000000 PM,23137.05694,344.3,115,71,508,5.7,58,716,5.9,4,123.0258841,95,28-Jul-16,06.23.46.000000000 AM
Truck 11,27-Jul-16,07.49.15.000000000 PM,23137.48167,335.2,121,51,509,5.7,344,736,5.7,4,115.4550604,101,28-Jul-16,06.49.15.000000000 AM
Truck 11,27-Jul-16,08.31.10.000000000 PM,23137.94361,372.8,100,679,645,5.7,59,705,5.9,4,120.6600017,105,28-Jul-16,07.31.10.000000000 AM
Truck 11,27-Jul-16,09.09.10.000000000 PM,23138.57694,314.6,106,145,531,5.6,89,599,5.4,4,84.69858942,92,28-Jul-16,08.09.10.000000000 AM
Truck 11,27-Jul-16,09.34.41.000000000 PM,23139.00222,358.2,125,180,595,5.2,74,700,5.9,4,125.8649429,126,28-Jul-16,08.34.41.000000000 AM
Truck 11,27-Jul-16,10.03.44.000000000 PM,23139.48667,367,119,95,537,5.6,67,719,5.9,4,116.8745899,98,28-Jul-16,09.03.44.000000000 AM
Truck 11,27-Jul-16,10.30.24.000000000 PM,23139.93111,355.9,116,216,558,5.6,77,792,5.9,4,116.8745899,96,28-Jul-16,09.30.24.000000000 AM
Truck 11,27-Jul-16,11.00.57.000000000 PM,23140.44028,398.8,103,125,525,5.6,70,704,5.9,4,119.7136487,94,28-Jul-16,10.00.57.000000000 AM
Truck 11,28-Jul-16,12.18.40.000000000 AM,23141.05,362.3,118,2910,557,4.8,66,792,5.6,4,163.7190611,117,28-Jul-16,11.18.40.000000000 AM
Truck 11,28-Jul-16,01.35.48.000000000 AM,23142.23583,343.4,101,144,454,5.1,74,812,5.4,4,145.2651785,125,28-Jul-16,12.35.48.000000000 PM
Truck 11,28-Jul-16,02.03.19.000000000 AM,23142.69444,370.5,137,74,524,5.6,73,675,5.9,4,123.0258841,94,28-Jul-16,01.03.19.000000000 PM
Truck 11,28-Jul-16,02.29.04.000000000 AM,23143.12361,346,114,585,711,5.7,94,667,5.7,4,130.1235312,123,28-Jul-16,01.29.04.000000000 PM
Truck 11,28-Jul-16,03.06.46.000000000 AM,23143.75194,391.9,104,183,488,5.4,79,678,5.7,4,124.4454135,90,28-Jul-16,02.06.46.000000000 PM
Truck 11,28-Jul-16,03.33.21.000000000 AM,23144.195,362.7,116,5,502,5.4,72,647,5.7,4,118.7672958,106,28-Jul-16,02.33.21.000000000 PM
Truck 11,28-Jul-16,03.56.38.000000000 AM,23144.58306,360.1,121,170,510,5.4,67,707,5.7,4,120.1868252,95,28-Jul-16,02.56.38.000000000 PM
Truck 11,28-Jul-16,04.23.58.000000000 AM,23145.03889,364.9,109,242,511,5.4,66,690,5.9,4,119.2404723,109,28-Jul-16,03.23.58.000000000 PM
Truck 11,28-Jul-16,04.52.04.000000000 AM,23145.50722,336.9,150,90,487,5.4,65,665,5.7,5,112.6160016,94,28-Jul-16,03.52.04.000000000 PM
Truck 11,28-Jul-16,05.17.22.000000000 AM,23145.92889,342.5,225,514,503,5.6,63,656,5.7,6,121.6063546,114,28-Jul-16,04.17.22.000000000 PM
Truck 11,28-Jul-16,05.51.24.000000000 AM,23146.49611,317,110,226,511,5.4,73,712,5.7,4,113.5623545,88,28-Jul-16,04.51.24.000000000 PM
Truck 11,28-Jul-16,07.18.22.000000000 AM,23147.15,366.3,120,376,522,4.3,73,756,5.9,4,129.1771783,119,28-Jul-16,06.18.22.000000000 PM
Truck 11,28-Jul-16,07.50.28.000000000 AM,23147.70694,357,118,26,483,5.6,826,843,6,4,128.2308253,97,28-Jul-16,06.50.28.000000000 PM
Truck 11,28-Jul-16,08.32.37.000000000 AM,23148.21667,353.2,114,77,596,5.6,68,837,5.9,4,125.8649429,108,28-Jul-16,07.32.37.000000000 PM
Truck 11,28-Jul-16,09.01.59.000000000 AM,23148.70639,365.6,100,9,539,5.7,62,748,6,4,123.0258841,88,28-Jul-16,08.01.59.000000000 PM
Truck 11,28-Jul-16,09.27.18.000000000 AM,23149.12833,369.6,111,131,542,5.7,63,806,6,4,127.2844724,98,28-Jul-16,08.27.18.000000000 PM
Truck 11,28-Jul-16,09.55.59.000000000 AM,23149.60639,318.4,99,58,514,5.6,58,662,5.1,4,106.9378839,81,28-Jul-16,08.55.59.000000000 PM
Truck 11,28-Jul-16,10.20.06.000000000 AM,23150.00833,345.6,97,82,476,4.9,60,805,5.9,3,131.5430607,149,28-Jul-16,09.20.06.000000000 PM
Truck 11,28-Jul-16,10.46.31.000000000 AM,23150.44861,328.5,101,243,491,4.9,57,649,5.1,4,115.4550604,108,28-Jul-16,09.46.31.000000000 PM
Truck 11,28-Jul-16,11.13.16.000000000 AM,23150.89444,344.9,97,415,502,4.9,58,664,5.1,4,119.2404723,110,28-Jul-16,10.13.16.000000000 PM
Truck 11,28-Jul-16,11.43.25.000000000 AM,23151.39694,362.1,92,237,538,4.8,57,714,5.1,4,123.0258841,137,28-Jul-16,10.43.25.000000000 PM
Truck 11,28-Jul-16,12.11.51.000000000 PM,23151.87083,336.8,120,209,476,4.9,54,677,5.1,4,116.4014134,111,28-Jul-16,11.11.51.000000000 PM
Truck 11,28-Jul-16,12.38.28.000000000 PM,23152.31472,323.7,121,404,496,4.9,57,675,5.1,4,117.3477664,113,28-Jul-16,11.38.28.000000000 PM
Truck 11,28-Jul-16,01.52.20.000000000 PM,23152.85,352,98,376,470,3.8,55,661,5.1,4,110.7232957,117,29-Jul-16,12.52.20.000000000 AM
Truck 11,28-Jul-16,02.21.07.000000000 PM,23153.345,347.2,108,259,465,4.9,61,666,5.1,4,117.8209428,104,29-Jul-16,01.21.07.000000000 AM
Truck 11,28-Jul-16,02.48.11.000000000 PM,23153.79611,343,107,37,458,4.9,57,674,5.1,4,115.4550604,101,29-Jul-16,01.48.11.000000000 AM
Truck 11,28-Jul-16,03.11.18.000000000 PM,23154.18139,332.6,98,326,492,4.9,60,669,5.1,3,122.0795311,106,29-Jul-16,02.11.18.000000000 AM
Truck 11,28-Jul-16,03.39.52.000000000 PM,23154.6575,325.8,93,10,439,4.9,53,680,5.1,3,118.2941193,100,29-Jul-16,02.39.52.000000000 AM
Truck 11,28-Jul-16,04.02.01.000000000 PM,23155.02667,330,88,248,510,4.9,54,704,5.1,4,119.2404723,125,29-Jul-16,03.02.01.000000000 AM
Truck 11,28-Jul-16,04.29.49.000000000 PM,23155.49,331.6,88,10,488,4.9,58,715,5.1,4,115.9282369,112,29-Jul-16,03.29.49.000000000 AM
Truck 11,28-Jul-16,04.53.25.000000000 PM,23155.88333,342.6,111,12,471,4.9,53,711,5.1,4,117.8209428,97,29-Jul-16,03.53.25.000000000 AM
Truck 11,28-Jul-16,06.41.19.000000000 PM,23156.65,306.4,117,121,305,2.4,82,726,5.2,4,106.9378839,89,29-Jul-16,05.41.19.000000000 AM
Truck 11,28-Jul-16,07.04.47.000000000 PM,23157.0425,351.1,117,131,499,4.9,55,692,5.1,4,119.2404723,116,29-Jul-16,06.04.47.000000000 AM
Truck 11,28-Jul-16,07.30.42.000000000 PM,23157.43917,341.9,111,165,523,4.9,53,668,5.1,4,119.2404723,118,29-Jul-16,06.30.42.000000000 AM
Truck 11,28-Jul-16,08.25.33.000000000 PM,23157.85,319.1,115,534,512,4.8,65,699,5.1,4,120.6600017,116,29-Jul-16,07.25.33.000000000 AM
Truck 11,28-Jul-16,08.58.58.000000000 PM,23158.42528,343,106,250,515,4.9,52,711,5.1,4,118.2941193,105,29-Jul-16,07.58.58.000000000 AM
Truck 11,28-Jul-16,09.27.20.000000000 PM,23158.89833,343.5,112,224,535,4.9,78,865,6,4,133.9089431,119,29-Jul-16,08.27.20.000000000 AM
Truck 11,28-Jul-16,10.33.14.000000000 PM,23159.99694,355.2,100,65,658,6.4,74,868,6,4,139.5870608,120,29-Jul-16,09.33.14.000000000 AM
Truck 11,28-Jul-16,11.34.45.000000000 PM,23161.02222,351.7,96,74,503,4.9,57,738,5.1,4,119.2404723,87,29-Jul-16,10.34.45.000000000 AM
Truck 11,29-Jul-16,12.00.15.000000000 AM,23161.44722,321.8,124,117,531,4.9,55,685,5.1,4,113.5623545,92,29-Jul-16,11.00.15.000000000 AM
Truck 11,29-Jul-16,12.26.28.000000000 AM,23161.88417,346.9,123,249,517,4.9,60,674,5.1,4,118.2941193,95,29-Jul-16,11.26.28.000000000 AM
Truck 11,29-Jul-16,12.54.37.000000000 AM,23162.35333,346.5,103,192,503,4.9,64,717,5.1,4,118.7672958,93,29-Jul-16,11.54.37.000000000 AM
Truck 11,29-Jul-16,02.48.26.000000000 AM,23163.35,344,105,2428,391,2.2,71,720,5.1,4,104.098825,71,29-Jul-16,01.48.26.000000000 PM
Truck 11,29-Jul-16,03.52.55.000000000 AM,23163.80361,347.7,105,77,540,4.9,71,742,5.1,4,123.0258841,105,29-Jul-16,02.52.55.000000000 PM
Truck 11,29-Jul-16,04.19.33.000000000 AM,23164.24778,347.2,106,52,547,5.1,106,727,5.1,4,125.3917665,113,29-Jul-16,03.19.33.000000000 PM
Truck 11,29-Jul-16,04.46.15.000000000 AM,23164.69278,325.1,99,144,502,4.9,53,716,5.1,4,115.4550604,88,29-Jul-16,03.46.15.000000000 PM
Truck 11,29-Jul-16,05.12.32.000000000 AM,23165.13083,316.4,114,267,532,5.1,67,675,5.1,4,118.2941193,98,29-Jul-16,04.12.32.000000000 PM
