MACH_SER_NO,OCUR_TS,,SMU,PAYLD_WT,LD_TM,EMTY_STOP_TM,EMTY_TRAV_TM,EMTY_TRAV_DSTNC,LD_STOP_TM,LD_TRAV_TM,LD_TRAV_DSTNC,LD_PASS_CT,FUEL_USED_IN_CYC,SHFT_CT,OCUR_TS_L,OCAL
Truck 19,9-Aug-16,03.56.55.000000000 PM,12194.30306,365.7,122,141,387,3.5,80,657,3.8,4,103.152472,93,10-Aug-16,02.56.55.000000000 AM
Truck 19,9-Aug-16,04.21.01.000000000 PM,12194.70472,358.7,92,427,507,3.6,61,697,4,4,104.098825,98,10-Aug-16,03.21.01.000000000 AM
Truck 19,9-Aug-16,04.51.57.000000000 PM,12195.21972,321.1,139,20,394,3.8,54,614,4,5,98.89388374,84,10-Aug-16,03.51.57.000000000 AM
Truck 19,9-Aug-16,05.53.56.000000000 PM,12195.75,356.8,120,84,426,3.3,58,619,4.1,4,99.84023669,81,10-Aug-16,04.53.56.000000000 AM
Truck 19,9-Aug-16,06.16.37.000000000 PM,12196.08806,349.9,160,3,368,3.8,54,585,4.1,5,102.2061191,78,10-Aug-16,05.16.37.000000000 AM
Truck 19,9-Aug-16,06.36.56.000000000 PM,12196.42667,357.3,147,210,417,3.8,63,602,4.1,4,106.9378839,101,10-Aug-16,05.36.56.000000000 AM
Truck 19,9-Aug-16,07.01.53.000000000 PM,12196.84278,351.8,113,380,440,3.8,56,601,4.1,4,102.2061191,83,10-Aug-16,06.01.53.000000000 AM
Truck 19,9-Aug-16,07.29.29.000000000 PM,12197.30278,345.5,124,27,436,4,87,634,4.1,4,100.3134132,88,10-Aug-16,06.29.29.000000000 AM
Truck 19,9-Aug-16,08.52.55.000000000 PM,12197.85,363,99,365,112,0.3,52,626,3.8,4,97.47435431,79,10-Aug-16,07.52.55.000000000 AM
Truck 19,9-Aug-16,09.14.40.000000000 PM,12198.15583,343.5,141,24,467,3.6,64,583,4,4,102.2061191,117,10-Aug-16,08.14.40.000000000 AM
Truck 19,9-Aug-16,09.36.51.000000000 PM,12198.52556,363.9,114,113,409,3.6,55,646,4,4,107.4110603,104,10-Aug-16,08.36.51.000000000 AM
Truck 19,9-Aug-16,10.00.02.000000000 PM,12198.91194,376.4,103,117,356,3.6,75,589,4,4,110.7232957,92,10-Aug-16,09.00.02.000000000 AM
Truck 19,9-Aug-16,10.21.34.000000000 PM,12199.27083,381,108,6,384,3.6,61,599,4,4,110.2501192,92,10-Aug-16,09.21.34.000000000 AM
Truck 19,9-Aug-16,10.41.40.000000000 PM,12199.60583,329.7,124,118,377,3.6,85,598,4,4,109.7769427,116,10-Aug-16,09.41.40.000000000 AM
Truck 19,9-Aug-16,11.49.30.000000000 PM,12200.25,357.1,124,275,304,2.4,1111,733,4.6,4,133.9089431,146,10-Aug-16,10.49.30.000000000 AM
Truck 19,10-Aug-16,12.33.42.000000000 AM,12200.93028,359.8,123,164,428,3.8,62,467,2.8,4,79.49364817,77,10-Aug-16,11.33.42.000000000 AM
Truck 19,10-Aug-16,12.55.18.000000000 AM,12201.29028,330.6,94,317,285,2,151,356,2.2,4,63.40564795,76,10-Aug-16,11.55.18.000000000 AM
Truck 19,10-Aug-16,01.16.11.000000000 AM,12201.63833,335.9,96,143,249,2,65,352,2.2,4,60.56658908,71,10-Aug-16,12.16.11.000000000 PM
Truck 19,10-Aug-16,01.31.54.000000000 AM,12201.90028,339.7,102,270,286,2,63,352,2.2,4,61.03976556,72,10-Aug-16,12.31.54.000000000 PM
Truck 19,10-Aug-16,01.50.30.000000000 AM,12202.25028,352,142,226,250,2,94,591,4.9,4,70.03011863,98,10-Aug-16,12.50.30.000000000 PM
Truck 19,10-Aug-16,02.58.30.000000000 AM,12202.85,383.6,121,1074,340,2.2,55,362,2.2,3,78.07411874,91,10-Aug-16,01.58.30.000000000 PM
Truck 19,10-Aug-16,03.32.23.000000000 AM,12203.07806,320.4,94,108,259,2,53,347,2.2,3,58.2007067,67,10-Aug-16,02.32.23.000000000 PM
Truck 19,10-Aug-16,03.47.19.000000000 AM,12203.32694,341.3,131,167,250,2,65,373,2.2,5,66.71788329,79,10-Aug-16,02.47.19.000000000 PM
Truck 19,10-Aug-16,04.04.24.000000000 AM,12203.61194,336.6,101,267,247,1.9,54,382,2.2,4,61.51294204,83,10-Aug-16,03.04.24.000000000 PM
Truck 19,10-Aug-16,04.22.36.000000000 AM,12203.91528,321.2,91,114,251,2,58,330,2.2,4,61.51294204,83,10-Aug-16,03.22.36.000000000 PM
Truck 19,10-Aug-16,04.37.13.000000000 AM,12204.15889,335.3,94,198,247,1.9,52,357,2.2,4,63.87882443,79,10-Aug-16,03.37.13.000000000 PM
Truck 19,10-Aug-16,04.53.39.000000000 AM,12204.43278,354.5,155,373,627,4.8,55,727,5.2,5,126.8112959,139,10-Aug-16,03.53.39.000000000 PM
Truck 19,10-Aug-16,09.59.34.000000000 AM,12205.35,379.7,146,668,331,2.7,55,868,5.7,5,150.4701198,95,10-Aug-16,08.59.34.000000000 PM
Truck 19,10-Aug-16,10.35.30.000000000 AM,12205.87917,328.5,130,163,530,5.7,58,876,5.9,4,148.5774138,94,10-Aug-16,09.35.30.000000000 PM
Truck 19,10-Aug-16,11.06.01.000000000 AM,12206.38778,349.6,149,415,545,6,61,869,5.9,5,158.5141199,106,10-Aug-16,10.06.01.000000000 PM
Truck 19,10-Aug-16,11.41.24.000000000 AM,12206.9775,302.1,109,272,527,6,64,829,6,4,148.5774138,95,10-Aug-16,10.41.24.000000000 PM
Truck 19,10-Aug-16,12.12.40.000000000 PM,12207.49861,363.4,137,308,523,6,61,881,6,5,160.4068258,97,10-Aug-16,11.12.40.000000000 PM
Truck 19,10-Aug-16,12.45.51.000000000 PM,12208.05167,371.3,143,322,565,6,53,941,5.9,5,158.9872963,95,10-Aug-16,11.45.51.000000000 PM
Truck 19,10-Aug-16,01.58.50.000000000 PM,12208.75,426.9,127,86,535,4.3,84,205,0.4,4,55.83482431,94,11-Aug-16,12.58.50.000000000 AM
Truck 19,10-Aug-16,02.16.47.000000000 PM,12209.03722,379.9,197,121,71,0.1,77,787,5.7,7,96.05482488,78,11-Aug-16,01.16.47.000000000 AM
Truck 19,10-Aug-16,02.38.32.000000000 PM,12209.39944,329.9,105,132,551,5.7,53,811,5.7,4,143.3724726,88,11-Aug-16,01.38.32.000000000 AM
Truck 19,10-Aug-16,05.10.44.000000000 PM,12210.15,389,124,809,167,0.1,54,927,5.7,4,148.1042374,82,11-Aug-16,04.10.44.000000000 AM
Truck 19,10-Aug-16,05.46.51.000000000 PM,12210.69528,323.4,106,80,522,5.7,56,820,5.9,4,144.792002,88,11-Aug-16,04.46.51.000000000 AM
Truck 19,10-Aug-16,06.14.18.000000000 PM,12211.15306,334.4,110,257,541,5.9,54,863,5.9,4,149.5237668,98,11-Aug-16,05.14.18.000000000 AM
Truck 19,10-Aug-16,06.45.59.000000000 PM,12211.68111,356.9,136,143,565,5.7,56,859,5.9,5,150.4701198,91,11-Aug-16,05.45.59.000000000 AM
Truck 19,10-Aug-16,07.26.32.000000000 PM,12212.35,316.6,116,405,510,4.3,54,804,5.7,4,147.1578844,114,11-Aug-16,06.26.32.000000000 AM
Truck 19,10-Aug-16,08.22.23.000000000 PM,12212.95,330.3,99,838,578,5.9,57,813,5.4,4,150.4701198,100,11-Aug-16,07.22.23.000000000 AM
Truck 19,10-Aug-16,09.03.43.000000000 PM,12213.54722,350,123,424,560,5.4,74,930,5.7,5,163.7190611,124,11-Aug-16,08.03.43.000000000 AM
Truck 19,10-Aug-16,09.40.22.000000000 PM,12214.15806,321.6,108,5,528,5.6,55,878,5.9,4,148.1042374,84,11-Aug-16,08.40.22.000000000 AM
Truck 19,10-Aug-16,10.07.40.000000000 PM,12214.61306,317,112,4,518,5.6,58,866,5.9,4,150.4701198,93,11-Aug-16,09.07.40.000000000 AM
Truck 19,10-Aug-16,10.34.43.000000000 PM,12215.06389,335.4,122,10,551,5.7,56,874,5.9,5,150.9432962,97,11-Aug-16,09.34.43.000000000 AM
Truck 19,10-Aug-16,11.02.44.000000000 PM,12215.53111,305.1,117,636,588,5.9,53,791,5.4,4,146.6847079,98,11-Aug-16,10.02.44.000000000 AM
Truck 19,10-Aug-16,11.40.40.000000000 PM,12216.16333,353,124,14,514,5.2,68,828,5.4,4,149.0505903,118,11-Aug-16,10.40.40.000000000 AM
Truck 19,11-Aug-16,12.07.32.000000000 AM,12216.61111,310.5,123,342,562,5.4,60,793,5.4,4,146.6847079,121,11-Aug-16,11.07.32.000000000 AM
Truck 19,11-Aug-16,12.40.09.000000000 AM,12217.15472,314.2,102,46,594,5.4,52,806,5.6,4,143.3724726,126,11-Aug-16,11.40.09.000000000 AM
Truck 19,11-Aug-16,01.07.55.000000000 AM,12217.6175,321.1,103,85,558,5.4,55,821,5.6,4,143.8456491,113,11-Aug-16,12.07.55.000000000 PM
Truck 19,11-Aug-16,02.50.48.000000000 AM,12218.85,341,129,1042,672,3.2,56,715,5.2,4,137.2211784,113,11-Aug-16,01.50.48.000000000 PM
Truck 19,11-Aug-16,05.13.07.000000000 AM,12219.65,374.2,166,1268,601,3.8,53,545,3.3,5,121.1331782,122,11-Aug-16,04.13.07.000000000 PM
Truck 19,11-Aug-16,05.58.48.000000000 AM,12220.4575,333.1,160,317,396,3.3,51,511,3.3,5,92.74258954,72,11-Aug-16,04.58.48.000000000 PM
Truck 19,11-Aug-16,06.23.42.000000000 AM,12220.87278,311.2,128,367,406,3.3,52,528,3.5,4,90.84988363,64,11-Aug-16,05.23.42.000000000 PM
Truck 19,11-Aug-16,06.49.25.000000000 AM,12221.30139,326.6,111,191,370,3.3,101,739,5.2,4,96.05482488,100,11-Aug-16,05.49.25.000000000 PM
Truck 19,11-Aug-16,07.15.39.000000000 AM,12221.73861,313.6,129,152,511,5.1,75,668,5.2,4,116.4014134,117,11-Aug-16,06.15.39.000000000 PM
Truck 19,11-Aug-16,08.30.14.000000000 AM,12222.25,332.4,110,527,380,2.5,84,913,5.9,4,145.738355,83,11-Aug-16,07.30.14.000000000 PM
Truck 19,11-Aug-16,09.05.13.000000000 AM,12222.84639,337.1,115,279,544,5.9,59,851,5.7,4,154.7287081,91,11-Aug-16,08.05.13.000000000 PM
Truck 19,11-Aug-16,09.37.17.000000000 AM,12223.38083,339.7,99,85,533,5.7,104,904,5.9,4,155.2018845,98,11-Aug-16,08.37.17.000000000 PM
Truck 19,11-Aug-16,10.07.16.000000000 AM,12223.88056,333.4,103,789,741,6,57,881,5.9,4,160.8800023,126,11-Aug-16,09.07.16.000000000 PM
Truck 19,11-Aug-16,10.51.54.000000000 AM,12224.62444,326.1,99,92,541,5.9,59,861,5.7,4,149.9969433,96,11-Aug-16,09.51.54.000000000 PM
Truck 19,11-Aug-16,11.20.35.000000000 AM,12225.1025,322.9,105,292,542,5.7,55,848,5.9,3,147.6310609,87,11-Aug-16,10.20.35.000000000 PM
Truck 19,11-Aug-16,11.52.32.000000000 AM,12225.635,390.4,120,109,523,5.9,55,884,5.7,4,162.2995317,87,11-Aug-16,10.52.32.000000000 PM
Truck 19,11-Aug-16,12.21.52.000000000 PM,12226.12389,397.5,124,82,501,5.7,52,896,5.7,5,161.3531787,91,11-Aug-16,11.21.52.000000000 PM
Truck 19,11-Aug-16,12.50.35.000000000 PM,12226.6025,404,127,6,486,5.6,92,916,5.7,5,159.4604728,78,11-Aug-16,11.50.35.000000000 PM
Truck 19,11-Aug-16,01.27.32.000000000 PM,12227.15,361,132,2170,605,4.4,51,804,5.4,4,144.792002,113,12-Aug-16,12.27.32.000000000 AM
Truck 19,11-Aug-16,02.32.51.000000000 PM,12227.76472,320.3,102,257,553,5.4,67,793,5.4,4,145.2651785,115,12-Aug-16,01.32.51.000000000 AM
Truck 19,11-Aug-16,03.03.36.000000000 PM,12228.27722,321.7,98,103,512,5.4,64,803,5.4,4,148.1042374,113,12-Aug-16,02.03.36.000000000 AM
Truck 19,11-Aug-16,03.31.03.000000000 PM,12228.73472,353.3,141,152,582,5.4,79,823,5.4,5,149.5237668,112,12-Aug-16,02.31.03.000000000 AM
Truck 19,11-Aug-16,04.01.53.000000000 PM,12229.24861,323.1,110,329,552,5.4,53,788,5.4,4,143.3724726,103,12-Aug-16,03.01.53.000000000 AM
Truck 19,11-Aug-16,04.33.42.000000000 PM,12229.77889,320.8,112,65,502,5.4,53,779,5.6,4,144.792002,110,12-Aug-16,03.33.42.000000000 AM
Truck 19,11-Aug-16,05.45.40.000000000 PM,12230.35,383,126,209,566,4.1,62,853,5.6,5,146.2115315,103,12-Aug-16,04.45.40.000000000 AM
Truck 19,11-Aug-16,06.17.14.000000000 PM,12230.89861,344.2,100,228,634,5.6,61,960,5.6,4,148.5774138,109,12-Aug-16,05.17.14.000000000 AM
Truck 19,11-Aug-16,06.51.38.000000000 PM,12231.47194,365.7,129,222,695,5.6,107,972,5.6,5,153.7823551,82,12-Aug-16,05.51.38.000000000 AM
Truck 19,11-Aug-16,09.12.54.000000000 PM,12232.55,371,96,205,180,0.6,75,760,5.6,4,104.5720015,92,12-Aug-16,08.12.54.000000000 AM
Truck 19,11-Aug-16,09.35.46.000000000 PM,12232.92139,354.4,103,134,580,5.4,51,744,5.6,4,128.2308253,136,12-Aug-16,08.35.46.000000000 AM
Truck 19,11-Aug-16,10.03.45.000000000 PM,12233.38806,322.8,119,219,613,5.4,54,703,5.6,4,122.5527076,142,12-Aug-16,09.03.45.000000000 AM
Truck 19,11-Aug-16,10.33.25.000000000 PM,12233.8825,358.9,110,153,606,5.4,52,640,4.1,4,124.4454135,124,12-Aug-16,09.33.25.000000000 AM
Truck 19,11-Aug-16,11.00.29.000000000 PM,12234.33361,376.6,108,99,406,3.6,56,685,4.1,4,113.5623545,94,12-Aug-16,10.00.29.000000000 AM
Truck 19,11-Aug-16,11.23.57.000000000 PM,12234.72472,372.6,107,173,496,3.8,51,655,4.1,4,113.0891781,92,12-Aug-16,10.23.57.000000000 AM
Truck 19,11-Aug-16,11.49.41.000000000 PM,12235.15361,342.8,91,4,418,3.8,54,607,4.1,4,105.5183544,90,12-Aug-16,10.49.41.000000000 AM
Truck 19,12-Aug-16,12.10.02.000000000 AM,12235.49306,364.6,119,14,423,3.8,74,704,4.3,4,117.3477664,108,12-Aug-16,11.10.02.000000000 AM
Truck 19,12-Aug-16,12.33.10.000000000 AM,12235.87861,390.5,122,16,403,4,63,658,4.1,4,118.7672958,111,12-Aug-16,11.33.10.000000000 AM
Truck 19,12-Aug-16,01.00.13.000000000 AM,12236.25,340,99,112,383,3.6,56,618,4.1,4,102.6792956,91,12-Aug-16,12.00.13.000000000 PM
Truck 19,12-Aug-16,01.22.16.000000000 AM,12236.6125,389.6,89,47,477,4,60,832,5.6,4,116.4014134,108,12-Aug-16,12.22.16.000000000 PM
Truck 19,12-Aug-16,02.23.26.000000000 AM,12237.25,339.4,111,326,610,4.3,50,626,4.1,4,122.5527076,132,12-Aug-16,01.23.26.000000000 PM
Truck 19,12-Aug-16,02.53.22.000000000 AM,12237.69194,337.3,103,255,445,3.6,55,663,4.1,4,100.7865896,77,12-Aug-16,01.53.22.000000000 PM
Truck 19,12-Aug-16,03.19.44.000000000 AM,12238.13167,323,125,4,458,3.8,58,599,4,4,99.36706022,84,12-Aug-16,02.19.44.000000000 PM
Truck 19,12-Aug-16,03.41.18.000000000 AM,12238.49111,338.6,102,76,392,3.8,61,605,4.1,4,104.5720015,92,12-Aug-16,02.41.18.000000000 PM
Truck 19,12-Aug-16,04.02.44.000000000 AM,12238.84833,337.4,95,129,422,4,73,584,4,3,106.9378839,96,12-Aug-16,03.02.44.000000000 PM
Truck 19,12-Aug-16,04.25.21.000000000 AM,12239.22528,341.5,98,33,397,3.8,60,671,4.1,4,108.3574133,94,12-Aug-16,03.25.21.000000000 PM
Truck 19,12-Aug-16,04.47.11.000000000 AM,12239.58917,326.4,108,53,455,3.8,68,640,4.1,4,111.1964721,98,12-Aug-16,03.47.11.000000000 PM
Truck 19,12-Aug-16,05.10.08.000000000 AM,12239.97194,364.2,117,2,404,4,56,615,4.4,4,76.65458931,80,12-Aug-16,04.10.08.000000000 PM
Truck 19,12-Aug-16,06.38.02.000000000 AM,12240.65,319.5,98,299,451,2.5,56,633,4,4,111.1964721,99,12-Aug-16,05.38.02.000000000 PM
Truck 19,12-Aug-16,07.04.43.000000000 AM,12241.03778,331.3,91,4,426,3.6,59,648,4.1,4,101.7329426,82,12-Aug-16,06.04.43.000000000 PM
Truck 19,12-Aug-16,07.26.01.000000000 AM,12241.39278,319.2,86,21,408,3.6,55,610,4,4,97.94753079,88,12-Aug-16,06.26.01.000000000 PM
Truck 19,12-Aug-16,07.46.31.000000000 AM,12241.73444,298.7,84,33,419,3.6,57,518,3.8,4,96.05482488,90,12-Aug-16,06.46.31.000000000 PM
Truck 19,12-Aug-16,08.22.16.000000000 AM,12242.05,344.1,125,676,395,3.2,48,586,4,4,102.2061191,92,12-Aug-16,07.22.16.000000000 PM
Truck 19,12-Aug-16,08.54.02.000000000 AM,12242.62833,337.1,120,223,392,3.6,50,622,4,4,99.84023669,94,12-Aug-16,07.54.02.000000000 PM
Truck 19,12-Aug-16,09.18.27.000000000 AM,12243.03556,353.7,193,30,476,4.4,53,660,4.8,6,105.9915309,87,12-Aug-16,08.18.27.000000000 PM
Truck 19,12-Aug-16,09.42.56.000000000 AM,12243.44361,357.8,128,87,534,5.4,58,800,5.2,4,138.6407078,87,12-Aug-16,08.42.56.000000000 PM
Truck 19,12-Aug-16,10.10.48.000000000 AM,12243.90806,377.8,115,203,540,5.2,53,627,4.1,4,124.4454135,107,12-Aug-16,09.10.48.000000000 PM
Truck 19,12-Aug-16,10.37.28.000000000 AM,12244.3525,327.2,113,202,453,3.8,52,721,5.6,4,99.84023669,87,12-Aug-16,09.37.28.000000000 PM
Truck 19,12-Aug-16,11.04.12.000000000 AM,12244.79806,377.4,115,39,607,5.4,70,763,5.6,4,121.1331782,125,12-Aug-16,10.04.12.000000000 PM
Truck 19,12-Aug-16,11.31.51.000000000 AM,12245.25889,359.7,153,144,576,5.4,56,759,5.4,4,119.2404723,122,12-Aug-16,10.31.51.000000000 PM
Truck 19,12-Aug-16,12.01.07.000000000 PM,12245.74694,328.4,119,14,573,5.2,50,735,5.6,4,114.035531,123,12-Aug-16,11.01.07.000000000 PM
Truck 19,12-Aug-16,12.26.59.000000000 PM,12246.17806,333.9,122,204,623,5.2,62,836,5.6,4,117.3477664,119,12-Aug-16,11.26.59.000000000 PM
Truck 19,12-Aug-16,01.38.04.000000000 PM,12246.85,406,119,132,643,4.4,53,769,5.6,4,123.0258841,126,13-Aug-16,12.38.04.000000000 AM
Truck 19,12-Aug-16,02.07.52.000000000 PM,12247.38222,331.4,102,325,603,5.4,53,781,5.6,4,121.6063546,127,13-Aug-16,01.07.52.000000000 AM
Truck 19,12-Aug-16,02.40.13.000000000 PM,12247.92139,362.9,113,21,658,5.4,60,748,5.6,4,120.6600017,120,13-Aug-16,01.40.13.000000000 AM
Truck 19,12-Aug-16,03.07.59.000000000 PM,12248.38444,372.4,107,194,562,5.2,52,758,5.6,4,121.1331782,115,13-Aug-16,02.07.59.000000000 AM
Truck 19,12-Aug-16,03.37.02.000000000 PM,12248.86861,338.7,113,272,614,5.4,74,736,5.6,4,120.6600017,124,13-Aug-16,02.37.02.000000000 AM
Truck 19,12-Aug-16,04.08.23.000000000 PM,12249.39111,343.5,112,314,615,5.2,54,751,5.6,4,117.8209428,109,13-Aug-16,03.08.23.000000000 AM
Truck 19,12-Aug-16,04.40.27.000000000 PM,12249.92556,373.3,123,321,559,5.2,57,709,5.4,4,118.2941193,115,13-Aug-16,03.40.27.000000000 AM
Truck 19,12-Aug-16,05.44.34.000000000 PM,12250.55,368.7,105,471,618,4.3,54,786,5.6,4,117.8209428,123,13-Aug-16,04.44.34.000000000 AM
Truck 19,12-Aug-16,06.19.52.000000000 PM,12251.17194,343.4,141,369,634,5.4,55,731,5.6,4,115.9282369,136,13-Aug-16,05.19.52.000000000 AM
Truck 19,12-Aug-16,06.53.20.000000000 PM,12251.72972,403.3,155,131,613,5.4,54,771,5.6,5,123.4990606,119,13-Aug-16,05.53.20.000000000 AM
Truck 19,12-Aug-16,07.23.14.000000000 PM,12252.22833,349.1,116,425,620,5.4,50,740,5.6,4,118.7672958,108,13-Aug-16,06.23.14.000000000 AM
Truck 19,12-Aug-16,09.54.27.000000000 PM,12253.25,361.3,92,509,65,0,67,775,5.6,4,94.16211897,67,13-Aug-16,08.54.27.000000000 AM
Truck 19,12-Aug-16,10.20.38.000000000 PM,12253.68889,376,110,233,610,5.6,67,723,5.6,4,134.3821195,141,13-Aug-16,09.20.38.000000000 AM
Truck 19,12-Aug-16,10.50.53.000000000 PM,12254.19306,359.1,113,13,544,5.4,63,721,5.6,4,126.3381194,115,13-Aug-16,09.50.53.000000000 AM
Truck 19,12-Aug-16,11.16.07.000000000 PM,12254.62917,384.8,121,257,558,5.4,86,744,5.6,4,128.2308253,123,13-Aug-16,10.16.07.000000000 AM
Truck 19,12-Aug-16,11.46.45.000000000 PM,12255.13972,348.4,106,139,626,5.6,89,750,5.6,4,123.0258841,120,13-Aug-16,10.46.45.000000000 AM
Truck 19,13-Aug-16,12.16.24.000000000 AM,12255.63389,362.2,101,8,565,5.4,89,742,5.6,4,118.7672958,119,13-Aug-16,11.16.24.000000000 AM
Truck 19,13-Aug-16,12.42.31.000000000 AM,12256.06917,343.7,131,15,613,5.4,67,907,5.7,4,153.7823551,116,13-Aug-16,11.42.31.000000000 AM
Truck 19,13-Aug-16,01.12.35.000000000 AM,12256.57028,344.4,108,84,637,5.4,56,843,5.6,4,149.0505903,110,13-Aug-16,12.12.35.000000000 PM
Truck 19,13-Aug-16,01.42.32.000000000 AM,12257.06944,316.8,113,65,603,5.6,68,826,5.6,4,141.9529432,111,13-Aug-16,12.42.32.000000000 PM
Truck 19,13-Aug-16,02.55.29.000000000 AM,12257.65,335.8,110,342,526,3.8,76,682,5.2,4,111.1964721,114,13-Aug-16,01.55.29.000000000 PM
Truck 19,13-Aug-16,03.25.38.000000000 AM,12258.14778,345.7,108,426,632,5.4,77,838,5.4,4,149.5237668,119,13-Aug-16,02.25.38.000000000 PM
Truck 19,13-Aug-16,04.01.43.000000000 AM,12258.74944,365.2,145,370,671,5.6,80,868,5.6,4,151.8896492,108,13-Aug-16,03.01.43.000000000 PM
Truck 19,13-Aug-16,04.38.45.000000000 AM,12259.36667,343.6,101,655,1099,8.1,61,857,5.6,4,170.8167083,156,13-Aug-16,03.38.45.000000000 PM
Truck 19,13-Aug-16,06.01.53.000000000 AM,12260.25,352,103,209,565,5.2,61,859,5.4,4,148.1042374,111,13-Aug-16,05.01.53.000000000 PM
Truck 19,13-Aug-16,06.33.06.000000000 AM,12260.71361,361.9,140,71,596,5.4,66,879,5.4,5,151.8896492,136,13-Aug-16,05.33.06.000000000 PM
Truck 19,13-Aug-16,07.03.29.000000000 AM,12261.22028,333,119,52,585,5.4,66,1242,7,4,166.0849435,111,13-Aug-16,06.03.29.000000000 PM
Truck 19,13-Aug-16,08.40.08.000000000 AM,12262.15,344.2,190,983,263,1.6,56,669,4.9,6,106.9378839,88,13-Aug-16,07.40.08.000000000 PM
Truck 19,13-Aug-16,09.17.38.000000000 AM,12262.69667,358.1,169,6,449,4.8,52,682,4.9,6,110.2501192,73,13-Aug-16,08.17.38.000000000 PM
Truck 19,13-Aug-16,09.41.12.000000000 AM,12263.08944,400.8,171,6,452,4.8,52,739,4.9,6,114.981884,76,13-Aug-16,08.41.12.000000000 PM
Truck 19,13-Aug-16,10.05.48.000000000 AM,12263.49972,372.6,173,29,454,4.8,52,665,4.8,6,108.8305898,68,13-Aug-16,09.05.48.000000000 PM
Truck 19,13-Aug-16,10.29.38.000000000 AM,12263.89694,406.4,258,148,581,4.9,52,719,4.9,8,121.6063546,96,13-Aug-16,09.29.38.000000000 PM
Truck 19,13-Aug-16,11.00.09.000000000 AM,12264.40556,350.5,183,560,715,6.2,54,688,4.9,6,126.8112959,143,13-Aug-16,10.00.09.000000000 PM
Truck 19,13-Aug-16,11.38.19.000000000 AM,12265.02472,342.7,100,74,621,5.7,57,845,5.4,4,141.0065902,81,13-Aug-16,10.38.19.000000000 PM
Truck 19,13-Aug-16,12.07.46.000000000 PM,12265.51556,323.8,95,24,555,5.4,77,853,5.6,4,141.0065902,113,13-Aug-16,11.07.46.000000000 PM
Truck 19,13-Aug-16,12.35.37.000000000 PM,12265.97972,346,106,7,584,5.6,57,848,5.6,4,145.2651785,104,13-Aug-16,11.35.37.000000000 PM
Truck 19,13-Aug-16,01.49.54.000000000 PM,12266.55,337.9,113,371,609,4.3,58,863,5.6,4,146.2115315,124,14-Aug-16,12.49.54.000000000 AM
Truck 19,13-Aug-16,02.24.53.000000000 PM,12267.13472,336.7,111,112,617,5.6,57,850,5.6,4,147.6310609,105,14-Aug-16,01.24.53.000000000 AM
Truck 19,13-Aug-16,02.55.12.000000000 PM,12267.64,345.4,102,7,637,5.6,54,848,5.6,4,147.1578844,107,14-Aug-16,01.55.12.000000000 AM
Truck 19,13-Aug-16,03.23.48.000000000 PM,12268.11667,350.7,109,9,661,5.7,57,832,5.6,4,147.1578844,126,14-Aug-16,02.23.48.000000000 AM
Truck 19,13-Aug-16,03.52.46.000000000 PM,12268.59944,346.2,92,7,604,5.4,54,856,5.6,4,149.0505903,115,14-Aug-16,02.52.46.000000000 AM
Truck 19,13-Aug-16,04.20.45.000000000 PM,12269.06611,302.7,108,81,612,5.6,55,818,5.6,4,140.5334137,124,14-Aug-16,03.20.45.000000000 AM
Truck 19,13-Aug-16,04.49.49.000000000 PM,12269.55056,309.2,116,9,631,5.6,53,845,5.6,4,142.4261196,114,14-Aug-16,03.49.49.000000000 AM
Truck 19,13-Aug-16,06.05.59.000000000 PM,12270.15,324.8,142,403,538,4.3,54,841,5.6,4,145.738355,117,14-Aug-16,05.05.59.000000000 AM
Truck 19,13-Aug-16,06.40.20.000000000 PM,12270.66556,337,183,138,527,4.6,56,623,4.6,7,103.6256485,106,14-Aug-16,05.40.20.000000000 AM
Truck 19,13-Aug-16,07.06.49.000000000 PM,12271.10722,354.9,101,180,638,5.4,56,844,5.4,4,147.1578844,126,14-Aug-16,06.06.49.000000000 AM
Truck 19,13-Aug-16,07.38.22.000000000 PM,12271.63306,339.6,109,6,586,5.4,53,785,5.4,4,141.0065902,103,14-Aug-16,06.38.22.000000000 AM
Truck 19,13-Aug-16,08.20.37.000000000 PM,12272.15,343.3,97,877,756,5.2,59,828,5.4,4,153.7823551,128,14-Aug-16,07.20.37.000000000 AM
Truck 19,13-Aug-16,09.06.04.000000000 PM,12272.85111,328,91,238,636,5.4,81,681,3.5,4,120.1868252,98,14-Aug-16,08.06.04.000000000 AM
Truck 19,13-Aug-16,09.36.02.000000000 PM,12273.35056,308.5,129,84,448,3.3,100,677,3.3,4,106.4647074,82,14-Aug-16,08.36.02.000000000 AM
Truck 19,13-Aug-16,10.00.59.000000000 PM,12273.76667,338.7,156,97,679,5.1,84,485,2.5,6,100.3134132,94,14-Aug-16,09.00.59.000000000 AM
Truck 19,13-Aug-16,10.27.01.000000000 PM,12274.20056,369.3,162,9,318,2.4,86,491,2.5,6,74.28870692,81,14-Aug-16,09.27.01.000000000 AM
Truck 19,13-Aug-16,10.45.31.000000000 PM,12274.50861,329.6,106,116,423,3.3,79,725,3.3,4,109.3037662,83,14-Aug-16,09.45.31.000000000 AM
Truck 19,13-Aug-16,11.10.39.000000000 PM,12274.9275,332.4,123,307,478,3.3,93,728,3.5,4,114.035531,80,14-Aug-16,10.10.39.000000000 AM
