MACH_SER_NO,OCUR_TS Date,OCUR_TS Time,PAYLD_WT,LD_TM,EMTY_STOP_TM,EMTY_TRAV_TM,EMTY_TRAV_DSTNC,LD_STOP_TM,LD_TRAV_TM,LD_TRAV_DSTNC,LD_PASS_CT,FUEL_USED_IN_CYC,SHFT_CT
Truck 8,2-Aug-16,10.03.51.000000000 AM,192.9,304.0,865.0,766.0,3.8,70.0,767.0,4.3,4.0,193.0560027,104.0
Truck 8,2-Aug-16,10.52.01.000000000 AM,305.7,575.0,919.0,790.0,4.4,242.0,250.0,0.4,5.0,88.48400124,86.0
Truck 8,2-Aug-16,11.40.15.000000000 AM,229.6,211.0,50.0,484.0,1.2,1140.0,739.0,3.6,5.0,72.39600102,108.0
Truck 8,2-Aug-16,12.54.37.000000000 PM,234.2,142.0,17.0,392.0,2.5,112.0,1169.0,6.0,3.0,173.6557671,72.0
Truck 8,2-Aug-16,01.26.27.000000000 PM,245.8,135.0,365.0,814.0,6.0,470.0,1441.0,8.4,3.0,188.7974144,152.0
Truck 8,2-Aug-16,02.22.30.000000000 PM,135.5,171.0,62.0,794.0,7.2,57.0,1121.0,7.0,4.0,202.5195323,109.0
Truck 8,2-Aug-16,03.00.50.000000000 PM,289.6,125.0,10.0,791.0,6.0,74.0,1142.0,6.0,3.0,189.2705909,121.0
Truck 8,2-Aug-16,04.08.08.000000000 PM,298.4,177.0,2155.0,1372.0,7.5,58.0,907.0,4.1,5.0,249.83718,155.0
Truck 8,2-Aug-16,05.29.19.000000000 PM,300.4,135.0,155.0,1154.0,5.9,101.0,903.0,4.8,4.0,129.6503548,118.0
Truck 8,2-Aug-16,06.11.52.000000000 PM,340.9,207.0,189.0,668.0,4.6,869.0,1753.0,11.0,3.0,216.7148266,134.0
Truck 8,3-Aug-16,02.15.20.000000000 PM,209.2,273.0,247.0,698.0,5.6,132.0,647.0,2.5,3.0,149.5237668,99.0
Truck 8,3-Aug-16,02.50.04.000000000 PM,240.6,208.0,971.0,423.0,2.4,540.0,724.0,3.2,4.0,98.42070726,95.0
Truck 8,3-Aug-16,03.39.50.000000000 PM,250.7,143.0,120.0,306.0,1.4,77.0,827.0,4.8,4.0,131.5430607,69.0
Truck 8,3-Aug-16,04.05.26.000000000 PM,257.8,104.0,1807.0,832.0,4.9,70.0,680.0,3.5,2.0,137.6943549,82.0
Truck 8,3-Aug-16,05.06.06.000000000 PM,147.3,291.0,32.0,538.0,3.2,564.0,1092.0,4.8,5.0,177.441179,79.0
Truck 8,3-Aug-16,05.49.50.000000000 PM,182.1,159.0,19.0,664.0,3.6,106.0,427.0,2.2,3.0,75.23505988,61.0
Truck 8,3-Aug-16,06.13.43.000000000 PM,93.7,118.0,94.0,400.0,2.0,892.0,974.0,3.8,3.0,165.1385906,84.0
Truck 8,3-Aug-16,06.56.47.000000000 PM,125.3,214.0,19.0,652.0,4.6,183.0,636.0,2.7,3.0,123.972237,75.0
Truck 8,3-Aug-16,07.26.24.000000000 PM,137.6,127.0,20.0,447.0,2.5,69.0,624.0,2.5,4.0,111.6696486,70.0
Truck 8,3-Aug-16,08.27.14.000000000 PM,264.3,282.0,1219.0,887.0,4.3,414.0,752.0,2.7,4.0,146.2115315,90.0
Truck 8,3-Aug-16,09.28.59.000000000 PM,183.6,119.0,28.0,291.0,1.4,347.0,1021.0,5.6,3.0,131.5430607,96.0
Truck 8,3-Aug-16,10.00.23.000000000 PM,316.1,120.0,309.0,835.0,5.7,1261.0,738.0,2.7,4.0,159.4604728,104.0
Truck 8,3-Aug-16,10.57.05.000000000 PM,293.5,188.0,44.0,403.0,1.9,153.0,984.0,4.9,5.0,142.4261196,114.0
Truck 8,3-Aug-16,11.27.53.000000000 PM,183.2,147.0,1067.0,839.0,4.8,93.0,839.0,4.3,3.0,158.0409434,149.0
Truck 8,4-Aug-16,12.19.45.000000000 AM,280.2,303.0,107.0,721.0,4.6,74.0,820.0,3.5,4.0,130.5967077,94.0
Truck 8,4-Aug-16,01.40.59.000000000 AM,168.4,126.0,2297.0,599.0,2.4,64.0,916.0,5.1,4.0,135.3284725,97.0
Truck 8,4-Aug-16,02.50.29.000000000 AM,168.0,116.0,10.0,741.0,5.6,74.0,803.0,4.3,4.0,147.6310609,90.0
Truck 8,4-Aug-16,03.20.47.000000000 AM,209.6,126.0,239.0,664.0,4.3,781.0,799.0,3.3,4.0,120.6600017,104.0
Truck 8,4-Aug-16,04.43.04.000000000 AM,257.3,176.0,685.0,1531.0,11.3,358.0,476.0,2.5,4.0,154.7287081,119.0
Truck 8,4-Aug-16,05.39.05.000000000 AM,344.5,171.0,177.0,481.0,2.0,433.0,845.0,4.4,5.0,122.0795311,62.0
Truck 8,4-Aug-16,06.15.41.000000000 AM,133.4,183.0,38.0,1007.0,5.1,63.0,930.0,4.8,4.0,163.7190611,115.0
Truck 8,4-Aug-16,06.54.17.000000000 AM,150.9,136.0,24.0,775.0,4.6,289.0,685.0,3.5,4.0,116.4014134,77.0
Truck 8,4-Aug-16,07.27.28.000000000 AM,151.3,124.0,972.0,649.0,3.5,71.0,659.0,3.5,4.0,117.8209428,75.0
Truck 8,4-Aug-16,08.10.30.000000000 AM,254.8,99.0,1879.0,606.0,3.3,563.0,618.0,2.5,2.0,129.1771783,46.0
Truck 8,4-Aug-16,09.15.56.000000000 AM,237.8,139.0,41.0,363.0,1.7,414.0,362.0,1.7,4.0,51.10305954,45.0
Truck 8,4-Aug-16,09.38.52.000000000 AM,146.3,188.0,33.0,299.0,1.7,531.0,695.0,3.5,4.0,97.00117783,35.0
Truck 8,4-Aug-16,10.09.10.000000000 AM,202.7,109.0,19.0,574.0,3.2,2442.0,636.0,2.5,2.0,124.91859,58.0
Truck 8,5-Aug-16,02.13.10.000000000 AM,101.2,141.0,1442.0,1154.0,5.4,3834.0,1906.0,8.3,3.0,283.4327099,231.0
Truck 8,5-Aug-16,05.06.57.000000000 AM,176.5,175.0,321.0,968.0,5.1,2911.0,1181.0,4.6,5.0,157.0945904,134.0
Truck 8,5-Aug-16,06.43.27.000000000 AM,157.0,304.0,70.0,353.0,1.6,773.0,711.0,2.8,3.0,86.11811885,63.0
Truck 8,5-Aug-16,07.21.51.000000000 AM,194.4,138.0,310.0,471.0,2.4,148.0,738.0,3.2,4.0,119.7136487,57.0
Truck 8,5-Aug-16,07.53.12.000000000 AM,206.9,168.0,2491.0,760.0,3.6,74.0,722.0,3.6,4.0,137.6943549,71.0
Truck 8,5-Aug-16,09.35.26.000000000 AM,186.7,292.0,168.0,981.0,6.4,484.0,477.0,2.4,5.0,96.52800135,69.0
Truck 8,5-Aug-16,10.17.11.000000000 AM,210.5,119.0,1109.0,403.0,1.4,483.0,671.0,3.2,2.0,114.035531,63.0
Truck 8,5-Aug-16,11.05.34.000000000 AM,186.3,86.0,44.0,570.0,3.3,1051.0,833.0,3.2,2.0,133.9089431,94.0
Truck 8,5-Aug-16,12.35.33.000000000 PM,296.0,123.0,863.0,737.0,3.2,485.0,1184.0,4.6,2.0,175.5484731,134.0
Truck 8,5-Aug-16,01.34.30.000000000 PM,183.0,182.0,76.0,424.0,2.2,42.0,1054.0,5.2,5.0,127.2844724,79.0
Truck 8,5-Aug-16,02.05.24.000000000 PM,264.0,231.0,541.0,431.0,3.5,1910.0,946.0,4.9,5.0,115.9282369,83.0
Truck 8,5-Aug-16,03.15.53.000000000 PM,207.5,210.0,212.0,430.0,1.7,83.0,594.0,3.3,5.0,101.7329426,104.0
Truck 8,5-Aug-16,03.42.27.000000000 PM,210.6,143.0,518.0,526.0,3.3,1548.0,507.0,1.7,3.0,76.65458931,77.0
Truck 8,5-Aug-16,04.38.42.000000000 PM,216.7,118.0,630.0,403.0,2.5,1383.0,979.0,4.3,3.0,167.5044729,99.0
Truck 8,5-Aug-16,05.39.44.000000000 PM,126.5,213.0,18.0,455.0,2.4,977.0,918.0,4.1,4.0,163.7190611,82.0
Truck 8,5-Aug-16,06.24.35.000000000 PM,189.2,118.0,409.0,733.0,4.0,129.0,970.0,5.6,4.0,147.1578844,99.0
Truck 8,5-Aug-16,07.05.34.000000000 PM,229.7,161.0,1032.0,591.0,5.4,76.0,725.0,5.1,5.0,140.5334137,108.0
Truck 8,5-Aug-16,08.26.10.000000000 PM,230.2,145.0,1269.0,787.0,4.8,47.0,974.0,5.2,4.0,176.494826,147.0
Truck 8,5-Aug-16,09.22.07.000000000 PM,338.5,164.0,418.0,1156.0,8.6,52.0,1115.0,5.4,4.0,199.2072969,169.0
Truck 8,5-Aug-16,10.12.34.000000000 PM,335.7,249.0,374.0,744.0,4.8,77.0,725.0,3.6,5.0,125.3917665,92.0
Truck 8,5-Aug-16,10.50.15.000000000 PM,252.5,152.0,161.0,593.0,5.2,75.0,817.0,3.5,3.0,167.5044729,104.0
Truck 8,5-Aug-16,11.59.39.000000000 PM,313.1,143.0,55.0,313.0,1.9,64.0,711.0,5.1,4.0,93.21576601,82.0
Truck 8,6-Aug-16,12.22.01.000000000 AM,276.8,179.0,50.0,640.0,5.4,64.0,948.0,5.2,5.0,149.9969433,98.0
Truck 8,6-Aug-16,12.54.43.000000000 AM,210.5,184.0,11.0,499.0,4.0,62.0,643.0,2.8,5.0,104.098825,54.0
Truck 8,6-Aug-16,01.18.59.000000000 AM,265.5,117.0,397.0,531.0,3.8,444.0,800.0,3.6,4.0,154.2555316,101.0
Truck 8,6-Aug-16,01.58.45.000000000 AM,318.2,166.0,427.0,419.0,2.2,65.0,1005.0,5.6,4.0,162.7727082,86.0
Truck 8,6-Aug-16,02.34.57.000000000 AM,303.2,94.0,144.0,866.0,7.2,2231.0,839.0,3.8,3.0,181.2265908,112.0
Truck 8,6-Aug-16,04.29.25.000000000 AM,340.7,167.0,2002.0,534.0,3.6,799.0,934.0,3.8,4.0,176.9680025,87.0
Truck 8,6-Aug-16,05.46.26.000000000 AM,278.7,146.0,455.0,392.0,1.7,231.0,782.0,5.1,3.0,95.5816484,84.0
Truck 8,6-Aug-16,06.21.15.000000000 AM,304.3,133.0,162.0,736.0,5.2,74.0,757.0,5.1,3.0,118.2941193,84.0
Truck 8,6-Aug-16,06.53.37.000000000 AM,314.6,106.0,8.0,658.0,5.2,58.0,814.0,5.1,3.0,117.8209428,87.0
Truck 8,6-Aug-16,07.22.12.000000000 AM,318.9,160.0,191.0,810.0,5.2,54.0,852.0,5.1,4.0,125.3917665,115.0
Truck 8,6-Aug-16,07.58.06.000000000 AM,329.2,128.0,11.0,661.0,5.2,2606.0,800.0,5.1,3.0,139.1138843,98.0
Truck 8,6-Aug-16,09.11.09.000000000 AM,339.8,108.0,54.0,700.0,5.2,485.0,753.0,5.1,4.0,121.6063546,99.0
Truck 8,6-Aug-16,09.47.39.000000000 AM,277.4,130.0,2198.0,724.0,5.4,68.0,783.0,5.2,3.0,146.6847079,97.0
Truck 8,6-Aug-16,10.55.26.000000000 AM,167.1,156.0,1411.0,740.0,5.4,1277.0,1622.0,8.1,3.0,218.6075325,140.0
Truck 8,6-Aug-16,03.43.39.000000000 PM,211.3,206.0,35.0,469.0,3.5,229.0,711.0,2.5,4.0,63.40564795,83.0
Truck 8,6-Aug-16,04.12.16.000000000 PM,217.6,154.0,372.0,530.0,2.5,374.0,981.0,4.4,3.0,164.1922376,129.0
Truck 8,6-Aug-16,04.54.07.000000000 PM,198.8,176.0,99.0,719.0,4.1,437.0,582.0,2.4,4.0,113.0891781,93.0
Truck 8,6-Aug-16,06.55.12.000000000 PM,337.4,242.0,64.0,658.0,4.0,188.0,923.0,5.6,4.0,146.2115315,134.0
Truck 8,6-Aug-16,08.17.33.000000000 PM,339.5,113.0,1197.0,576.0,4.1,339.0,600.0,2.4,4.0,129.1771783,94.0
Truck 8,6-Aug-16,09.06.38.000000000 PM,260.6,219.0,308.0,258.0,1.2,94.0,903.0,4.8,4.0,130.1235312,98.0
Truck 8,6-Aug-16,09.37.36.000000000 PM,344.2,111.0,867.0,710.0,4.1,459.0,666.0,2.7,3.0,132.0162371,79.0
Truck 8,6-Aug-16,10.26.29.000000000 PM,309.0,118.0,334.0,411.0,3.5,47.0,1224.0,6.5,3.0,223.8124737,115.0
Truck 8,6-Aug-16,11.03.33.000000000 PM,302.3,197.0,333.0,714.0,6.8,1977.0,392.0,2.5,5.0,118.2941193,100.0
Truck 8,7-Aug-16,12.06.16.000000000 AM,333.3,111.0,58.0,544.0,3.0,734.0,632.0,2.7,4.0,126.8112959,110.0
Truck 8,7-Aug-16,12.42.22.000000000 AM,326.5,375.0,25.0,279.0,1.6,47.0,789.0,4.3,4.0,123.0258841,71.0
Truck 8,7-Aug-16,01.08.42.000000000 AM,331.1,172.0,2545.0,744.0,4.9,74.0,874.0,5.6,5.0,168.4508259,123.0
Truck 8,7-Aug-16,02.25.19.000000000 AM,312.3,117.0,362.0,814.0,6.2,180.0,802.0,3.5,4.0,172.7094142,128.0
Truck 8,7-Aug-16,03.04.50.000000000 AM,329.7,177.0,123.0,413.0,2.0,61.0,948.0,4.3,5.0,114.035531,127.0
Truck 8,7-Aug-16,04.30.32.000000000 AM,347.4,131.0,971.0,577.0,1.9,264.0,1282.0,4.8,3.0,135.3284725,102.0
Truck 8,7-Aug-16,05.26.36.000000000 AM,325.4,157.0,69.0,1308.0,6.0,138.0,882.0,3.6,4.0,178.8607084,79.0
Truck 8,7-Aug-16,06.11.00.000000000 AM,293.3,104.0,579.0,901.0,4.4,199.0,1126.0,4.4,4.0,167.0312965,99.0
Truck 8,7-Aug-16,07.01.35.000000000 AM,334.1,151.0,1689.0,819.0,4.0,1420.0,822.0,3.5,4.0,176.494826,79.0
Truck 8,7-Aug-16,10.05.53.000000000 AM,218.4,152.0,95.0,457.0,1.7,50.0,1000.0,5.1,3.0,100.3134132,68.0
Truck 8,7-Aug-16,10.36.24.000000000 AM,292.4,116.0,146.0,982.0,5.7,2164.0,674.0,2.4,4.0,144.792002,87.0
Truck 8,7-Aug-16,12.32.22.000000000 PM,219.6,217.0,1127.0,617.0,3.8,572.0,606.0,2.4,4.0,127.2844724,76.0
Truck 8,7-Aug-16,01.26.56.000000000 PM,179.8,112.0,862.0,442.0,2.4,88.0,586.0,2.5,3.0,111.1964721,68.0
Truck 8,7-Aug-16,02.03.14.000000000 PM,282.5,178.0,574.0,472.0,2.4,196.0,445.0,2.4,4.0,67.66423624,70.0
Truck 8,7-Aug-16,02.35.40.000000000 PM,222.2,199.0,33.0,410.0,2.4,358.0,450.0,2.4,5.0,63.40564795,48.0
Truck 8,7-Aug-16,03.00.50.000000000 PM,245.2,168.0,75.0,365.0,2.2,336.0,773.0,3.2,3.0,141.9529432,84.0
Truck 8,7-Aug-16,03.30.41.000000000 PM,315.5,291.0,17.0,430.0,3.0,368.0,692.0,3.0,4.0,117.8209428,60.0
Truck 8,7-Aug-16,04.01.54.000000000 PM,318.5,126.0,71.0,505.0,3.3,1818.0,1575.0,7.0,3.0,225.7051796,136.0
Truck 8,7-Aug-16,05.13.03.000000000 PM,218.8,114.0,1345.0,911.0,5.9,872.0,899.0,3.8,4.0,194.0023557,93.0
Truck 8,7-Aug-16,06.24.59.000000000 PM,333.1,251.0,82.0,503.0,3.8,448.0,1127.0,5.1,4.0,156.621414,98.0
Truck 8,7-Aug-16,07.06.53.000000000 PM,290.1,99.0,552.0,589.0,2.5,44.0,637.0,4.9,3.0,113.5623545,106.0
Truck 8,7-Aug-16,08.28.19.000000000 PM,298.2,157.0,361.0,454.0,3.6,117.0,816.0,3.6,3.0,153.7823551,105.0
Truck 8,7-Aug-16,09.01.26.000000000 PM,333.2,118.0,507.0,555.0,3.8,56.0,908.0,3.6,3.0,157.0945904,75.0
Truck 8,7-Aug-16,09.38.42.000000000 PM,339.1,156.0,1081.0,630.0,5.1,53.0,265.0,0.8,4.0,67.19105977,58.0
Truck 8,7-Aug-16,10.16.38.000000000 PM,341.5,171.0,694.0,777.0,5.1,758.0,968.0,4.3,5.0,192.5828262,146.0
Truck 8,7-Aug-16,11.15.07.000000000 PM,286.2,286.0,538.0,468.0,3.2,135.0,1018.0,5.7,5.0,140.5334137,115.0
Truck 8,7-Aug-16,11.57.39.000000000 PM,336.6,130.0,354.0,886.0,6.0,208.0,866.0,3.6,4.0,176.9680025,125.0
Truck 8,8-Aug-16,12.40.06.000000000 AM,362.9,173.0,56.0,606.0,3.3,677.0,713.0,2.4,4.0,120.6600017,98.0
Truck 8,8-Aug-16,02.35.48.000000000 AM,302.6,266.0,221.0,616.0,4.9,79.0,668.0,2.8,4.0,121.6063546,72.0
Truck 8,8-Aug-16,03.07.58.000000000 AM,310.9,92.0,156.0,500.0,3.3,1540.0,1002.0,3.8,3.0,161.3531787,87.0
Truck 8,8-Aug-16,05.06.01.000000000 AM,288.8,108.0,649.0,363.0,1.6,51.0,797.0,5.1,3.0,94.63529544,86.0
Truck 8,8-Aug-16,05.40.14.000000000 AM,306.2,125.0,16.0,894.0,5.7,810.0,692.0,2.7,4.0,128.7040018,105.0
Truck 8,8-Aug-16,06.24.18.000000000 AM,340.9,143.0,220.0,398.0,1.2,74.0,510.0,2.4,5.0,54.88847136,60.0
Truck 8,8-Aug-16,06.47.38.000000000 AM,262.1,87.0,11.0,457.0,2.7,89.0,645.0,2.7,3.0,102.6792956,61.0
Truck 8,8-Aug-16,07.10.02.000000000 AM,329.3,350.0,167.0,288.0,0.9,61.0,949.0,4.9,4.0,124.4454135,64.0
Truck 8,8-Aug-16,07.41.33.000000000 AM,9.3,40.0,9.0,79.0,0.1,3114.0,1296.0,6.4,1.0,94.63529544,95.0
Truck 8,8-Aug-16,09.00.21.000000000 AM,321.9,142.0,228.0,515.0,1.6,255.0,874.0,3.2,4.0,109.3037662,58.0
Truck 8,8-Aug-16,09.35.21.000000000 AM,272.1,111.0,15.0,591.0,3.3,696.0,861.0,3.6,4.0,139.1138843,88.0
Truck 8,8-Aug-16,10.14.50.000000000 AM,307.2,105.0,1153.0,557.0,2.4,60.0,842.0,4.9,3.0,126.3381194,65.0
Truck 8,8-Aug-16,11.02.03.000000000 AM,291.5,277.0,319.0,740.0,4.8,53.0,851.0,4.9,4.0,136.2748254,71.0
Truck 8,8-Aug-16,11.40.58.000000000 AM,235.1,136.0,15.0,610.0,4.8,765.0,215.0,0.6,3.0,50.62988306,62.0
Truck 8,8-Aug-16,01.45.58.000000000 PM,329.0,144.0,224.0,370.0,1.4,643.0,253.0,0.9,4.0,40.22000056,64.0
Truck 8,8-Aug-16,02.14.20.000000000 PM,301.2,197.0,40.0,283.0,0.9,251.0,300.0,0.9,6.0,31.2296475,44.0
Truck 8,8-Aug-16,02.32.57.000000000 PM,295.6,124.0,31.0,465.0,2.2,965.0,861.0,3.6,3.0,153.7823551,53.0
Truck 8,8-Aug-16,03.15.25.000000000 PM,286.3,157.0,104.0,705.0,3.8,188.0,966.0,3.8,4.0,151.8896492,80.0
Truck 8,8-Aug-16,03.52.15.000000000 PM,262.5,120.0,50.0,509.0,2.2,56.0,983.0,4.9,3.0,122.0795311,65.0
Truck 8,8-Aug-16,04.22.04.000000000 PM,326.4,184.0,328.0,668.0,4.3,80.0,694.0,3.0,5.0,111.1964721,54.0
Truck 8,8-Aug-16,04.56.01.000000000 PM,306.4,132.0,143.0,747.0,3.6,2022.0,1101.0,4.4,4.0,197.7877675,93.0
Truck 8,8-Aug-16,06.30.54.000000000 PM,313.5,159.0,166.0,802.0,4.0,1073.0,752.0,2.5,3.0,124.4454135,55.0
Truck 8,8-Aug-16,07.22.14.000000000 PM,298.1,298.0,430.0,521.0,2.5,1253.0,1351.0,5.9,8.0,172.7094142,123.0
Truck 8,8-Aug-16,09.00.53.000000000 PM,40.9,93.0,0.0,0.0,0.0,719.0,1438.0,6.2,1.0,118.2941193,82.0
Truck 8,8-Aug-16,09.39.59.000000000 PM,322.7,118.0,13.0,320.0,0.9,222.0,533.0,2.4,4.0,48.73717715,48.0
Truck 8,8-Aug-16,10.00.56.000000000 PM,275.1,159.0,90.0,272.0,0.9,80.0,936.0,4.9,4.0,115.4550604,64.0
Truck 8,8-Aug-16,10.27.39.000000000 PM,259.7,172.0,40.0,771.0,4.8,184.0,990.0,4.9,4.0,138.6407078,80.0
Truck 8,8-Aug-16,11.05.05.000000000 PM,300.6,174.0,553.0,944.0,4.3,81.0,755.0,3.5,4.0,124.4454135,106.0
Truck 8,8-Aug-16,11.48.38.000000000 PM,277.6,128.0,23.0,1056.0,3.8,152.0,708.0,2.5,4.0,128.7040018,54.0
Truck 8,9-Aug-16,12.24.32.000000000 AM,331.7,148.0,177.0,815.0,2.2,268.0,888.0,2.7,5.0,170.3435318,48.0
Truck 8,9-Aug-16,01.04.24.000000000 AM,349.7,175.0,163.0,251.0,0.9,86.0,596.0,2.8,4.0,97.47435431,45.0
Truck 8,9-Aug-16,01.26.29.000000000 AM,239.5,158.0,2113.0,984.0,2.5,710.0,977.0,3.6,3.0,215.2952971,70.0
Truck 8,9-Aug-16,02.52.19.000000000 AM,299.2,134.0,12.0,934.0,3.8,850.0,715.0,2.5,3.0,127.2844724,57.0
Truck 8,9-Aug-16,03.38.16.000000000 AM,252.1,178.0,15.0,605.0,2.2,1558.0,1076.0,4.3,4.0,179.3338849,69.0
Truck 8,9-Aug-16,05.00.20.000000000 AM,283.6,150.0,55.0,974.0,3.8,213.0,1031.0,3.8,4.0,181.6997673,89.0
Truck 8,9-Aug-16,05.42.24.000000000 AM,347.3,173.0,34.0,483.0,2.0,90.0,948.0,4.9,5.0,123.4990606,75.0
Truck 8,9-Aug-16,06.12.24.000000000 AM,324.8,156.0,97.0,633.0,4.0,74.0,531.0,2.4,5.0,66.24470681,68.0
Truck 8,9-Aug-16,06.38.18.000000000 AM,223.2,162.0,344.0,177.0,0.4,93.0,888.0,5.1,3.0,96.05482488,55.0
Truck 8,9-Aug-16,07.07.13.000000000 AM,308.4,122.0,48.0,1061.0,6.7,1596.0,1242.0,5.1,3.0,225.7051796,84.0
Truck 8,9-Aug-16,09.29.01.000000000 AM,166.5,177.0,268.0,868.0,5.2,1007.0,1162.0,5.1,4.0,206.3049441,76.0
Truck 8,9-Aug-16,10.29.29.000000000 AM,241.2,177.0,125.0,887.0,3.0,360.0,878.0,3.6,3.0,160.8800023,58.0
Truck 8,9-Aug-16,11.11.38.000000000 AM,233.1,432.0,47.0,759.0,3.3,70.0,1263.0,7.2,4.0,201.5731793,106.0
Truck 8,9-Aug-16,12.36.26.000000000 PM,112.3,174.0,252.0,761.0,3.2,49.0,1163.0,6.0,4.0,181.2265908,101.0
Truck 8,9-Aug-16,01.18.09.000000000 PM,199.9,205.0,425.0,830.0,5.7,158.0,916.0,4.0,5.0,183.5924732,113.0
Truck 8,9-Aug-16,02.02.10.000000000 PM,191.6,187.0,453.0,525.0,2.7,627.0,457.0,2.0,4.0,88.95717772,83.0
Truck 8,9-Aug-16,02.41.14.000000000 PM,197.6,155.0,311.0,396.0,2.2,68.0,670.0,5.1,4.0,98.89388374,90.0
Truck 8,9-Aug-16,03.09.00.000000000 PM,231.6,110.0,32.0,646.0,5.2,75.0,1054.0,7.3,3.0,166.55812,116.0
Truck 8,9-Aug-16,03.42.20.000000000 PM,264.2,342.0,136.0,813.0,5.4,963.0,834.0,3.3,4.0,175.0752966,85.0
Truck 8,9-Aug-16,04.36.02.000000000 PM,288.1,318.0,424.0,493.0,3.2,320.0,916.0,4.0,4.0,163.2458846,95.0
Truck 8,9-Aug-16,05.18.59.000000000 PM,235.7,88.0,2036.0,672.0,4.0,336.0,388.0,2.4,3.0,86.59129533,88.0
Truck 8,9-Aug-16,06.20.09.000000000 PM,271.3,92.0,486.0,451.0,2.2,47.0,395.0,2.4,3.0,68.13741272,84.0
Truck 8,9-Aug-16,06.45.43.000000000 PM,280.6,171.0,10.0,88.0,0.3,76.0,726.0,5.1,4.0,96.05482488,68.0
Truck 8,9-Aug-16,07.04.21.000000000 PM,301.2,124.0,794.0,961.0,6.8,3475.0,1923.0,8.6,3.0,317.5014162,159.0
Truck 8,9-Aug-16,10.26.07.000000000 PM,280.8,145.0,366.0,657.0,2.7,76.0,804.0,3.3,3.0,148.1042374,73.0
Truck 8,9-Aug-16,11.01.41.000000000 PM,313.8,97.0,228.0,728.0,4.1,233.0,1145.0,5.2,3.0,193.0560027,88.0
Truck 8,9-Aug-16,11.43.58.000000000 PM,220.6,169.0,1480.0,747.0,3.8,205.0,751.0,3.2,3.0,142.4261196,97.0
Truck 8,10-Aug-16,01.20.41.000000000 AM,262.1,99.0,2148.0,821.0,4.1,99.0,605.0,2.7,4.0,109.7769427,76.0
Truck 8,10-Aug-16,02.26.16.000000000 AM,208.3,202.0,299.0,299.0,0.8,2427.0,588.0,2.0,5.0,97.00117783,75.0
Truck 8,10-Aug-16,03.32.30.000000000 AM,205.4,106.0,39.0,376.0,1.7,84.0,775.0,5.1,3.0,95.5816484,87.0
Truck 8,10-Aug-16,04.35.34.000000000 AM,255.4,90.0,669.0,402.0,2.7,675.0,1018.0,5.6,3.0,165.1385906,67.0
Truck 8,10-Aug-16,05.25.08.000000000 AM,268.7,107.0,13.0,731.0,5.1,98.0,970.0,4.1,3.0,175.0752966,67.0
Truck 8,10-Aug-16,05.58.29.000000000 AM,317.0,370.0,36.0,626.0,3.8,568.0,1414.0,6.2,4.0,199.6804734,108.0
Truck 8,10-Aug-16,03.44.43.000000000 PM,266.6,253.0,247.0,767.0,4.3,61.0,506.0,2.4,6.0,88.01082476,127.0
Truck 8,10-Aug-16,04.16.35.000000000 PM,286.2,161.0,86.0,281.0,1.2,70.0,901.0,4.4,5.0,128.7040018,70.0
Truck 8,10-Aug-16,04.42.37.000000000 PM,249.5,150.0,174.0,996.0,6.0,82.0,756.0,3.0,4.0,102.2061191,114.0
Truck 8,10-Aug-16,05.20.09.000000000 PM,253.2,106.0,4.0,186.0,0.8,2060.0,1230.0,5.4,2.0,228.071062,64.0
Truck 8,10-Aug-16,06.22.26.000000000 PM,183.6,121.0,1094.0,404.0,1.9,65.0,744.0,5.4,2.0,109.7769427,108.0
Truck 8,10-Aug-16,07.04.38.000000000 PM,245.2,232.0,775.0,822.0,5.7,67.0,668.0,3.0,4.0,100.3134132,76.0
Truck 8,10-Aug-16,08.30.19.000000000 PM,8.2,170.0,655.0,14.0,0.0,488.0,1757.0,9.2,1.0,193.0560027,95.0
Truck 8,10-Aug-16,09.23.55.000000000 PM,286.1,166.0,214.0,755.0,5.6,126.0,433.0,2.5,4.0,111.1964721,108.0
Truck 8,10-Aug-16,09.53.21.000000000 PM,174.6,184.0,150.0,213.0,0.8,144.0,1027.0,5.7,4.0,173.1825907,84.0
Truck 8,10-Aug-16,10.23.13.000000000 PM,192.2,380.0,50.0,578.0,4.8,232.0,486.0,2.2,3.0,71.92282454,112.0
Truck 8,10-Aug-16,10.53.12.000000000 PM,224.6,122.0,14.0,176.0,0.9,736.0,1156.0,5.2,3.0,142.8992961,90.0
Truck 8,11-Aug-16,04.27.07.000000000 PM,136.7,225.0,81.0,490.0,3.6,656.0,842.0,4.8,4.0,126.8112959,128.0
Truck 8,11-Aug-16,05.57.11.000000000 PM,254.0,150.0,367.0,1021.0,3.3,70.0,1211.0,6.0,3.0,201.1000028,148.0
Truck 8,11-Aug-16,06.46.13.000000000 PM,170.9,106.0,273.0,943.0,6.5,96.0,1129.0,5.4,3.0,220.9734149,105.0
Truck 8,11-Aug-16,07.30.29.000000000 PM,302.9,108.0,37.0,746.0,4.9,830.0,1534.0,6.4,3.0,247.9444741,133.0
Truck 8,11-Aug-16,08.47.20.000000000 PM,206.2,561.0,151.0,1059.0,4.8,1677.0,2246.0,9.9,4.0,344.9456519,126.0
Truck 8,11-Aug-16,10.26.16.000000000 PM,194.7,91.0,70.0,1196.0,5.6,181.0,824.0,3.3,3.0,185.4851791,100.0
