MACH_SER_NO,OCUR_TS Date,OCUR_TS Time,PAYLD_WT,LD_TM,EMTY_STOP_TM,EMTY_TRAV_TM,EMTY_TRAV_DSTNC,LD_STOP_TM,LD_TRAV_TM,LD_TRAV_DSTNC,LD_PASS_CT,FUEL_USED_IN_CYC,SHFT_CT
Truck 10,27-Jul-16,10.58.34.000000000 AM,283.6,129.0,275.0,725.0,5.2,1131.0,1252.0,5.6,4.0,203.9390617,64.0
Truck 10,27-Jul-16,12.33.00.000000000 PM,356.9,167.0,380.0,669.0,5.4,76.0,864.0,3.6,4.0,162.2995317,67.0
Truck 10,27-Jul-16,01.10.29.000000000 PM,356.9,124.0,9.0,397.0,2.4,218.0,566.0,2.4,3.0,101.7329426,41.0
Truck 10,27-Jul-16,01.33.16.000000000 PM,367.4,367.0,275.0,359.0,1.6,62.0,898.0,5.9,4.0,118.2941193,79.0
Truck 10,27-Jul-16,02.07.21.000000000 PM,322.9,95.0,54.0,621.0,5.7,61.0,531.0,2.2,3.0,111.6696486,44.0
Truck 10,27-Jul-16,02.31.02.000000000 PM,366.1,139.0,41.0,238.0,1.1,55.0,753.0,4.1,4.0,108.3574133,59.0
Truck 10,27-Jul-16,02.52.21.000000000 PM,353.7,189.0,896.0,703.0,5.1,150.0,215.0,0.9,4.0,59.14705965,74.0
Truck 10,27-Jul-16,03.29.42.000000000 PM,365.0,137.0,3.0,114.0,0.4,160.0,623.0,3.0,4.0,83.27905999,35.0
Truck 10,27-Jul-16,04.19.08.000000000 PM,330.7,142.0,138.0,455.0,3.3,1185.0,762.0,3.6,4.0,143.8456491,82.0
Truck 10,9-Aug-16,07.45.33.000000000 AM,382.2,139.0,3461.0,553.0,2.8,54.0,385.0,1.7,4.0,81.38635408,69.0
Truck 10,9-Aug-16,09.05.17.000000000 AM,374.1,123.0,426.0,644.0,3.2,892.0,1223.0,5.4,4.0,220.5002384,96.0
Truck 10,9-Aug-16,10.02.42.000000000 AM,357.5,117.0,22.0,710.0,4.3,418.0,824.0,3.3,4.0,155.675061,71.0
Truck 10,9-Aug-16,11.16.57.000000000 AM,366.5,140.0,106.0,576.0,4.0,683.0,838.0,3.8,4.0,160.8800023,81.0
Truck 10,9-Aug-16,12.35.29.000000000 PM,342.6,270.0,337.0,643.0,4.1,528.0,666.0,2.7,5.0,123.4990606,93.0
Truck 10,9-Aug-16,01.17.57.000000000 PM,371.3,116.0,16.0,222.0,0.9,64.0,795.0,3.6,4.0,105.5183544,63.0
Truck 10,9-Aug-16,01.39.00.000000000 PM,350.1,246.0,10.0,426.0,1.9,171.0,925.0,4.6,4.0,115.4550604,129.0
Truck 10,9-Aug-16,02.09.52.000000000 PM,375.6,136.0,32.0,505.0,2.5,86.0,923.0,4.9,4.0,138.6407078,103.0
Truck 10,9-Aug-16,02.39.07.000000000 PM,367.5,132.0,769.0,732.0,4.6,1437.0,1294.0,8.1,4.0,190.6901203,174.0
Truck 10,9-Aug-16,03.54.57.000000000 PM,396.0,127.0,715.0,840.0,5.9,178.0,904.0,3.8,4.0,184.5388261,124.0
Truck 10,9-Aug-16,04.43.01.000000000 PM,322.6,174.0,1084.0,742.0,4.6,145.0,967.0,4.1,5.0,175.5484731,99.0
Truck 10,9-Aug-16,05.37.06.000000000 PM,412.0,125.0,2697.0,857.0,6.4,289.0,446.0,2.4,4.0,119.7136487,113.0
Truck 10,9-Aug-16,06.53.46.000000000 PM,344.5,139.0,6.0,348.0,2.4,873.0,885.0,3.8,4.0,154.2555316,78.0
Truck 2,25-Jul-16,07.42.12.000000000 PM,347.1,115.0,25.0,573.0,3.6,2196.0,849.0,4.0,4.0,132.4894136,69.0
Truck 2,25-Jul-16,08.47.29.000000000 PM,367.0,116.0,38.0,486.0,3.0,85.0,869.0,4.4,4.0,131.0698842,73.0
Truck 2,25-Jul-16,09.15.09.000000000 PM,376.2,167.0,28.0,800.0,4.6,56.0,869.0,4.6,5.0,136.7480019,66.0
Truck 2,25-Jul-16,09.48.31.000000000 PM,352.9,120.0,180.0,1265.0,7.6,1113.0,699.0,2.8,4.0,148.1042374,110.0
Truck 2,26-Jul-16,01.44.30.000000000 AM,407.8,202.0,695.0,800.0,4.8,84.0,1290.0,7.5,5.0,227.1247091,197.0
Truck 2,26-Jul-16,02.37.51.000000000 AM,345.0,132.0,47.0,820.0,5.9,1609.0,891.0,4.4,4.0,149.9969433,96.0
Truck 2,26-Jul-16,03.38.35.000000000 AM,317.7,183.0,251.0,532.0,3.0,69.0,1180.0,6.8,5.0,183.5924732,97.0
Truck 2,26-Jul-16,04.17.04.000000000 AM,370.3,168.0,59.0,812.0,5.2,259.0,1154.0,8.0,4.0,149.0505903,171.0
Truck 2,26-Jul-16,04.59.39.000000000 AM,343.0,207.0,363.0,728.0,5.4,67.0,1127.0,6.7,5.0,193.5291792,106.0
Truck 2,26-Jul-16,05.42.57.000000000 AM,358.8,217.0,264.0,884.0,6.7,87.0,1114.0,6.8,5.0,207.251297,138.0
Truck 2,26-Jul-16,07.18.37.000000000 AM,406.1,247.0,496.0,463.0,3.2,100.0,696.0,3.5,5.0,120.1868252,92.0
Truck 2,26-Jul-16,07.53.24.000000000 AM,360.5,177.0,191.0,678.0,4.8,327.0,743.0,3.2,4.0,129.1771783,102.0
Truck 2,26-Jul-16,08.30.09.000000000 AM,350.2,141.0,191.0,435.0,2.4,120.0,722.0,3.0,4.0,123.972237,94.0
Truck 2,26-Jul-16,08.58.08.000000000 AM,339.0,346.0,39.0,390.0,2.7,62.0,1018.0,6.2,4.0,174.1289436,108.0
Truck 2,26-Jul-16,09.30.20.000000000 AM,362.2,168.0,1043.0,711.0,5.1,700.0,1072.0,6.0,5.0,140.0602373,129.0
Truck 2,26-Jul-16,10.34.29.000000000 AM,381.6,228.0,215.0,700.0,5.9,2015.0,965.0,4.6,5.0,165.1385906,124.0
Truck 2,26-Jul-16,11.46.02.000000000 AM,341.3,132.0,92.0,660.0,4.6,494.0,1295.0,5.6,4.0,214.3489442,114.0
Truck 2,26-Jul-16,12.32.27.000000000 PM,324.8,184.0,125.0,338.0,1.6,199.0,409.0,2.2,4.0,68.13741272,89.0
Truck 2,26-Jul-16,12.54.09.000000000 PM,351.9,142.0,258.0,617.0,4.0,130.0,675.0,3.5,4.0,114.5087075,78.0
Truck 2,26-Jul-16,01.25.47.000000000 PM,344.7,172.0,251.0,571.0,3.5,270.0,668.0,3.5,4.0,107.8842368,70.0
Truck 2,26-Jul-16,01.59.21.000000000 PM,365.7,121.0,1069.0,660.0,4.4,7401.0,1397.0,5.2,4.0,249.83718,135.0
Truck 2,27-Jul-16,05.12.43.000000000 AM,368.4,141.0,1009.0,1002.0,4.8,66.0,670.0,2.5,4.0,129.1771783,68.0
Truck 2,27-Jul-16,06.02.51.000000000 AM,358.8,195.0,690.0,622.0,2.4,604.0,1167.0,4.4,5.0,174.1289436,63.0
Truck 2,27-Jul-16,03.33.24.000000000 PM,364.9,123.0,1017.0,961.0,7.3,60.0,1310.0,7.6,4.0,235.1687092,190.0
Truck 2,27-Jul-16,04.33.40.000000000 PM,387.5,153.0,387.0,706.0,6.0,154.0,1331.0,7.8,4.0,218.6075325,157.0
Truck 2,27-Jul-16,05.21.07.000000000 PM,343.5,156.0,697.0,796.0,5.7,377.0,659.0,2.5,5.0,132.9625901,80.0
Truck 2,27-Jul-16,06.07.45.000000000 PM,352.9,178.0,8.0,238.0,1.4,632.0,432.0,2.2,5.0,60.09341261,44.0
Truck 2,27-Jul-16,06.33.37.000000000 PM,375.8,165.0,15.0,144.0,0.4,82.0,628.0,2.8,5.0,83.27905999,58.0
Truck 2,27-Jul-16,06.51.34.000000000 PM,299.3,171.0,107.0,755.0,4.4,801.0,703.0,3.0,4.0,127.2844724,94.0
Truck 2,27-Jul-16,07.35.38.000000000 PM,361.1,160.0,24.0,341.0,1.7,51.0,1068.0,6.2,4.0,134.855296,97.0
Truck 2,27-Jul-16,08.04.10.000000000 PM,374.3,322.0,1761.0,1486.0,10.0,58.0,855.0,4.8,4.0,211.0367088,134.0
Truck 2,27-Jul-16,09.22.02.000000000 PM,365.2,254.0,723.0,656.0,4.4,57.0,664.0,3.5,6.0,112.6160016,80.0
Truck 2,27-Jul-16,10.02.56.000000000 PM,339.2,261.0,397.0,569.0,3.5,56.0,616.0,3.5,4.0,106.4647074,77.0
Truck 2,27-Jul-16,11.59.48.000000000 PM,359.4,398.0,299.0,818.0,3.6,64.0,628.0,2.8,4.0,118.2941193,108.0
Truck 2,28-Jul-16,12.38.07.000000000 AM,343.4,153.0,410.0,712.0,4.4,63.0,1001.0,6.0,4.0,137.2211784,90.0
Truck 2,28-Jul-16,01.18.44.000000000 AM,361.8,134.0,285.0,909.0,5.7,986.0,688.0,2.4,4.0,132.4894136,103.0
Truck 2,28-Jul-16,02.10.53.000000000 AM,330.7,204.0,15.0,622.0,3.5,233.0,1220.0,5.6,5.0,202.9927087,80.0
Truck 2,28-Jul-16,02.50.43.000000000 AM,371.9,193.0,2260.0,737.0,4.0,242.0,742.0,3.0,5.0,131.5430607,78.0
Truck 2,28-Jul-16,04.03.13.000000000 AM,370.8,239.0,222.0,681.0,3.0,68.0,956.0,3.6,6.0,145.2651785,123.0
Truck 2,28-Jul-16,04.40.50.000000000 AM,347.7,164.0,127.0,376.0,1.4,152.0,723.0,3.2,5.0,73.34235397,93.0
Truck 2,28-Jul-16,05.39.22.000000000 AM,371.5,208.0,434.0,436.0,1.9,109.0,100.0,0.1,4.0,30.28329454,45.0
Truck 2,28-Jul-16,06.01.42.000000000 AM,334.5,191.0,1189.0,238.0,0.6,56.0,578.0,2.8,4.0,87.06447181,68.0
Truck 2,28-Jul-16,07.49.28.000000000 AM,341.8,122.0,369.0,635.0,4.0,678.0,825.0,4.0,4.0,151.4164727,92.0
Truck 2,28-Jul-16,08.35.05.000000000 AM,347.5,120.0,84.0,706.0,4.1,748.0,918.0,4.3,4.0,158.5141199,95.0
Truck 2,28-Jul-16,09.19.48.000000000 AM,364.2,135.0,559.0,810.0,4.8,457.0,654.0,2.5,4.0,128.2308253,106.0
Truck 2,28-Jul-16,10.05.12.000000000 AM,372.2,145.0,75.0,290.0,1.4,720.0,443.0,2.8,4.0,65.29835386,76.0
Truck 2,28-Jul-16,10.34.17.000000000 AM,148.9,259.0,16.0,188.0,0.8,558.0,465.0,2.4,2.0,66.24470681,66.0
Truck 2,28-Jul-16,11.00.06.000000000 AM,332.9,364.0,2715.0,1009.0,5.4,266.0,520.0,2.4,4.0,132.4894136,143.0
Truck 2,28-Jul-16,12.24.47.000000000 PM,262.2,190.0,10.0,399.0,2.2,172.0,453.0,2.2,4.0,67.66423624,86.0
Truck 2,28-Jul-16,12.46.03.000000000 PM,333.9,131.0,730.0,812.0,4.9,422.0,596.0,2.8,4.0,117.8209428,103.0
Truck 2,28-Jul-16,01.32.46.000000000 PM,375.6,243.0,69.0,451.0,3.0,593.0,326.0,1.7,5.0,59.62023613,69.0
Truck 2,28-Jul-16,02.01.58.000000000 PM,391.4,136.0,14.0,227.0,1.1,639.0,657.0,3.0,4.0,94.63529544,52.0
Truck 2,28-Jul-16,03.18.41.000000000 PM,337.4,466.0,633.0,371.0,1.6,93.0,1259.0,6.8,5.0,189.7437674,61.0
Truck 2,28-Jul-16,04.07.42.000000000 PM,347.9,181.0,519.0,1092.0,6.7,107.0,1263.0,6.8,5.0,207.7244735,117.0
Truck 2,28-Jul-16,05.02.36.000000000 PM,335.6,176.0,691.0,963.0,6.0,65.0,539.0,2.2,5.0,95.5816484,85.0
Truck 2,28-Jul-16,05.44.54.000000000 PM,325.7,162.0,345.0,777.0,2.8,67.0,693.0,3.0,5.0,105.9915309,67.0
Truck 2,28-Jul-16,06.20.24.000000000 PM,288.5,133.0,374.0,616.0,2.8,106.0,589.0,3.0,4.0,98.42070726,78.0
Truck 2,28-Jul-16,06.51.58.000000000 PM,341.7,125.0,90.0,925.0,4.8,821.0,764.0,3.0,4.0,134.855296,91.0
Truck 2,28-Jul-16,07.39.17.000000000 PM,335.8,140.0,37.0,422.0,1.9,9186.0,1203.0,5.2,4.0,214.8221207,97.0
Truck 2,29-Jul-16,04.20.27.000000000 AM,337.0,121.0,51.0,618.0,3.6,362.0,701.0,2.8,4.0,114.035531,75.0
Truck 2,29-Jul-16,05.19.24.000000000 AM,352.1,283.0,507.0,873.0,4.1,1372.0,1148.0,5.4,4.0,167.0312965,147.0
Truck 2,29-Jul-16,03.41.31.000000000 PM,385.7,112.0,258.0,332.0,2.8,552.0,339.0,1.7,4.0,51.10305954,45.0
Truck 2,29-Jul-16,04.09.11.000000000 PM,352.6,282.0,32.0,307.0,1.7,66.0,314.0,1.7,3.0,51.10305954,47.0
Truck 2,30-Jul-16,08.11.15.000000000 AM,403.1,130.0,494.0,706.0,4.1,81.0,961.0,4.6,4.0,159.4604728,122.0
Truck 2,30-Jul-16,08.52.30.000000000 AM,363.9,151.0,117.0,617.0,4.1,101.0,844.0,4.3,5.0,135.801649,86.0
Truck 2,30-Jul-16,09.24.17.000000000 AM,397.4,370.0,172.0,709.0,4.6,282.0,461.0,2.0,6.0,69.55694215,96.0
Truck 2,30-Jul-16,09.58.55.000000000 AM,406.7,167.0,40.0,331.0,1.9,138.0,781.0,3.6,4.0,96.05482488,65.0
Truck 2,30-Jul-16,10.24.14.000000000 AM,376.2,211.0,52.0,776.0,3.8,78.0,684.0,3.0,4.0,127.7576489,113.0
Truck 2,30-Jul-16,10.55.30.000000000 AM,342.8,143.0,2437.0,1205.0,7.6,223.0,568.0,2.8,5.0,132.4894136,103.0
Truck 2,30-Jul-16,12.14.56.000000000 PM,360.0,169.0,675.0,693.0,3.6,81.0,633.0,3.0,5.0,124.91859,102.0
Truck 2,30-Jul-16,12.53.59.000000000 PM,371.4,119.0,851.0,817.0,4.3,61.0,803.0,3.5,4.0,136.7480019,83.0
Truck 2,30-Jul-16,01.39.58.000000000 PM,321.7,117.0,73.0,602.0,3.3,718.0,682.0,2.4,4.0,111.6696486,68.0
Truck 2,30-Jul-16,02.18.01.000000000 PM,323.1,117.0,41.0,408.0,3.0,1763.0,1080.0,4.4,4.0,172.7094142,94.0
Truck 2,30-Jul-16,03.39.23.000000000 PM,309.4,200.0,181.0,341.0,1.7,68.0,1173.0,6.7,5.0,175.0752966,108.0
Truck 2,30-Jul-16,04.13.27.000000000 PM,290.6,303.0,87.0,868.0,6.5,479.0,560.0,2.4,4.0,118.2941193,71.0
Truck 2,30-Jul-16,04.53.18.000000000 PM,321.1,193.0,127.0,520.0,3.0,61.0,650.0,3.2,5.0,101.7329426,103.0
Truck 2,30-Jul-16,05.20.14.000000000 PM,292.1,266.0,497.0,599.0,3.3,791.0,674.0,3.3,5.0,106.4647074,110.0
Truck 2,30-Jul-16,06.09.19.000000000 PM,352.2,152.0,431.0,724.0,4.8,805.0,779.0,3.0,4.0,143.3724726,106.0
Truck 2,30-Jul-16,06.59.31.000000000 PM,266.7,184.0,229.0,552.0,3.0,63.0,1055.0,6.0,4.0,168.4508259,113.0
Truck 2,30-Jul-16,08.09.15.000000000 PM,413.4,141.0,2416.0,1070.0,4.9,122.0,777.0,2.8,4.0,168.4508259,82.0
Truck 2,30-Jul-16,09.27.54.000000000 PM,362.7,146.0,121.0,709.0,2.5,175.0,1462.0,5.9,4.0,220.0270619,109.0
Truck 2,31-Jul-16,12.31.55.000000000 AM,366.2,169.0,335.0,889.0,4.6,63.0,964.0,4.8,5.0,147.1578844,46.0
Truck 2,31-Jul-16,01.13.56.000000000 AM,314.7,162.0,39.0,1148.0,6.2,72.0,1380.0,7.0,4.0,226.6515326,86.0
Truck 2,31-Jul-16,02.02.35.000000000 AM,345.7,161.0,281.0,1215.0,6.8,2595.0,1690.0,8.3,4.0,239.900474,98.0
Truck 2,31-Jul-16,03.45.42.000000000 AM,330.1,258.0,22.0,838.0,5.6,1295.0,1454.0,7.0,6.0,230.9101209,61.0
Truck 2,31-Jul-16,04.52.50.000000000 AM,361.9,172.0,362.0,1073.0,6.7,70.0,1377.0,7.3,4.0,199.2072969,68.0
Truck 2,31-Jul-16,05.45.51.000000000 AM,0.0,238.0,26.0,1031.0,5.9,344.0,828.0,3.2,1.0,134.855296,79.0
Truck 2,31-Jul-16,07.19.10.000000000 AM,356.3,201.0,1920.0,526.0,2.2,757.0,817.0,3.5,6.0,160.4068258,55.0
Truck 2,31-Jul-16,08.32.29.000000000 AM,361.4,364.0,22.0,457.0,2.4,77.0,566.0,3.0,4.0,89.4303542,54.0
Truck 2,31-Jul-16,08.58.19.000000000 AM,328.1,174.0,581.0,730.0,4.8,156.0,797.0,3.5,4.0,158.9872963,61.0
Truck 2,31-Jul-16,10.20.23.000000000 AM,332.9,209.0,1552.0,604.0,4.3,2372.0,876.0,3.8,5.0,179.3338849,63.0
Truck 2,31-Jul-16,11.57.47.000000000 AM,335.6,163.0,1542.0,752.0,5.1,143.0,891.0,4.1,5.0,178.3875319,76.0
Truck 2,31-Jul-16,12.58.24.000000000 PM,341.2,148.0,310.0,809.0,4.1,1397.0,874.0,3.6,5.0,167.5044729,93.0
Truck 2,31-Jul-16,01.59.52.000000000 PM,325.2,121.0,21.0,804.0,4.1,564.0,933.0,4.6,3.0,170.8167083,98.0
Truck 2,31-Jul-16,03.15.19.000000000 PM,380.3,152.0,1292.0,928.0,3.6,60.0,1162.0,6.0,4.0,202.0463558,108.0
Truck 2,31-Jul-16,04.17.47.000000000 PM,385.1,248.0,108.0,752.0,6.0,632.0,761.0,3.5,4.0,142.8992961,82.0
Truck 2,31-Jul-16,05.01.13.000000000 PM,357.0,296.0,133.0,482.0,3.0,310.0,510.0,2.2,4.0,73.34235397,58.0
Truck 2,31-Jul-16,05.31.16.000000000 PM,364.4,115.0,1449.0,757.0,3.2,2000.0,879.0,4.1,4.0,154.7287081,135.0
Truck 2,31-Jul-16,07.01.32.000000000 PM,346.5,269.0,105.0,959.0,5.7,457.0,909.0,4.1,6.0,208.19765,145.0
Truck 2,31-Jul-16,07.48.24.000000000 PM,356.8,135.0,3117.0,2004.0,10.0,178.0,1318.0,7.0,4.0,229.017415,209.0
Truck 2,31-Jul-16,09.45.43.000000000 PM,349.7,215.0,77.0,888.0,5.6,171.0,857.0,3.6,3.0,151.8896492,99.0
Truck 2,1-Aug-16,05.28.29.000000000 AM,337.9,135.0,1027.0,881.0,5.1,49.0,901.0,4.9,3.0,158.0409434,106.0
Truck 2,1-Aug-16,06.20.30.000000000 AM,370.7,211.0,80.0,702.0,4.8,679.0,729.0,3.6,5.0,98.42070726,121.0
Truck 2,1-Aug-16,07.32.39.000000000 AM,389.7,127.0,26.0,682.0,3.3,52.0,898.0,4.8,4.0,150.9432962,102.0
Truck 2,1-Aug-16,08.03.40.000000000 AM,325.7,112.0,114.0,729.0,4.8,71.0,989.0,4.8,4.0,143.3724726,88.0
Truck 2,1-Aug-16,08.38.40.000000000 AM,380.7,181.0,329.0,693.0,4.8,842.0,452.0,2.2,6.0,92.74258954,106.0
Truck 2,1-Aug-16,09.49.04.000000000 AM,358.9,126.0,193.0,478.0,2.7,55.0,657.0,3.2,4.0,107.4110603,96.0
Truck 2,1-Aug-16,10.15.19.000000000 AM,356.4,127.0,354.0,715.0,4.1,57.0,979.0,6.8,4.0,148.5774138,126.0
Truck 2,1-Aug-16,10.54.05.000000000 AM,336.2,135.0,2041.0,878.0,5.9,1786.0,1023.0,4.6,4.0,204.8854146,125.0
Truck 2,1-Aug-16,12.35.54.000000000 PM,317.0,152.0,15.0,385.0,2.0,58.0,585.0,3.2,4.0,95.5816484,70.0
Truck 2,1-Aug-16,12.56.40.000000000 PM,203.4,313.0,232.0,678.0,4.6,325.0,1037.0,5.1,2.0,156.1482375,137.0
Truck 2,1-Aug-16,01.41.35.000000000 PM,370.4,115.0,306.0,657.0,4.9,62.0,847.0,4.8,4.0,149.0505903,115.0
Truck 2,1-Aug-16,02.16.06.000000000 PM,400.1,114.0,238.0,875.0,5.1,871.0,1420.0,8.3,4.0,194.4755321,166.0
Truck 2,1-Aug-16,03.58.44.000000000 PM,367.1,123.0,467.0,1044.0,7.5,396.0,599.0,2.4,4.0,111.1964721,99.0
Truck 2,1-Aug-16,04.44.20.000000000 PM,67.0,83.0,106.0,373.0,1.2,668.0,1486.0,6.7,2.0,215.2952971,155.0
Truck 2,1-Aug-16,05.31.29.000000000 PM,363.0,116.0,543.0,681.0,4.8,172.0,550.0,2.4,4.0,71.92282454,76.0
Truck 2,1-Aug-16,06.07.18.000000000 PM,325.2,218.0,143.0,609.0,3.0,58.0,998.0,4.3,4.0,140.5334137,105.0
Truck 2,1-Aug-16,06.42.32.000000000 PM,363.2,171.0,825.0,654.0,4.0,254.0,531.0,2.2,5.0,87.53764829,67.0
Truck 2,1-Aug-16,07.24.51.000000000 PM,375.0,156.0,2728.0,648.0,2.8,73.0,932.0,3.8,4.0,144.3188256,101.0
Truck 2,1-Aug-16,08.43.39.000000000 PM,331.3,234.0,116.0,1023.0,4.8,1026.0,1112.0,4.6,4.0,189.7437674,97.0
Truck 2,1-Aug-16,09.44.36.000000000 PM,345.2,134.0,736.0,1009.0,4.4,1695.0,1186.0,4.4,4.0,200.6268263,114.0
Truck 2,2-Aug-16,12.08.35.000000000 AM,361.5,125.0,553.0,1073.0,4.4,1101.0,1274.0,4.6,4.0,194.9487086,57.0
Truck 2,2-Aug-16,01.20.12.000000000 AM,326.0,489.0,61.0,983.0,4.3,180.0,1005.0,4.0,5.0,145.738355,42.0
Truck 2,2-Aug-16,02.07.23.000000000 AM,345.9,305.0,280.0,727.0,2.5,1099.0,1110.0,4.4,4.0,166.55812,46.0
Truck 2,2-Aug-16,03.08.32.000000000 AM,361.8,202.0,322.0,909.0,4.6,84.0,1137.0,4.4,4.0,185.4851791,43.0
Truck 2,2-Aug-16,03.54.36.000000000 AM,388.8,122.0,1914.0,955.0,4.8,442.0,1184.0,4.4,4.0,199.2072969,48.0
Truck 2,2-Aug-16,05.14.47.000000000 AM,366.2,153.0,42.0,862.0,4.6,86.0,1104.0,4.4,4.0,186.431532,39.0
Truck 2,2-Aug-16,05.53.49.000000000 AM,394.9,123.0,51.0,812.0,4.6,275.0,1158.0,4.4,4.0,192.5828262,48.0
Truck 2,2-Aug-16,07.18.27.000000000 AM,379.8,122.0,924.0,822.0,4.0,1802.0,1218.0,4.6,4.0,199.6804734,115.0
Truck 2,2-Aug-16,08.43.22.000000000 AM,301.8,134.0,941.0,1411.0,8.9,218.0,479.0,2.4,4.0,155.2018845,99.0
Truck 2,2-Aug-16,09.38.36.000000000 AM,334.6,137.0,12.0,793.0,4.6,91.0,1134.0,5.1,3.0,146.2115315,112.0
Truck 2,2-Aug-16,10.16.15.000000000 AM,334.7,154.0,429.0,589.0,2.0,74.0,523.0,2.4,4.0,71.44964806,76.0
Truck 2,2-Aug-16,10.46.59.000000000 AM,386.6,158.0,3221.0,1418.0,8.0,1323.0,702.0,3.0,5.0,131.5430607,122.0
Truck 2,2-Aug-16,12.45.27.000000000 PM,338.1,199.0,88.0,233.0,0.8,274.0,724.0,3.0,4.0,92.74258954,63.0
Truck 2,2-Aug-16,01.11.49.000000000 PM,347.4,157.0,294.0,742.0,4.4,55.0,1646.0,8.6,4.0,194.0023557,131.0
Truck 2,2-Aug-16,02.02.04.000000000 PM,316.7,102.0,135.0,994.0,6.4,59.0,596.0,2.5,3.0,136.2748254,112.0
Truck 2,2-Aug-16,03.22.46.000000000 PM,5.4,56.0,0.0,0.0,0.0,1281.0,1895.0,9.7,1.0,127.7576489,137.0
Truck 2,2-Aug-16,04.32.34.000000000 PM,353.9,164.0,156.0,530.0,2.5,58.0,1335.0,7.3,4.0,190.2169438,91.0
Truck 2,2-Aug-16,05.11.32.000000000 PM,374.5,160.0,17.0,1072.0,7.2,943.0,889.0,3.6,4.0,187.8510615,99.0
Truck 2,2-Aug-16,06.05.02.000000000 PM,383.9,167.0,237.0,747.0,4.1,748.0,945.0,3.6,4.0,173.6557671,84.0
Truck 2,2-Aug-16,06.54.25.000000000 PM,366.2,165.0,26.0,749.0,4.0,129.0,1487.0,6.8,5.0,211.0367088,102.0
Truck 2,2-Aug-16,07.38.49.000000000 PM,341.0,122.0,86.0,948.0,5.6,390.0,1030.0,4.4,4.0,189.7437674,127.0
Truck 2,2-Aug-16,08.23.33.000000000 PM,357.4,116.0,17.0,804.0,4.1,116.0,685.0,2.5,4.0,137.2211784,84.0
Truck 2,2-Aug-16,08.53.44.000000000 PM,379.2,167.0,1807.0,1227.0,6.2,71.0,701.0,3.2,4.0,169.3971788,181.0
Truck 2,2-Aug-16,10.02.41.000000000 PM,305.7,143.0,39.0,710.0,3.2,535.0,694.0,3.0,3.0,118.7672958,123.0
Truck 2,2-Aug-16,11.24.14.000000000 PM,360.8,131.0,377.0,231.0,0.4,89.0,636.0,3.2,4.0,96.52800135,58.0
Truck 2,2-Aug-16,11.49.42.000000000 PM,341.5,143.0,788.0,734.0,3.2,190.0,722.0,3.2,4.0,127.2844724,138.0
Truck 2,3-Aug-16,12.34.27.000000000 AM,362.0,266.0,118.0,781.0,4.4,1150.0,374.0,1.7,5.0,66.71788329,76.0
Truck 2,3-Aug-16,01.21.09.000000000 AM,375.0,148.0,23.0,259.0,1.1,124.0,588.0,2.8,4.0,66.71788329,64.0
Truck 2,3-Aug-16,01.41.00.000000000 AM,377.9,175.0,72.0,674.0,2.0,1977.0,1176.0,4.6,5.0,192.1096498,96.0
Truck 2,3-Aug-16,02.51.45.000000000 AM,360.8,172.0,3042.0,739.0,2.5,240.0,1288.0,7.0,4.0,222.3929443,131.0
Truck 2,3-Aug-16,04.26.57.000000000 AM,338.3,117.0,228.0,840.0,5.1,305.0,724.0,3.5,4.0,91.79623658,125.0
Truck 2,3-Aug-16,05.05.25.000000000 AM,326.6,206.0,128.0,581.0,2.4,3666.0,777.0,2.7,4.0,121.1331782,78.0
Truck 2,3-Aug-16,07.40.03.000000000 AM,352.2,381.0,246.0,1289.0,7.2,69.0,838.0,4.3,5.0,189.2705909,185.0
Truck 2,3-Aug-16,08.29.05.000000000 AM,356.5,122.0,221.0,629.0,4.8,191.0,705.0,3.5,3.0,123.972237,114.0
Truck 2,3-Aug-16,09.01.31.000000000 AM,350.2,100.0,560.0,718.0,4.4,435.0,1210.0,5.9,3.0,158.9872963,149.0
Truck 2,3-Aug-16,09.54.04.000000000 AM,351.2,136.0,257.0,732.0,3.8,480.0,936.0,3.6,4.0,160.4068258,82.0
Truck 2,3-Aug-16,10.38.12.000000000 AM,365.0,125.0,3115.0,832.0,6.2,1173.0,699.0,2.7,4.0,149.5237668,143.0
Truck 2,3-Aug-16,12.21.24.000000000 PM,413.3,106.0,12.0,339.0,2.0,180.0,911.0,6.2,4.0,144.3188256,136.0
Truck 2,3-Aug-16,12.48.18.000000000 PM,319.1,117.0,168.0,734.0,6.5,635.0,1061.0,5.2,4.0,205.8317676,162.0
Truck 2,3-Aug-16,01.35.27.000000000 PM,313.9,130.0,116.0,651.0,2.8,219.0,942.0,5.1,4.0,126.8112959,200.0
Truck 2,3-Aug-16,11.16.11.000000000 PM,361.3,147.0,2866.0,952.0,5.6,64.0,844.0,4.1,4.0,153.3091786,83.0
Truck 2,4-Aug-16,12.40.49.000000000 AM,313.7,145.0,482.0,869.0,5.6,2705.0,1092.0,5.2,4.0,165.611767,87.0
Truck 2,4-Aug-16,02.12.47.000000000 AM,316.3,126.0,159.0,581.0,3.2,480.0,1219.0,5.4,4.0,193.0560027,91.0
Truck 2,4-Aug-16,02.57.20.000000000 AM,350.7,105.0,2210.0,822.0,4.4,85.0,1098.0,4.6,4.0,202.9927087,86.0
Truck 2,4-Aug-16,04.12.23.000000000 AM,317.7,159.0,810.0,741.0,3.8,1393.0,1716.0,8.8,4.0,235.1687092,150.0
