MACH_SER_NO,OCUR_TS Date,OCUR_TS Time,PAYLD_WT,LD_TM,EMTY_STOP_TM,EMTY_TRAV_TM,EMTY_TRAV_DSTNC,LD_STOP_TM,LD_TRAV_TM,LD_TRAV_DSTNC,LD_PASS_CT,FUEL_USED_IN_CYC,SHFT_CT,OCUR_TS_LOCAL
Truck 6,4-Aug-16,12.52.03.000000000 AM,408.4,201,2123,1008,6.4,260,747,3.5,5,164.1922376,77,03-AUG-16 07.52.03.000000000 PM
Truck 6,4-Aug-16,02.07.22.000000000 AM,345.6,182,16,606,3.2,66,1141,4.4,4,176.9680025,80,03-AUG-16 09.07.22.000000000 PM
Truck 6,4-Aug-16,02.42.18.000000000 AM,344.7,186,276,644,2.5,323,1102,6.2,3,151.4164727,112,03-AUG-16 09.42.18.000000000 PM
Truck 6,4-Aug-16,04.28.20.000000000 AM,397.6,154,1019,181,0.6,182,843,3.3,4,132.4894136,121,03-AUG-16 11.28.20.000000000 PM
Truck 6,4-Aug-16,05.09.38.000000000 AM,360,196,710,1104,4.3,5539,776,2.8,5,197.314591,167,04-AUG-16 12.09.38.000000000 AM
Truck 6,4-Aug-16,07.34.07.000000000 AM,318,222,23,507,2.2,1989,1252,4.8,4,194.0023557,168,04-AUG-16 02.34.07.000000000 AM
Truck 6,4-Aug-16,08.43.25.000000000 AM,287.6,133,1251,1160,4.6,801,1145,4.6,4,206.7781205,183,04-AUG-16 03.43.25.000000000 AM
Truck 6,4-Aug-16,10.01.20.000000000 AM,359,143,1196,525,2.5,52,1200,5.9,4,183.5924732,126,04-AUG-16 05.01.20.000000000 AM
Truck 6,4-Aug-16,10.55.28.000000000 AM,334.4,123,1212,700,5.2,978,1067,5.6,4,181.6997673,177,04-AUG-16 05.55.28.000000000 AM
Truck 6,4-Aug-16,12.40.15.000000000 PM,323.4,142,88,512,2.8,58,1123,6.2,4,169.8703553,99,04-AUG-16 07.40.15.000000000 AM
Truck 6,4-Aug-16,01.13.37.000000000 PM,352.9,152,418,956,6.2,165,855,5.4,4,164.6654141,141,04-AUG-16 08.13.37.000000000 AM
Truck 6,4-Aug-16,01.57.48.000000000 PM,381.1,175,85,892,6,55,1009,6,5,167.5044729,76,04-AUG-16 08.57.48.000000000 AM
Truck 6,4-Aug-16,02.59.27.000000000 PM,375.3,128,116,720,4,64,803,3.8,5,141.9529432,86,04-AUG-16 09.59.27.000000000 AM
Truck 6,4-Aug-16,03.31.16.000000000 PM,373.4,228,6,503,4,137,784,4,4,130.1235312,70,04-AUG-16 10.31.16.000000000 AM
Truck 6,4-Aug-16,04.00.02.000000000 PM,325.2,106,1848,497,2.4,48,728,5.2,3,119.2404723,103,04-AUG-16 11.00.02.000000000 AM
Truck 6,4-Aug-16,04.56.02.000000000 PM,371,167,533,877,6,58,949,5.9,3,165.1385906,127,04-AUG-16 11.56.02.000000000 AM
Truck 6,4-Aug-16,05.40.53.000000000 PM,366.5,118,83,1061,7.5,706,1719,8,4,246.9981211,217,04-AUG-16 12.40.53.000000000 PM
Truck 6,4-Aug-16,06.44.55.000000000 PM,305.6,118,59,308,1.9,60,842,5.2,3,100.7865896,81,04-AUG-16 01.44.55.000000000 PM
Truck 6,4-Aug-16,08.17.08.000000000 PM,365.6,122,1283,818,4.8,82,1119,5.7,4,179.3338849,87,04-AUG-16 03.17.08.000000000 PM
Truck 6,4-Aug-16,09.16.34.000000000 PM,364.7,168,23,525,2.2,144,780,3.3,4,122.0795311,82,04-AUG-16 04.16.34.000000000 PM
Truck 6,4-Aug-16,09.45.02.000000000 PM,373.7,120,528,730,4.1,549,779,3.2,4,135.3284725,78,04-AUG-16 04.45.02.000000000 PM
Truck 6,4-Aug-16,10.31.59.000000000 PM,339.3,137,123,575,3,66,1005,5.1,3,188.7974144,82,04-AUG-16 05.31.59.000000000 PM
Truck 6,4-Aug-16,11.05.05.000000000 PM,380.9,278,96,657,5.2,66,1006,6.2,4,140.0602373,89,04-AUG-16 06.05.05.000000000 PM
Truck 6,4-Aug-16,11.41.36.000000000 PM,330.8,160,4,747,5.7,370,773,3.5,4,145.2651785,98,04-AUG-16 06.41.36.000000000 PM
Truck 6,5-Aug-16,12.17.14.000000000 AM,353,192,287,542,3.3,2303,1599,7.3,4,250.7835329,88,04-AUG-16 07.17.14.000000000 PM
Truck 6,5-Aug-16,01.43.42.000000000 AM,379.8,121,716,797,5.1,1413,457,2,4,75.70823636,63,04-AUG-16 08.43.42.000000000 PM
Truck 6,5-Aug-16,02.44.29.000000000 AM,349.1,106,138,343,1.4,88,767,3,4,105.5183544,52,04-AUG-16 09.44.29.000000000 PM
Truck 6,5-Aug-16,03.09.29.000000000 AM,295.2,134,196,646,3.6,1547,1408,5.2,4,180.2802378,118,04-AUG-16 10.09.29.000000000 PM
Truck 6,5-Aug-16,05.28.27.000000000 AM,363.9,253,774,1072,5.6,2275,528,2.4,7,119.7136487,142,05-AUG-16 12.28.27.000000000 AM
Truck 6,5-Aug-16,06.53.30.000000000 AM,330.4,289,10,399,2.5,693,534,2.5,6,72.86917749,74,05-AUG-16 01.53.30.000000000 AM
Truck 6,5-Aug-16,07.26.53.000000000 AM,382.6,344,192,361,1.6,3280,773,3,5,117.3477664,119,05-AUG-16 02.26.53.000000000 AM
Truck 6,5-Aug-16,08.52.46.000000000 AM,320.4,189,327,1110,7,85,538,2.4,4,131.0698842,141,05-AUG-16 03.52.46.000000000 AM
Truck 6,5-Aug-16,09.31.48.000000000 AM,328.2,204,17,488,2,955,897,3.6,5,167.0312965,126,05-AUG-16 04.31.48.000000000 AM
Truck 6,5-Aug-16,10.53.25.000000000 PM,360.7,251,11,589,3.3,110,683,3.2,7,97.94753079,104,05-AUG-16 05.53.25.000000000 PM
Truck 6,5-Aug-16,11.21.56.000000000 PM,351.6,420,20,672,3.2,126,705,3.2,6,102.6792956,130,05-AUG-16 06.21.56.000000000 PM
Truck 6,5-Aug-16,11.55.40.000000000 PM,333.4,351,15,637,3.2,87,696,3.2,6,100.3134132,111,05-AUG-16 06.55.40.000000000 PM
Truck 6,6-Aug-16,12.26.42.000000000 AM,339.1,228,9,509,3.2,61,588,3.2,6,93.68894249,103,05-AUG-16 07.26.42.000000000 PM
Truck 6,6-Aug-16,12.50.55.000000000 AM,360.8,273,283,506,3.2,214,472,2.4,6,77.60094226,70,05-AUG-16 07.50.55.000000000 PM
Truck 6,6-Aug-16,01.21.16.000000000 AM,357.4,206,424,361,2.4,283,417,2.4,6,68.13741272,75,05-AUG-16 08.21.16.000000000 PM
Truck 6,6-Aug-16,01.50.37.000000000 AM,387,184,2401,710,5.2,562,827,4,5,185.4851791,143,05-AUG-16 08.50.37.000000000 PM
Truck 6,6-Aug-16,03.11.54.000000000 AM,356.8,152,312,710,4.3,201,688,3.2,5,134.3821195,107,05-AUG-16 10.11.54.000000000 PM
Truck 6,6-Aug-16,04.33.06.000000000 AM,379,238,846,1714,9.4,710,1042,4,4,234.6955327,191,05-AUG-16 11.33.06.000000000 PM
Truck 6,6-Aug-16,05.52.02.000000000 AM,309.3,236,198,473,2.2,84,1132,4.4,4,127.7576489,64,06-AUG-16 12.52.02.000000000 AM
Truck 6,6-Aug-16,06.28.54.000000000 AM,310.3,116,228,1258,6,616,921,3.6,3,187.8510615,87,06-AUG-16 01.28.54.000000000 AM
Truck 6,6-Aug-16,07.23.23.000000000 AM,343,162,35,472,2,1253,423,0.9,5,48.26400068,34,06-AUG-16 02.23.23.000000000 AM
Truck 6,6-Aug-16,08.04.04.000000000 AM,341.5,107,2202,807,3.8,78,701,2.5,4,142.8992961,72,06-AUG-16 03.04.04.000000000 AM
Truck 6,6-Aug-16,09.11.41.000000000 AM,353,218,78,347,1.2,53,1066,4.4,6,136.7480019,48,06-AUG-16 04.11.41.000000000 AM
Truck 6,6-Aug-16,09.42.16.000000000 AM,366,182,657,775,4.3,76,1029,4.4,4,158.5141199,80,06-AUG-16 04.42.16.000000000 AM
Truck 6,6-Aug-16,10.29.25.000000000 AM,327.2,194,619,652,4.9,166,1039,4.4,5,152.3628257,96,06-AUG-16 05.29.25.000000000 AM
Truck 6,6-Aug-16,11.15.45.000000000 AM,310.9,156,8,979,4.3,1139,1386,5.9,4,203.9390617,102,06-AUG-16 06.15.45.000000000 AM
Truck 6,6-Aug-16,01.45.52.000000000 PM,353,157,286,610,4.1,51,655,2.4,5,120.1868252,75,06-AUG-16 08.45.52.000000000 AM
Truck 6,6-Aug-16,02.16.25.000000000 PM,364.5,130,232,363,1.2,84,734,3.2,5,112.6160016,61,06-AUG-16 09.16.25.000000000 AM
Truck 6,6-Aug-16,02.43.12.000000000 PM,366.7,173,102,421,3.2,340,827,3.2,5,145.738355,73,06-AUG-16 09.43.12.000000000 AM
Truck 6,6-Aug-16,03.15.30.000000000 PM,370.1,194,6,419,3.2,818,917,3.2,4,156.621414,67,06-AUG-16 10.15.30.000000000 AM
Truck 6,6-Aug-16,03.56.20.000000000 PM,317.4,113,279,505,3.3,212,962,4.3,4,156.1482375,77,06-AUG-16 10.56.20.000000000 AM
Truck 6,6-Aug-16,04.32.17.000000000 PM,365.1,250,214,649,4.3,146,639,2.4,5,121.6063546,67,06-AUG-16 11.32.17.000000000 AM
Truck 6,6-Aug-16,05.05.14.000000000 PM,368.4,129,1749,489,2.4,2465,1451,6.2,4,227.5978855,132,06-AUG-16 12.05.14.000000000 PM
Truck 6,6-Aug-16,08.10.45.000000000 PM,374.8,131,987,529,3.3,104,873,3.5,4,166.55812,109,06-AUG-16 03.10.45.000000000 PM
Truck 6,6-Aug-16,08.56.20.000000000 PM,335.7,290,138,571,4.1,444,946,4.3,4,177.441179,139,06-AUG-16 03.56.20.000000000 PM
Truck 6,6-Aug-16,09.37.47.000000000 PM,342,118,732,416,2.4,154,260,0.9,4,45.89811829,102,06-AUG-16 04.37.47.000000000 PM
Truck 6,6-Aug-16,11.37.24.000000000 PM,325.4,190,443,362,2,54,811,5.1,4,101.7329426,83,06-AUG-16 06.37.24.000000000 PM
Truck 6,7-Aug-16,12.09.41.000000000 AM,325.6,302,39,878,6.7,1023,481,2.4,9,104.098825,103,06-AUG-16 07.09.41.000000000 PM
Truck 6,7-Aug-16,12.56.57.000000000 AM,327.7,211,2369,357,1.4,63,807,4.3,5,145.738355,100,06-AUG-16 07.56.57.000000000 PM
Truck 6,7-Aug-16,02.03.00.000000000 AM,348.3,220,7,566,4.3,54,881,4.4,4,141.4797667,87,06-AUG-16 09.03.00.000000000 PM
Truck 6,7-Aug-16,02.33.01.000000000 AM,357.5,305,64,606,4.3,49,819,4.3,6,137.2211784,91,06-AUG-16 09.33.01.000000000 PM
Truck 6,7-Aug-16,03.05.01.000000000 AM,397.5,350,13,526,4.3,59,791,4.3,5,145.2651785,86,06-AUG-16 10.05.01.000000000 PM
Truck 6,7-Aug-16,04.36.02.000000000 AM,330.4,131,435,677,3.8,63,833,3.5,4,150.4701198,69,06-AUG-16 11.36.02.000000000 PM
Truck 6,7-Aug-16,05.13.11.000000000 AM,370.5,214,1243,524,2.4,116,1069,4.3,5,134.855296,116,07-AUG-16 12.13.11.000000000 AM
Truck 6,7-Aug-16,06.08.12.000000000 AM,373.5,200,41,985,5.7,77,1050,5.6,6,169.8703553,136,07-AUG-16 01.08.12.000000000 AM
Truck 6,7-Aug-16,06.49.06.000000000 AM,341.8,180,78,918,5.4,890,718,2.5,5,144.3188256,82,07-AUG-16 01.49.06.000000000 AM
