MACH_SER_NO,OCUR_TS Date,OCUR_TS Time,PAYLD_WT,LD_TM,EMTY_STOP_TM,EMTY_TRAV_TM,EMTY_TRAV_DSTNC,LD_STOP_TM,LD_TRAV_TM,LD_TRAV_DSTNC,LD_PASS_CT,FUEL_USED_IN_CYC,SHFT_CT
Truck 11,26-Jul-16,02.19.59.000000000 AM,343.4,130.0,136.0,716.0,4.3,73.0,572.0,4.3,4.0,89.4303542,111.0
Truck 11,26-Jul-16,02.48.15.000000000 AM,354.9,116.0,182.0,588.0,4.3,74.0,526.0,4.3,4.0,92.74258954,131.0
Truck 11,26-Jul-16,03.14.01.000000000 AM,359.7,137.0,107.0,458.0,4.1,103.0,622.0,4.3,4.0,92.74258954,126.0
Truck 11,26-Jul-16,03.38.48.000000000 AM,375.1,123.0,79.0,432.0,4.1,76.0,561.0,4.3,4.0,90.84988363,119.0
Truck 11,26-Jul-16,04.00.52.000000000 AM,332.8,114.0,174.0,515.0,4.1,69.0,545.0,4.3,4.0,92.26941306,126.0
Truck 11,26-Jul-16,04.25.29.000000000 AM,325.9,150.0,219.0,546.0,4.1,92.0,548.0,4.3,5.0,88.48400124,111.0
Truck 11,26-Jul-16,04.52.27.000000000 AM,328.6,220.0,247.0,527.0,4.1,63.0,647.0,4.3,7.0,90.37670715,122.0
Truck 11,26-Jul-16,05.57.24.000000000 AM,359.0,121.0,105.0,723.0,4.1,109.0,646.0,4.3,4.0,89.4303542,107.0
Truck 11,26-Jul-16,06.48.51.000000000 AM,303.3,230.0,421.0,343.0,2.4,71.0,543.0,4.3,7.0,77.60094226,99.0
Truck 11,26-Jul-16,07.16.45.000000000 AM,314.6,229.0,211.0,553.0,4.3,71.0,532.0,4.3,8.0,87.53764829,111.0
Truck 11,26-Jul-16,07.44.26.000000000 AM,398.9,124.0,161.0,509.0,4.1,771.0,662.0,4.6,5.0,99.84023669,123.0
Truck 11,26-Jul-16,08.34.10.000000000 AM,368.8,114.0,290.0,455.0,4.0,66.0,696.0,5.4,4.0,95.10847192,108.0
Truck 11,26-Jul-16,09.02.17.000000000 AM,385.3,107.0,9.0,532.0,5.2,80.0,642.0,5.4,4.0,103.6256485,87.0
Truck 11,26-Jul-16,09.26.04.000000000 AM,389.5,105.0,9.0,526.0,5.1,60.0,653.0,5.4,4.0,102.6792956,87.0
Truck 11,26-Jul-16,09.49.33.000000000 AM,373.3,112.0,85.0,541.0,5.2,59.0,637.0,5.2,4.0,98.42070726,102.0
Truck 11,26-Jul-16,10.14.27.000000000 AM,358.6,105.0,58.0,547.0,5.1,65.0,696.0,5.4,4.0,102.6792956,109.0
Truck 11,26-Jul-16,11.54.43.000000000 AM,380.9,108.0,492.0,102.0,0.1,68.0,696.0,5.4,4.0,68.6105892,71.0
Truck 11,26-Jul-16,12.20.10.000000000 PM,393.5,108.0,124.0,549.0,5.2,58.0,640.0,5.4,4.0,104.098825,98.0
Truck 11,26-Jul-16,12.45.47.000000000 PM,389.2,110.0,113.0,525.0,5.2,62.0,678.0,5.4,4.0,104.098825,107.0
Truck 11,26-Jul-16,01.57.28.000000000 PM,367.9,107.0,178.0,547.0,4.1,68.0,686.0,5.4,4.0,97.00117783,107.0
Truck 11,26-Jul-16,02.24.59.000000000 PM,360.9,123.0,158.0,566.0,5.2,58.0,647.0,5.4,4.0,101.2597661,92.0
Truck 11,26-Jul-16,02.51.54.000000000 PM,372.5,120.0,62.0,557.0,5.2,66.0,637.0,5.4,4.0,104.098825,103.0
Truck 11,26-Jul-16,03.16.57.000000000 PM,369.1,106.0,10.0,530.0,5.2,62.0,683.0,5.4,4.0,103.152472,96.0
Truck 11,26-Jul-16,03.41.06.000000000 PM,371.9,95.0,9.0,535.0,5.2,56.0,667.0,5.4,4.0,100.7865896,95.0
Truck 11,26-Jul-16,04.04.45.000000000 PM,400.9,104.0,38.0,576.0,5.2,65.0,639.0,5.4,4.0,103.6256485,101.0
Truck 11,26-Jul-16,04.29.27.000000000 PM,378.0,128.0,96.0,601.0,5.2,65.0,650.0,5.4,4.0,104.098825,115.0
Truck 11,26-Jul-16,05.51.17.000000000 PM,363.9,111.0,61.0,540.0,4.1,59.0,629.0,5.4,4.0,90.84988363,101.0
Truck 11,26-Jul-16,06.15.34.000000000 PM,325.1,163.0,374.0,545.0,5.2,61.0,656.0,5.4,5.0,105.9915309,108.0
Truck 11,26-Jul-16,06.46.47.000000000 PM,376.3,105.0,235.0,540.0,5.2,73.0,669.0,5.4,4.0,104.5720015,97.0
Truck 11,26-Jul-16,07.14.56.000000000 PM,347.1,124.0,10.0,541.0,5.2,62.0,671.0,5.4,4.0,100.7865896,86.0
Truck 11,26-Jul-16,07.39.23.000000000 PM,368.5,135.0,128.0,566.0,5.2,788.0,808.0,5.6,4.0,109.7769427,119.0
Truck 11,26-Jul-16,08.38.10.000000000 PM,361.1,135.0,69.0,519.0,5.2,129.0,670.0,5.4,4.0,101.2597661,113.0
Truck 11,26-Jul-16,09.04.33.000000000 PM,354.5,119.0,162.0,512.0,5.2,84.0,636.0,5.4,4.0,101.2597661,130.0
Truck 11,26-Jul-16,09.30.48.000000000 PM,350.3,108.0,58.0,539.0,5.2,59.0,625.0,5.4,4.0,99.84023669,124.0
Truck 11,26-Jul-16,09.54.52.000000000 PM,331.0,133.0,365.0,524.0,4.8,60.0,675.0,4.9,5.0,119.7136487,107.0
Truck 11,26-Jul-16,10.25.21.000000000 PM,407.2,102.0,249.0,558.0,5.2,80.0,628.0,5.4,4.0,104.5720015,125.0
Truck 11,26-Jul-16,10.53.24.000000000 PM,360.7,125.0,58.0,504.0,5.2,63.0,614.0,5.4,4.0,99.84023669,117.0
Truck 11,26-Jul-16,11.17.03.000000000 PM,401.0,128.0,307.0,539.0,4.8,63.0,706.0,4.9,5.0,124.91859,108.0
Truck 11,26-Jul-16,11.47.19.000000000 PM,321.8,110.0,138.0,483.0,4.8,54.0,669.0,4.9,4.0,116.4014134,101.0
Truck 11,27-Jul-16,12.12.31.000000000 AM,326.4,114.0,51.0,499.0,5.2,57.0,628.0,5.4,4.0,97.47435431,117.0
Truck 11,27-Jul-16,12.35.55.000000000 AM,334.8,90.0,252.0,525.0,4.8,55.0,692.0,4.9,4.0,116.8745899,100.0
Truck 11,27-Jul-16,01.03.56.000000000 AM,362.8,90.0,159.0,530.0,5.2,73.0,594.0,5.4,4.0,98.42070726,118.0
Truck 11,27-Jul-16,01.29.00.000000000 AM,353.2,92.0,152.0,568.0,4.8,81.0,718.0,4.9,4.0,120.1868252,102.0
Truck 11,27-Jul-16,03.01.35.000000000 AM,383.2,104.0,89.0,544.0,4.3,60.0,615.0,5.4,4.0,91.3230601,117.0
Truck 11,27-Jul-16,03.26.06.000000000 AM,326.4,95.0,227.0,606.0,4.8,57.0,706.0,4.9,4.0,116.8745899,123.0
Truck 11,27-Jul-16,03.55.27.000000000 AM,366.8,126.0,202.0,520.0,5.2,71.0,605.0,5.4,4.0,100.3134132,116.0
Truck 11,27-Jul-16,04.21.53.000000000 AM,353.8,104.0,223.0,529.0,4.8,54.0,666.0,4.9,4.0,119.2404723,100.0
Truck 11,27-Jul-16,04.49.13.000000000 AM,359.8,123.0,137.0,593.0,5.4,94.0,630.0,5.4,4.0,103.152472,129.0
Truck 11,27-Jul-16,05.16.35.000000000 AM,320.1,113.0,70.0,461.0,4.9,58.0,669.0,5.1,4.0,114.035531,101.0
Truck 11,27-Jul-16,05.40.23.000000000 AM,357.3,101.0,123.0,548.0,4.8,55.0,698.0,4.9,4.0,119.7136487,117.0
Truck 11,27-Jul-16,06.06.49.000000000 AM,314.6,104.0,204.0,585.0,5.2,57.0,603.0,5.4,4.0,96.52800135,136.0
Truck 11,27-Jul-16,06.33.46.000000000 AM,314.3,170.0,283.0,552.0,5.2,62.0,602.0,5.4,5.0,98.89388374,122.0
Truck 11,27-Jul-16,07.02.42.000000000 AM,339.6,100.0,311.0,579.0,5.2,97.0,676.0,5.4,4.0,97.47435431,111.0
Truck 11,27-Jul-16,08.13.58.000000000 AM,388.8,100.0,80.0,335.0,2.5,65.0,693.0,5.9,4.0,89.90353067,100.0
Truck 11,27-Jul-16,08.36.05.000000000 AM,357.0,107.0,169.0,505.0,5.2,63.0,674.0,5.4,4.0,100.3134132,115.0
Truck 11,27-Jul-16,09.02.24.000000000 AM,347.2,118.0,32.0,516.0,5.2,59.0,634.0,5.4,4.0,98.42070726,101.0
Truck 11,27-Jul-16,09.25.59.000000000 AM,328.8,116.0,13.0,503.0,5.2,56.0,603.0,5.4,4.0,94.16211897,109.0
Truck 11,27-Jul-16,09.48.23.000000000 AM,373.6,110.0,170.0,543.0,5.2,56.0,674.0,5.4,4.0,99.36706022,121.0
Truck 11,27-Jul-16,10.15.18.000000000 AM,352.4,111.0,6.0,498.0,5.2,104.0,692.0,5.4,4.0,98.89388374,122.0
Truck 11,27-Jul-16,10.39.46.000000000 AM,290.6,304.0,157.0,534.0,5.2,73.0,836.0,6.2,9.0,126.8112959,99.0
Truck 11,27-Jul-16,11.12.48.000000000 AM,327.6,146.0,571.0,703.0,5.9,58.0,826.0,6.2,4.0,123.972237,101.0
Truck 11,27-Jul-16,11.52.46.000000000 AM,352.9,110.0,50.0,618.0,5.9,56.0,784.0,6.2,4.0,125.8649429,96.0
Truck 11,27-Jul-16,12.20.48.000000000 PM,371.0,92.0,64.0,545.0,5.9,60.0,784.0,6.2,4.0,126.8112959,105.0
Truck 11,27-Jul-16,12.47.38.000000000 PM,353.2,103.0,5.0,529.0,5.9,59.0,759.0,6.0,4.0,123.4990606,100.0
Truck 11,27-Jul-16,01.52.10.000000000 PM,351.7,105.0,93.0,470.0,4.1,63.0,758.0,6.0,4.0,123.972237,129.0
Truck 11,27-Jul-16,02.18.02.000000000 PM,333.0,104.0,52.0,596.0,5.7,67.0,853.0,6.0,4.0,123.0258841,100.0
Truck 11,27-Jul-16,02.47.05.000000000 PM,361.4,116.0,3.0,507.0,5.7,55.0,748.0,6.0,4.0,123.0258841,94.0
Truck 11,27-Jul-16,03.11.54.000000000 PM,339.6,118.0,4.0,550.0,5.9,82.0,796.0,6.2,4.0,123.4990606,103.0
Truck 11,27-Jul-16,03.38.48.000000000 PM,360.2,190.0,1087.0,575.0,5.9,60.0,763.0,6.0,6.0,134.3821195,111.0
Truck 11,27-Jul-16,04.25.11.000000000 PM,315.6,121.0,132.0,548.0,5.7,56.0,779.0,5.9,4.0,118.2941193,107.0
Truck 11,27-Jul-16,04.53.33.000000000 PM,347.3,121.0,82.0,517.0,5.7,88.0,744.0,6.0,4.0,121.6063546,112.0
Truck 11,27-Jul-16,05.59.21.000000000 PM,364.4,103.0,202.0,459.0,4.1,87.0,789.0,6.0,3.0,124.4454135,135.0
Truck 11,27-Jul-16,06.27.49.000000000 PM,360.0,123.0,66.0,556.0,5.9,68.0,835.0,6.2,4.0,129.1771783,104.0
Truck 11,27-Jul-16,06.56.26.000000000 PM,355.7,88.0,4.0,652.0,5.7,61.0,770.0,6.2,4.0,127.7576489,108.0
Truck 11,27-Jul-16,07.23.46.000000000 PM,344.3,115.0,71.0,508.0,5.7,58.0,716.0,5.9,4.0,123.0258841,95.0
Truck 11,27-Jul-16,07.49.15.000000000 PM,335.2,121.0,51.0,509.0,5.7,344.0,736.0,5.7,4.0,115.4550604,101.0
Truck 11,27-Jul-16,08.31.10.000000000 PM,372.8,100.0,679.0,645.0,5.7,59.0,705.0,5.9,4.0,120.6600017,105.0
Truck 11,27-Jul-16,09.09.10.000000000 PM,314.6,106.0,145.0,531.0,5.6,89.0,599.0,5.4,4.0,84.69858942,92.0
Truck 11,27-Jul-16,09.34.41.000000000 PM,358.2,125.0,180.0,595.0,5.2,74.0,700.0,5.9,4.0,125.8649429,126.0
Truck 11,27-Jul-16,10.03.44.000000000 PM,367.0,119.0,95.0,537.0,5.6,67.0,719.0,5.9,4.0,116.8745899,98.0
Truck 11,27-Jul-16,10.30.24.000000000 PM,355.9,116.0,216.0,558.0,5.6,77.0,792.0,5.9,4.0,116.8745899,96.0
Truck 11,27-Jul-16,11.00.57.000000000 PM,398.8,103.0,125.0,525.0,5.6,70.0,704.0,5.9,4.0,119.7136487,94.0
Truck 11,28-Jul-16,12.18.40.000000000 AM,362.3,118.0,2910.0,557.0,4.8,66.0,792.0,5.6,4.0,163.7190611,117.0
Truck 11,28-Jul-16,01.35.48.000000000 AM,343.4,101.0,144.0,454.0,5.1,74.0,812.0,5.4,4.0,145.2651785,125.0
Truck 11,28-Jul-16,02.03.19.000000000 AM,370.5,137.0,74.0,524.0,5.6,73.0,675.0,5.9,4.0,123.0258841,94.0
Truck 11,28-Jul-16,02.29.04.000000000 AM,346.0,114.0,585.0,711.0,5.7,94.0,667.0,5.7,4.0,130.1235312,123.0
Truck 11,28-Jul-16,03.06.46.000000000 AM,391.9,104.0,183.0,488.0,5.4,79.0,678.0,5.7,4.0,124.4454135,90.0
Truck 11,28-Jul-16,03.33.21.000000000 AM,362.7,116.0,5.0,502.0,5.4,72.0,647.0,5.7,4.0,118.7672958,106.0
Truck 11,28-Jul-16,03.56.38.000000000 AM,360.1,121.0,170.0,510.0,5.4,67.0,707.0,5.7,4.0,120.1868252,95.0
Truck 11,28-Jul-16,04.23.58.000000000 AM,364.9,109.0,242.0,511.0,5.4,66.0,690.0,5.9,4.0,119.2404723,109.0
Truck 11,28-Jul-16,04.52.04.000000000 AM,336.9,150.0,90.0,487.0,5.4,65.0,665.0,5.7,5.0,112.6160016,94.0
Truck 11,28-Jul-16,05.17.22.000000000 AM,342.5,225.0,514.0,503.0,5.6,63.0,656.0,5.7,6.0,121.6063546,114.0
Truck 11,28-Jul-16,05.51.24.000000000 AM,317.0,110.0,226.0,511.0,5.4,73.0,712.0,5.7,4.0,113.5623545,88.0
Truck 11,28-Jul-16,07.18.22.000000000 AM,366.3,120.0,376.0,522.0,4.3,73.0,756.0,5.9,4.0,129.1771783,119.0
Truck 11,28-Jul-16,07.50.28.000000000 AM,357.0,118.0,26.0,483.0,5.6,826.0,843.0,6.0,4.0,128.2308253,97.0
Truck 11,28-Jul-16,08.32.37.000000000 AM,353.2,114.0,77.0,596.0,5.6,68.0,837.0,5.9,4.0,125.8649429,108.0
Truck 11,28-Jul-16,09.01.59.000000000 AM,365.6,100.0,9.0,539.0,5.7,62.0,748.0,6.0,4.0,123.0258841,88.0
Truck 11,28-Jul-16,09.27.18.000000000 AM,369.6,111.0,131.0,542.0,5.7,63.0,806.0,6.0,4.0,127.2844724,98.0
Truck 11,28-Jul-16,09.55.59.000000000 AM,318.4,99.0,58.0,514.0,5.6,58.0,662.0,5.1,4.0,106.9378839,81.0
Truck 11,28-Jul-16,10.20.06.000000000 AM,345.6,97.0,82.0,476.0,4.9,60.0,805.0,5.9,3.0,131.5430607,149.0
Truck 11,28-Jul-16,10.46.31.000000000 AM,328.5,101.0,243.0,491.0,4.9,57.0,649.0,5.1,4.0,115.4550604,108.0
Truck 11,28-Jul-16,11.13.16.000000000 AM,344.9,97.0,415.0,502.0,4.9,58.0,664.0,5.1,4.0,119.2404723,110.0
Truck 11,28-Jul-16,11.43.25.000000000 AM,362.1,92.0,237.0,538.0,4.8,57.0,714.0,5.1,4.0,123.0258841,137.0
Truck 11,28-Jul-16,12.11.51.000000000 PM,336.8,120.0,209.0,476.0,4.9,54.0,677.0,5.1,4.0,116.4014134,111.0
Truck 11,28-Jul-16,12.38.28.000000000 PM,323.7,121.0,404.0,496.0,4.9,57.0,675.0,5.1,4.0,117.3477664,113.0
Truck 11,28-Jul-16,01.52.20.000000000 PM,352.0,98.0,376.0,470.0,3.8,55.0,661.0,5.1,4.0,110.7232957,117.0
Truck 11,28-Jul-16,02.21.07.000000000 PM,347.2,108.0,259.0,465.0,4.9,61.0,666.0,5.1,4.0,117.8209428,104.0
Truck 11,28-Jul-16,02.48.11.000000000 PM,343.0,107.0,37.0,458.0,4.9,57.0,674.0,5.1,4.0,115.4550604,101.0
Truck 11,28-Jul-16,03.11.18.000000000 PM,332.6,98.0,326.0,492.0,4.9,60.0,669.0,5.1,3.0,122.0795311,106.0
Truck 11,28-Jul-16,03.39.52.000000000 PM,325.8,93.0,10.0,439.0,4.9,53.0,680.0,5.1,3.0,118.2941193,100.0
Truck 11,28-Jul-16,04.02.01.000000000 PM,330.0,88.0,248.0,510.0,4.9,54.0,704.0,5.1,4.0,119.2404723,125.0
Truck 11,28-Jul-16,04.29.49.000000000 PM,331.6,88.0,10.0,488.0,4.9,58.0,715.0,5.1,4.0,115.9282369,112.0
Truck 11,28-Jul-16,04.53.25.000000000 PM,342.6,111.0,12.0,471.0,4.9,53.0,711.0,5.1,4.0,117.8209428,97.0
Truck 11,28-Jul-16,06.41.19.000000000 PM,306.4,117.0,121.0,305.0,2.4,82.0,726.0,5.2,4.0,106.9378839,89.0
Truck 11,28-Jul-16,07.04.47.000000000 PM,351.1,117.0,131.0,499.0,4.9,55.0,692.0,5.1,4.0,119.2404723,116.0
Truck 11,28-Jul-16,07.30.42.000000000 PM,341.9,111.0,165.0,523.0,4.9,53.0,668.0,5.1,4.0,119.2404723,118.0
Truck 11,28-Jul-16,08.25.33.000000000 PM,319.1,115.0,534.0,512.0,4.8,65.0,699.0,5.1,4.0,120.6600017,116.0
Truck 11,28-Jul-16,08.58.58.000000000 PM,343.0,106.0,250.0,515.0,4.9,52.0,711.0,5.1,4.0,118.2941193,105.0
Truck 11,28-Jul-16,09.27.20.000000000 PM,343.5,112.0,224.0,535.0,4.9,78.0,865.0,6.0,4.0,133.9089431,119.0
Truck 11,28-Jul-16,10.33.14.000000000 PM,355.2,100.0,65.0,658.0,6.4,74.0,868.0,6.0,4.0,139.5870608,120.0
Truck 11,28-Jul-16,11.34.45.000000000 PM,351.7,96.0,74.0,503.0,4.9,57.0,738.0,5.1,4.0,119.2404723,87.0
Truck 11,29-Jul-16,12.00.15.000000000 AM,321.8,124.0,117.0,531.0,4.9,55.0,685.0,5.1,4.0,113.5623545,92.0
Truck 11,29-Jul-16,12.26.28.000000000 AM,346.9,123.0,249.0,517.0,4.9,60.0,674.0,5.1,4.0,118.2941193,95.0
Truck 11,29-Jul-16,12.54.37.000000000 AM,346.5,103.0,192.0,503.0,4.9,64.0,717.0,5.1,4.0,118.7672958,93.0
Truck 11,29-Jul-16,02.48.26.000000000 AM,344.0,105.0,2428.0,391.0,2.2,71.0,720.0,5.1,4.0,104.098825,71.0
Truck 11,29-Jul-16,03.52.55.000000000 AM,347.7,105.0,77.0,540.0,4.9,71.0,742.0,5.1,4.0,123.0258841,105.0
Truck 11,29-Jul-16,04.19.33.000000000 AM,347.2,106.0,52.0,547.0,5.1,106.0,727.0,5.1,4.0,125.3917665,113.0
Truck 11,29-Jul-16,04.46.15.000000000 AM,325.1,99.0,144.0,502.0,4.9,53.0,716.0,5.1,4.0,115.4550604,88.0
Truck 11,29-Jul-16,05.12.32.000000000 AM,316.4,114.0,267.0,532.0,5.1,67.0,675.0,5.1,4.0,118.2941193,98.0
Truck 11,29-Jul-16,05.41.15.000000000 AM,329.2,104.0,258.0,492.0,4.9,71.0,680.0,5.1,4.0,118.2941193,93.0
Truck 11,29-Jul-16,06.09.07.000000000 AM,334.4,111.0,264.0,477.0,4.9,68.0,674.0,5.1,4.0,116.8745899,90.0
Truck 11,29-Jul-16,06.36.49.000000000 AM,344.6,114.0,96.0,504.0,4.9,107.0,891.0,6.0,4.0,130.5967077,124.0
Truck 11,29-Jul-16,07.06.32.000000000 AM,343.2,101.0,215.0,534.0,5.1,58.0,716.0,5.1,4.0,122.0795311,107.0
Truck 11,29-Jul-16,07.34.44.000000000 AM,346.9,97.0,275.0,497.0,5.1,60.0,706.0,5.1,4.0,122.0795311,101.0
Truck 11,29-Jul-16,08.52.27.000000000 AM,347.4,118.0,383.0,345.0,2.2,64.0,731.0,5.1,4.0,106.9378839,97.0
Truck 11,29-Jul-16,09.20.56.000000000 AM,369.8,101.0,164.0,561.0,5.1,63.0,852.0,5.6,4.0,158.5141199,106.0
Truck 11,29-Jul-16,09.51.10.000000000 AM,333.7,122.0,85.0,538.0,5.4,61.0,892.0,5.7,4.0,142.8992961,79.0
Truck 11,29-Jul-16,10.20.39.000000000 AM,349.6,96.0,15.0,550.0,5.4,69.0,827.0,5.7,4.0,143.8456491,79.0
Truck 11,29-Jul-16,10.47.42.000000000 AM,386.3,127.0,65.0,504.0,5.4,78.0,880.0,5.7,5.0,153.7823551,92.0
Truck 11,29-Jul-16,11.16.25.000000000 AM,360.0,92.0,231.0,538.0,5.6,57.0,865.0,5.7,4.0,151.4164727,87.0
Truck 11,29-Jul-16,11.47.23.000000000 AM,338.0,106.0,10.0,572.0,5.6,61.0,859.0,5.7,4.0,146.6847079,85.0
Truck 11,29-Jul-16,12.15.17.000000000 PM,391.2,158.0,151.0,546.0,5.6,66.0,869.0,5.7,5.0,157.5677669,95.0
Truck 11,29-Jul-16,12.46.22.000000000 PM,334.2,111.0,145.0,511.0,5.4,76.0,801.0,5.6,4.0,140.5334137,79.0
Truck 11,29-Jul-16,01.54.41.000000000 PM,320.1,124.0,309.0,476.0,4.1,72.0,828.0,5.7,4.0,149.0505903,104.0
Truck 11,29-Jul-16,02.26.05.000000000 PM,322.3,123.0,14.0,507.0,5.4,68.0,814.0,5.6,4.0,143.8456491,77.0
Truck 11,29-Jul-16,02.52.35.000000000 PM,335.3,102.0,39.0,503.0,5.4,60.0,695.0,5.1,4.0,109.7769427,78.0
Truck 11,29-Jul-16,03.16.53.000000000 PM,358.1,108.0,284.0,532.0,5.1,65.0,709.0,5.1,4.0,123.4990606,104.0
Truck 11,29-Jul-16,03.46.19.000000000 PM,325.4,99.0,113.0,491.0,5.1,67.0,706.0,5.1,4.0,118.7672958,109.0
Truck 11,29-Jul-16,04.11.56.000000000 PM,356.5,132.0,161.0,553.0,5.1,69.0,718.0,5.1,5.0,120.6600017,110.0
Truck 11,29-Jul-16,04.40.15.000000000 PM,303.6,93.0,423.0,522.0,4.9,66.0,687.0,5.1,4.0,118.2941193,111.0
Truck 11,29-Jul-16,07.00.35.000000000 PM,395.6,141.0,740.0,128.0,0.4,70.0,685.0,5.6,5.0,70.97647158,71.0
Truck 11,29-Jul-16,07.31.13.000000000 PM,292.0,120.0,138.0,534.0,5.4,115.0,614.0,5.6,4.0,98.42070726,117.0
Truck 11,29-Jul-16,08.16.02.000000000 PM,348.1,154.0,1208.0,676.0,5.1,58.0,688.0,5.6,5.0,106.9378839,134.0
Truck 11,29-Jul-16,09.04.23.000000000 PM,349.6,176.0,483.0,588.0,5.4,89.0,688.0,5.6,6.0,102.6792956,122.0
Truck 11,29-Jul-16,09.46.26.000000000 PM,375.8,134.0,422.0,677.0,6.5,101.0,858.0,6.5,5.0,126.8112959,164.0
Truck 11,29-Jul-16,10.24.27.000000000 PM,348.5,104.0,225.0,718.0,6.8,61.0,701.0,4.3,4.0,145.2651785,142.0
Truck 11,29-Jul-16,10.55.51.000000000 PM,310.9,119.0,392.0,471.0,4.1,76.0,855.0,7.0,3.0,92.26941306,111.0
Truck 11,29-Jul-16,11.51.06.000000000 PM,289.8,121.0,313.0,644.0,5.4,78.0,841.0,6.5,4.0,109.7769427,134.0
Truck 11,30-Jul-16,12.25.47.000000000 AM,274.7,135.0,498.0,700.0,6.8,116.0,842.0,6.5,4.0,118.7672958,159.0
Truck 11,30-Jul-16,01.05.33.000000000 AM,322.2,165.0,33.0,683.0,6.8,156.0,860.0,6.5,5.0,120.6600017,154.0
Truck 11,30-Jul-16,01.38.29.000000000 AM,276.4,150.0,148.0,684.0,6.8,71.0,803.0,6.5,4.0,114.035531,140.0
Truck 11,30-Jul-16,02.55.18.000000000 AM,377.4,141.0,181.0,605.0,5.2,114.0,895.0,6.5,4.0,114.981884,148.0
Truck 11,30-Jul-16,03.28.53.000000000 AM,318.7,138.0,192.0,685.0,6.8,124.0,789.0,6.5,4.0,119.7136487,134.0
Truck 11,30-Jul-16,04.02.19.000000000 AM,313.2,133.0,188.0,728.0,7.0,73.0,691.0,5.6,4.0,110.7232957,117.0
Truck 11,30-Jul-16,04.36.12.000000000 AM,385.2,141.0,280.0,549.0,5.4,84.0,743.0,5.7,5.0,108.3574133,127.0
Truck 11,30-Jul-16,05.07.22.000000000 AM,375.0,158.0,53.0,536.0,5.4,83.0,718.0,5.6,5.0,104.098825,116.0
Truck 11,30-Jul-16,06.18.27.000000000 AM,253.6,122.0,107.0,538.0,4.3,71.0,682.0,5.6,4.0,83.75223647,118.0
Truck 11,30-Jul-16,06.44.52.000000000 AM,354.9,170.0,265.0,583.0,5.4,80.0,688.0,5.6,5.0,101.2597661,117.0
Truck 11,30-Jul-16,08.22.58.000000000 AM,367.1,134.0,829.0,1391.0,11.3,59.0,531.0,3.0,5.0,168.9240024,163.0
Truck 11,30-Jul-16,09.25.20.000000000 AM,318.1,128.0,39.0,78.0,0.1,58.0,484.0,3.2,4.0,76.65458931,61.0
Truck 11,30-Jul-16,09.38.59.000000000 AM,321.8,134.0,86.0,368.0,3.3,63.0,455.0,3.0,4.0,87.06447181,80.0
Truck 11,30-Jul-16,09.58.09.000000000 AM,345.2,111.0,140.0,378.0,3.0,64.0,466.0,3.0,4.0,87.06447181,84.0
Truck 11,30-Jul-16,10.18.14.000000000 AM,311.6,123.0,51.0,326.0,3.0,64.0,476.0,3.0,4.0,85.64494238,88.0
Truck 11,30-Jul-16,10.36.16.000000000 AM,335.2,122.0,57.0,334.0,3.0,59.0,448.0,3.0,4.0,86.59129533,73.0
Truck 11,30-Jul-16,10.53.56.000000000 AM,357.5,107.0,102.0,363.0,3.0,58.0,477.0,3.0,4.0,88.95717772,72.0
Truck 11,30-Jul-16,11.13.07.000000000 AM,360.1,148.0,142.0,404.0,3.2,59.0,463.0,3.0,5.0,89.4303542,77.0
Truck 11,30-Jul-16,11.34.13.000000000 AM,331.7,128.0,141.0,347.0,3.0,65.0,457.0,3.0,4.0,86.59129533,74.0
Truck 11,30-Jul-16,11.53.57.000000000 AM,341.4,120.0,99.0,289.0,3.0,66.0,477.0,3.2,4.0,89.4303542,70.0
Truck 11,30-Jul-16,12.12.10.000000000 PM,349.4,95.0,83.0,329.0,3.0,68.0,474.0,3.2,4.0,90.37670715,77.0
Truck 11,30-Jul-16,12.36.11.000000000 PM,362.0,153.0,1043.0,327.0,2.5,76.0,812.0,5.7,5.0,106.9378839,95.0
Truck 11,30-Jul-16,01.54.51.000000000 PM,403.3,97.0,82.0,597.0,3.8,59.0,573.0,3.5,4.0,118.7672958,102.0
Truck 11,30-Jul-16,02.19.18.000000000 PM,375.5,108.0,35.0,316.0,3.3,65.0,540.0,3.6,4.0,99.36706022,80.0
Truck 11,30-Jul-16,02.37.45.000000000 PM,356.2,108.0,65.0,305.0,3.3,59.0,524.0,3.6,4.0,97.47435431,72.0
Truck 11,30-Jul-16,02.56.11.000000000 PM,331.5,102.0,30.0,381.0,3.3,62.0,515.0,3.6,4.0,91.3230601,75.0
Truck 11,30-Jul-16,03.15.07.000000000 PM,350.5,92.0,199.0,343.0,3.3,66.0,552.0,3.6,4.0,100.7865896,74.0
Truck 11,30-Jul-16,03.36.51.000000000 PM,338.7,121.0,152.0,347.0,3.3,60.0,532.0,3.6,4.0,97.00117783,76.0
Truck 11,30-Jul-16,03.57.52.000000000 PM,369.5,115.0,239.0,388.0,3.5,61.0,545.0,3.5,4.0,101.7329426,90.0
Truck 11,30-Jul-16,04.21.15.000000000 PM,363.9,113.0,442.0,360.0,3.3,60.0,529.0,3.5,4.0,97.00117783,74.0
Truck 11,30-Jul-16,04.47.22.000000000 PM,395.1,100.0,89.0,350.0,3.3,59.0,540.0,3.5,4.0,100.3134132,87.0
