MACH_SER_NO,OCUR_TS Date,OCUR_TS Time,PAYLD_WT,LD_TM,EMTY_STOP_TM,EMTY_TRAV_TM,EMTY_TRAV_DSTNC,LD_STOP_TM,LD_TRAV_TM,LD_TRAV_DSTNC,LD_PASS_CT,FUEL_USED_IN_CYC,SHFT_CT
Truck 11,31-Jul-16,11.02.06.000000000 PM,336.8,106.0,282.0,544.0,5.2,57.0,784.0,5.4,4.0,132.4894136,108.0
Truck 11,31-Jul-16,11.32.53.000000000 PM,336.5,107.0,114.0,520.0,5.2,61.0,756.0,5.4,3.0,124.4454135,119.0
Truck 11,31-Jul-16,11.59.55.000000000 PM,328.1,127.0,184.0,515.0,5.2,62.0,714.0,5.2,4.0,123.972237,129.0
Truck 11,1-Aug-16,12.27.44.000000000 AM,339.8,128.0,268.0,603.0,5.1,56.0,825.0,5.4,4.0,137.6943549,129.0
Truck 11,1-Aug-16,01.00.21.000000000 AM,374.7,139.0,137.0,488.0,5.2,60.0,754.0,5.2,5.0,131.0698842,108.0
Truck 11,1-Aug-16,01.27.43.000000000 AM,351.1,112.0,122.0,522.0,5.2,59.0,732.0,5.2,4.0,123.4990606,124.0
Truck 11,1-Aug-16,03.03.07.000000000 AM,363.5,126.0,621.0,988.0,4.1,57.0,736.0,5.2,5.0,128.2308253,123.0
Truck 11,1-Aug-16,03.47.00.000000000 AM,380.1,182.0,54.0,535.0,5.1,36.0,748.0,5.4,6.0,129.1771783,121.0
Truck 11,1-Aug-16,04.13.58.000000000 AM,363.6,111.0,307.0,576.0,5.2,55.0,752.0,5.4,5.0,133.4357666,132.0
Truck 11,1-Aug-16,04.45.14.000000000 AM,321.6,115.0,195.0,576.0,5.2,57.0,705.0,5.4,4.0,125.3917665,126.0
Truck 11,1-Aug-16,05.13.50.000000000 AM,289.7,119.0,89.0,517.0,5.2,63.0,667.0,5.4,4.0,117.3477664,96.0
Truck 11,1-Aug-16,05.39.07.000000000 AM,378.1,120.0,130.0,502.0,5.2,52.0,743.0,5.4,5.0,131.0698842,109.0
Truck 11,1-Aug-16,06.05.58.000000000 AM,347.4,116.0,69.0,513.0,5.2,61.0,721.0,5.4,4.0,125.3917665,106.0
Truck 11,1-Aug-16,06.31.40.000000000 AM,376.3,171.0,151.0,502.0,5.2,59.0,770.0,5.4,5.0,128.7040018,112.0
Truck 11,1-Aug-16,07.00.19.000000000 AM,332.1,124.0,256.0,573.0,5.2,66.0,749.0,5.4,4.0,132.0162371,116.0
Truck 11,1-Aug-16,07.31.03.000000000 AM,358.2,119.0,142.0,502.0,5.2,51.0,706.0,5.4,4.0,127.7576489,108.0
Truck 11,1-Aug-16,08.16.04.000000000 AM,341.6,99.0,579.0,485.0,4.8,64.0,718.0,5.4,4.0,128.7040018,103.0
Truck 11,1-Aug-16,08.49.51.000000000 AM,370.8,151.0,281.0,534.0,5.2,79.0,730.0,5.4,5.0,131.0698842,112.0
Truck 11,1-Aug-16,09.20.38.000000000 AM,393.0,136.0,40.0,495.0,5.2,91.0,770.0,5.4,5.0,131.0698842,117.0
Truck 11,1-Aug-16,09.47.14.000000000 AM,315.9,140.0,150.0,498.0,5.2,69.0,685.0,5.4,5.0,120.1868252,107.0
Truck 11,1-Aug-16,10.14.00.000000000 AM,317.0,98.0,276.0,507.0,5.2,67.0,698.0,5.4,4.0,124.91859,101.0
Truck 11,1-Aug-16,10.42.33.000000000 AM,370.3,144.0,76.0,534.0,5.2,75.0,721.0,5.4,5.0,131.5430607,109.0
Truck 11,1-Aug-16,11.09.27.000000000 AM,394.0,116.0,63.0,491.0,5.2,57.0,739.0,5.4,4.0,130.5967077,113.0
Truck 11,1-Aug-16,11.34.56.000000000 AM,325.8,115.0,252.0,515.0,5.2,61.0,712.0,5.4,4.0,123.0258841,116.0
Truck 11,1-Aug-16,12.03.39.000000000 PM,329.8,114.0,133.0,526.0,5.2,59.0,717.0,5.4,4.0,122.5527076,104.0
Truck 11,1-Aug-16,12.30.33.000000000 PM,306.8,113.0,192.0,518.0,5.2,72.0,726.0,5.4,4.0,123.4990606,117.0
Truck 11,1-Aug-16,12.58.42.000000000 PM,319.6,114.0,149.0,511.0,5.2,89.0,735.0,5.4,3.0,125.8649429,114.0
Truck 11,1-Aug-16,02.07.32.000000000 PM,313.4,102.0,419.0,533.0,4.1,94.0,711.0,5.4,4.0,117.8209428,105.0
Truck 11,1-Aug-16,02.39.48.000000000 PM,369.1,152.0,87.0,534.0,5.2,62.0,770.0,5.4,5.0,132.9625901,126.0
Truck 11,1-Aug-16,03.07.39.000000000 PM,323.6,102.0,38.0,509.0,5.2,76.0,714.0,5.4,4.0,123.972237,106.0
Truck 11,1-Aug-16,04.37.12.000000000 PM,396.3,199.0,454.0,497.0,3.6,81.0,1070.0,7.2,7.0,168.9240024,118.0
Truck 11,1-Aug-16,05.57.05.000000000 PM,368.8,205.0,261.0,662.0,5.4,63.0,140.0,1.1,7.0,48.73717715,114.0
Truck 11,1-Aug-16,06.20.11.000000000 PM,379.8,215.0,303.0,154.0,1.1,72.0,143.0,1.1,7.0,30.75647102,61.0
Truck 11,1-Aug-16,06.35.33.000000000 PM,363.9,190.0,511.0,160.0,1.1,62.0,137.0,1.1,7.0,31.70282397,60.0
Truck 11,1-Aug-16,06.53.58.000000000 PM,373.7,114.0,136.0,472.0,3.5,74.0,563.0,3.6,3.0,134.3821195,116.0
Truck 11,1-Aug-16,10.13.10.000000000 PM,314.1,105.0,578.0,459.0,3.0,69.0,785.0,5.4,4.0,123.0258841,99.0
Truck 11,1-Aug-16,10.47.50.000000000 PM,316.0,87.0,147.0,535.0,5.2,55.0,730.0,5.4,4.0,125.3917665,99.0
Truck 11,1-Aug-16,11.14.48.000000000 PM,323.0,106.0,126.0,520.0,5.2,60.0,752.0,5.4,4.0,127.2844724,108.0
Truck 11,1-Aug-16,11.41.58.000000000 PM,372.6,124.0,5.0,517.0,5.4,53.0,769.0,5.4,5.0,131.0698842,111.0
Truck 11,2-Aug-16,12.07.25.000000000 AM,350.9,101.0,9.0,528.0,5.2,60.0,784.0,5.4,4.0,127.2844724,112.0
Truck 11,2-Aug-16,12.33.08.000000000 AM,327.9,111.0,28.0,529.0,5.2,65.0,748.0,5.4,4.0,125.8649429,108.0
Truck 11,2-Aug-16,12.58.50.000000000 AM,324.7,101.0,87.0,533.0,5.2,57.0,739.0,5.4,4.0,124.4454135,112.0
Truck 11,2-Aug-16,01.25.10.000000000 AM,328.4,108.0,56.0,549.0,5.4,55.0,727.0,5.4,4.0,125.3917665,104.0
Truck 11,2-Aug-16,02.04.29.000000000 AM,349.0,101.0,1410.0,494.0,4.3,68.0,804.0,5.4,4.0,124.91859,114.0
Truck 11,2-Aug-16,02.54.27.000000000 AM,354.1,99.0,8.0,513.0,5.4,55.0,761.0,5.4,4.0,128.2308253,101.0
Truck 11,2-Aug-16,03.19.22.000000000 AM,354.8,112.0,311.0,531.0,5.2,72.0,792.0,5.4,4.0,135.801649,116.0
Truck 11,2-Aug-16,03.50.55.000000000 AM,333.7,101.0,6.0,502.0,5.2,65.0,748.0,5.4,4.0,128.7040018,99.0
Truck 11,2-Aug-16,04.15.36.000000000 AM,349.3,105.0,154.0,528.0,5.2,64.0,756.0,5.4,4.0,128.2308253,112.0
Truck 11,2-Aug-16,04.43.29.000000000 AM,322.6,119.0,122.0,556.0,5.2,55.0,757.0,5.4,4.0,126.3381194,108.0
Truck 11,2-Aug-16,05.11.24.000000000 AM,356.2,107.0,36.0,522.0,5.2,59.0,756.0,5.4,4.0,130.5967077,104.0
Truck 11,2-Aug-16,05.37.05.000000000 AM,386.2,143.0,152.0,516.0,5.2,58.0,796.0,5.4,4.0,137.2211784,111.0
Truck 11,2-Aug-16,06.14.21.000000000 AM,334.7,112.0,1623.0,515.0,3.8,61.0,746.0,5.1,4.0,88.01082476,117.0
Truck 11,2-Aug-16,07.07.23.000000000 AM,335.5,104.0,191.0,646.0,5.4,52.0,750.0,5.4,4.0,127.2844724,115.0
Truck 11,2-Aug-16,08.46.07.000000000 AM,336.7,100.0,1117.0,80.0,0.1,65.0,765.0,5.4,4.0,107.4110603,62.0
Truck 11,2-Aug-16,12.44.26.000000000 PM,356.0,163.0,1121.0,1247.0,5.1,53.0,186.0,0.8,5.0,62.93247147,67.0
Truck 11,2-Aug-16,01.32.31.000000000 PM,331.7,148.0,25.0,167.0,0.8,52.0,171.0,0.8,5.0,29.33694159,36.0
Truck 11,2-Aug-16,01.42.18.000000000 PM,356.0,143.0,500.0,214.0,0.8,65.0,917.0,5.2,4.0,135.801649,66.0
Truck 11,2-Aug-16,02.14.11.000000000 PM,324.8,208.0,254.0,772.0,5.2,55.0,853.0,5.2,6.0,143.8456491,99.0
Truck 11,2-Aug-16,02.51.20.000000000 PM,376.4,140.0,467.0,719.0,5.2,56.0,865.0,5.2,4.0,153.3091786,99.0
Truck 11,2-Aug-16,03.30.19.000000000 PM,371.7,146.0,172.0,748.0,5.2,58.0,898.0,5.4,4.0,149.0505903,104.0
Truck 11,2-Aug-16,04.05.22.000000000 PM,328.2,146.0,328.0,659.0,5.2,59.0,813.0,5.2,5.0,145.738355,127.0
Truck 11,2-Aug-16,05.57.18.000000000 PM,314.4,142.0,314.0,674.0,5.2,97.0,920.0,5.4,5.0,147.1578844,128.0
Truck 11,2-Aug-16,06.34.35.000000000 PM,340.0,112.0,517.0,566.0,4.3,62.0,717.0,4.3,4.0,126.8112959,98.0
Truck 11,2-Aug-16,08.44.52.000000000 PM,341.1,105.0,448.0,175.0,0.1,61.0,729.0,4.3,4.0,102.6792956,63.0
Truck 11,2-Aug-16,09.32.29.000000000 PM,356.6,144.0,533.0,67.0,0.0,66.0,729.0,4.3,5.0,109.3037662,61.0
Truck 11,2-Aug-16,09.59.10.000000000 PM,331.0,111.0,135.0,633.0,4.3,58.0,712.0,4.4,4.0,124.4454135,103.0
Truck 11,2-Aug-16,10.27.48.000000000 PM,352.9,125.0,64.0,540.0,4.3,54.0,727.0,4.4,4.0,130.5967077,108.0
Truck 11,2-Aug-16,10.54.00.000000000 PM,344.4,164.0,39.0,541.0,4.3,70.0,793.0,4.4,5.0,133.9089431,123.0
Truck 11,2-Aug-16,11.31.04.000000000 PM,339.8,117.0,255.0,600.0,4.1,57.0,702.0,4.4,4.0,123.972237,102.0
Truck 11,3-Aug-16,12.01.06.000000000 AM,342.8,127.0,312.0,614.0,4.3,57.0,740.0,4.4,4.0,130.1235312,107.0
Truck 11,3-Aug-16,12.33.12.000000000 AM,339.8,107.0,113.0,566.0,4.3,72.0,729.0,4.4,4.0,133.4357666,108.0
Truck 11,3-Aug-16,01.00.43.000000000 AM,352.5,106.0,135.0,622.0,4.3,57.0,779.0,4.4,4.0,141.0065902,112.0
Truck 11,3-Aug-16,01.30.12.000000000 AM,356.2,115.0,87.0,649.0,4.3,68.0,826.0,4.4,4.0,142.4261196,119.0
Truck 11,3-Aug-16,03.30.36.000000000 AM,376.2,99.0,75.0,447.0,2.4,427.0,1028.0,4.6,4.0,133.4357666,86.0
Truck 11,3-Aug-16,04.14.27.000000000 AM,386.0,158.0,116.0,679.0,4.3,86.0,854.0,4.4,5.0,156.1482375,106.0
Truck 11,3-Aug-16,04.47.18.000000000 AM,375.2,167.0,37.0,625.0,4.3,735.0,924.0,4.6,5.0,159.4604728,117.0
Truck 11,3-Aug-16,06.10.00.000000000 AM,365.0,158.0,176.0,603.0,4.1,69.0,730.0,4.3,5.0,129.6503548,91.0
Truck 11,3-Aug-16,06.40.10.000000000 AM,347.9,92.0,354.0,706.0,4.3,60.0,725.0,4.4,4.0,131.0698842,108.0
Truck 11,3-Aug-16,07.13.48.000000000 AM,348.0,109.0,73.0,572.0,4.3,64.0,733.0,4.4,4.0,125.8649429,97.0
Truck 11,3-Aug-16,07.40.42.000000000 AM,351.1,104.0,81.0,557.0,4.3,665.0,792.0,4.4,4.0,141.4797667,118.0
Truck 11,3-Aug-16,08.20.59.000000000 AM,324.0,117.0,11.0,602.0,4.3,66.0,699.0,4.4,4.0,124.91859,80.0
Truck 11,3-Aug-16,08.46.55.000000000 AM,342.9,103.0,98.0,543.0,4.3,63.0,704.0,4.4,4.0,126.3381194,88.0
Truck 11,3-Aug-16,09.13.08.000000000 AM,334.6,125.0,442.0,570.0,4.3,56.0,713.0,4.4,4.0,126.3381194,92.0
Truck 11,3-Aug-16,09.46.13.000000000 AM,333.0,111.0,104.0,545.0,4.3,57.0,697.0,4.4,4.0,127.2844724,90.0
Truck 11,3-Aug-16,10.12.31.000000000 AM,313.1,111.0,237.0,532.0,4.3,79.0,762.0,4.4,4.0,126.3381194,88.0
Truck 11,3-Aug-16,10.42.23.000000000 AM,328.0,101.0,1102.0,577.0,4.3,78.0,741.0,4.4,4.0,136.7480019,111.0
Truck 11,3-Aug-16,11.35.07.000000000 AM,378.1,124.0,2439.0,766.0,4.1,66.0,735.0,4.4,5.0,134.855296,107.0
Truck 11,3-Aug-16,12.46.49.000000000 PM,374.4,126.0,605.0,631.0,4.3,69.0,778.0,4.4,5.0,135.3284725,103.0
Truck 11,3-Aug-16,02.02.23.000000000 PM,351.2,113.0,310.0,735.0,4.1,3739.0,903.0,4.4,4.0,133.9089431,119.0
Truck 11,3-Aug-16,03.44.00.000000000 PM,370.4,142.0,133.0,678.0,4.3,54.0,764.0,4.4,5.0,127.7576489,105.0
Truck 11,3-Aug-16,04.14.44.000000000 PM,376.9,137.0,188.0,585.0,4.3,57.0,728.0,4.4,5.0,128.2308253,109.0
Truck 11,3-Aug-16,04.44.09.000000000 PM,370.5,143.0,236.0,606.0,4.3,102.0,786.0,4.6,5.0,136.2748254,121.0
Truck 11,3-Aug-16,05.21.59.000000000 PM,370.0,134.0,2423.0,636.0,4.1,4847.0,901.0,4.6,5.0,139.1138843,133.0
Truck 11,3-Aug-16,09.23.07.000000000 PM,314.6,118.0,279.0,109.0,0.1,58.0,767.0,4.4,4.0,105.0451779,62.0
Truck 11,3-Aug-16,09.46.14.000000000 PM,329.2,113.0,226.0,705.0,4.3,59.0,935.0,4.6,4.0,138.6407078,106.0
Truck 11,3-Aug-16,11.34.11.000000000 PM,347.9,121.0,327.0,604.0,4.1,63.0,549.0,4.1,4.0,97.00117783,112.0
Truck 11,4-Aug-16,12.03.03.000000000 AM,366.7,139.0,524.0,668.0,4.3,110.0,623.0,4.1,4.0,102.6792956,120.0
Truck 11,4-Aug-16,12.38.53.000000000 AM,353.4,110.0,41.0,484.0,4.1,57.0,579.0,4.1,4.0,95.5816484,106.0
Truck 11,4-Aug-16,01.00.56.000000000 AM,371.7,121.0,117.0,567.0,4.1,60.0,582.0,4.1,4.0,98.42070726,118.0
Truck 11,4-Aug-16,01.26.04.000000000 AM,336.6,152.0,144.0,560.0,4.3,63.0,751.0,4.4,5.0,126.8112959,120.0
Truck 11,4-Aug-16,04.15.44.000000000 AM,364.5,198.0,85.0,149.0,0.3,55.0,725.0,4.4,7.0,76.18141283,65.0
Truck 11,4-Aug-16,04.36.46.000000000 AM,373.5,124.0,363.0,842.0,5.4,573.0,947.0,4.6,5.0,161.3531787,134.0
Truck 11,4-Aug-16,06.03.20.000000000 AM,370.3,157.0,597.0,739.0,4.3,59.0,740.0,4.4,5.0,131.5430607,121.0
Truck 11,4-Aug-16,06.43.06.000000000 AM,344.0,159.0,467.0,562.0,4.3,58.0,733.0,4.4,5.0,129.6503548,117.0
Truck 11,4-Aug-16,08.13.56.000000000 AM,334.2,126.0,723.0,111.0,0.1,108.0,794.0,4.4,4.0,111.6696486,54.0
Truck 11,4-Aug-16,10.26.12.000000000 PM,366.5,96.0,675.0,450.0,2.4,70.0,749.0,5.2,4.0,122.0795311,96.0
Truck 11,4-Aug-16,11.01.35.000000000 PM,304.1,104.0,165.0,693.0,5.6,65.0,827.0,5.4,4.0,149.0505903,114.0
Truck 11,4-Aug-16,11.33.44.000000000 PM,357.2,97.0,51.0,660.0,5.4,69.0,838.0,5.4,4.0,153.3091786,105.0
Truck 11,5-Aug-16,12.03.29.000000000 AM,349.1,108.0,5.0,619.0,5.4,62.0,1083.0,7.0,4.0,168.9240024,119.0
Truck 11,5-Aug-16,12.36.04.000000000 AM,339.7,101.0,132.0,569.0,5.6,64.0,855.0,5.6,4.0,154.2555316,108.0
Truck 11,5-Aug-16,01.05.56.000000000 AM,339.2,114.0,134.0,665.0,5.1,89.0,726.0,5.2,4.0,125.3917665,124.0
Truck 11,5-Aug-16,01.35.55.000000000 AM,365.7,106.0,107.0,508.0,5.1,80.0,724.0,5.4,4.0,122.0795311,94.0
Truck 11,5-Aug-16,02.47.14.000000000 AM,354.7,115.0,512.0,657.0,4.1,87.0,861.0,5.9,4.0,138.1675313,110.0
Truck 11,5-Aug-16,03.25.58.000000000 AM,317.4,101.0,2.0,602.0,5.9,59.0,843.0,5.6,3.0,142.4261196,84.0
Truck 11,5-Aug-16,03.53.53.000000000 AM,315.9,101.0,517.0,684.0,5.4,59.0,980.0,6.2,3.0,163.7190611,141.0
Truck 11,5-Aug-16,04.34.30.000000000 AM,344.7,82.0,304.0,595.0,5.7,72.0,881.0,5.9,3.0,129.6503548,117.0
Truck 11,5-Aug-16,05.08.04.000000000 AM,356.9,118.0,2.0,601.0,5.7,117.0,843.0,5.9,4.0,131.5430607,96.0
Truck 11,5-Aug-16,05.37.14.000000000 AM,349.8,101.0,3.0,596.0,6.0,58.0,910.0,6.0,4.0,160.8800023,100.0
Truck 11,5-Aug-16,06.44.53.000000000 AM,325.7,82.0,236.0,556.0,5.2,60.0,581.0,4.3,3.0,83.75223647,87.0
Truck 11,5-Aug-16,07.11.12.000000000 AM,334.1,107.0,215.0,493.0,4.1,69.0,578.0,4.1,4.0,86.11811885,98.0
Truck 11,5-Aug-16,07.36.36.000000000 AM,292.6,112.0,162.0,537.0,4.1,975.0,822.0,4.4,4.0,101.7329426,129.0
Truck 11,5-Aug-16,08.53.07.000000000 AM,384.3,102.0,224.0,562.0,4.1,99.0,628.0,4.3,3.0,101.7329426,117.0
Truck 11,5-Aug-16,09.21.07.000000000 AM,394.4,91.0,218.0,482.0,4.1,126.0,600.0,4.3,4.0,98.89388374,117.0
Truck 11,5-Aug-16,09.47.26.000000000 AM,372.2,118.0,28.0,500.0,4.3,64.0,588.0,4.3,4.0,94.63529544,108.0
Truck 11,5-Aug-16,10.09.57.000000000 AM,390.6,118.0,23.0,523.0,4.1,141.0,624.0,4.3,3.0,100.3134132,119.0
Truck 11,5-Aug-16,10.34.45.000000000 AM,389.6,106.0,52.0,505.0,4.1,78.0,689.0,4.3,3.0,97.47435431,135.0
Truck 11,5-Aug-16,10.59.34.000000000 AM,399.8,100.0,189.0,516.0,4.1,76.0,638.0,4.1,4.0,97.47435431,111.0
Truck 11,5-Aug-16,11.25.56.000000000 AM,330.9,127.0,33.0,499.0,4.1,67.0,539.0,4.3,3.0,91.79623658,114.0
Truck 11,5-Aug-16,11.47.53.000000000 AM,358.3,154.0,7.0,442.0,4.1,63.0,600.0,4.3,5.0,91.79623658,120.0
Truck 11,5-Aug-16,12.09.51.000000000 PM,312.6,103.0,270.0,497.0,4.1,71.0,612.0,4.3,4.0,93.21576601,140.0
Truck 11,5-Aug-16,12.36.47.000000000 PM,336.0,117.0,78.0,481.0,4.1,65.0,573.0,4.3,3.0,91.3230601,107.0
Truck 11,5-Aug-16,12.59.37.000000000 PM,350.0,103.0,219.0,466.0,4.1,78.0,585.0,4.3,3.0,92.26941306,111.0
Truck 11,5-Aug-16,02.04.58.000000000 PM,407.2,103.0,117.0,575.0,4.1,62.0,588.0,4.3,4.0,97.47435431,117.0
Truck 11,5-Aug-16,02.30.05.000000000 PM,393.8,114.0,15.0,465.0,4.1,91.0,609.0,4.3,4.0,95.5816484,118.0
Truck 11,5-Aug-16,02.52.32.000000000 PM,386.4,122.0,4.0,452.0,4.1,64.0,610.0,4.3,4.0,93.21576601,104.0
Truck 11,5-Aug-16,03.14.14.000000000 PM,388.7,90.0,107.0,465.0,4.1,62.0,583.0,4.3,4.0,94.16211897,102.0
Truck 11,5-Aug-16,03.36.55.000000000 PM,361.2,115.0,89.0,467.0,4.1,105.0,614.0,4.3,4.0,95.10847192,108.0
Truck 11,5-Aug-16,04.01.01.000000000 PM,345.0,112.0,49.0,444.0,4.1,60.0,540.0,4.3,4.0,89.4303542,100.0
Truck 11,5-Aug-16,04.21.56.000000000 PM,351.6,109.0,118.0,478.0,4.1,70.0,591.0,4.3,4.0,92.74258954,123.0
Truck 11,5-Aug-16,04.45.39.000000000 PM,390.9,103.0,51.0,510.0,4.1,57.0,600.0,4.3,4.0,95.10847192,124.0
Truck 11,5-Aug-16,06.13.25.000000000 PM,318.4,122.0,166.0,318.0,2.2,58.0,576.0,4.3,4.0,77.12776579,89.0
Truck 11,5-Aug-16,06.34.57.000000000 PM,381.1,94.0,335.0,495.0,4.1,78.0,573.0,4.3,4.0,95.10847192,126.0
Truck 11,5-Aug-16,07.02.17.000000000 PM,338.4,137.0,133.0,449.0,4.1,61.0,527.0,4.3,4.0,91.79623658,110.0
Truck 11,5-Aug-16,07.24.56.000000000 PM,364.2,107.0,78.0,466.0,4.1,65.0,564.0,4.3,4.0,93.68894249,114.0
Truck 11,5-Aug-16,07.47.09.000000000 PM,337.6,117.0,32.0,445.0,4.1,53.0,519.0,4.3,4.0,90.84988363,113.0
Truck 11,5-Aug-16,08.16.40.000000000 PM,386.4,95.0,650.0,566.0,4.1,74.0,569.0,4.3,3.0,94.63529544,96.0
Truck 11,5-Aug-16,08.50.37.000000000 PM,330.3,81.0,153.0,470.0,4.1,70.0,543.0,4.3,3.0,88.95717772,98.0
Truck 11,5-Aug-16,09.13.28.000000000 PM,366.4,126.0,23.0,555.0,4.1,59.0,539.0,4.3,4.0,87.53764829,113.0
Truck 11,5-Aug-16,09.36.04.000000000 PM,362.8,121.0,27.0,556.0,4.1,70.0,535.0,4.3,4.0,90.37670715,102.0
Truck 11,5-Aug-16,09.58.46.000000000 PM,380.7,104.0,7.0,463.0,4.1,67.0,609.0,4.3,4.0,90.37670715,104.0
Truck 11,5-Aug-16,10.20.29.000000000 PM,371.0,135.0,219.0,559.0,4.4,57.0,914.0,6.0,5.0,166.0849435,126.0
Truck 11,5-Aug-16,10.53.11.000000000 PM,360.2,115.0,54.0,606.0,5.6,80.0,563.0,4.3,4.0,93.68894249,110.0
Truck 11,5-Aug-16,11.17.49.000000000 PM,403.0,103.0,47.0,555.0,4.1,57.0,576.0,4.3,4.0,97.94753079,114.0
Truck 11,5-Aug-16,11.41.01.000000000 PM,303.9,110.0,111.0,462.0,4.4,75.0,688.0,4.6,4.0,120.6600017,121.0
Truck 11,6-Aug-16,12.06.04.000000000 AM,359.2,111.0,284.0,463.0,4.1,58.0,535.0,4.3,4.0,94.16211897,111.0
Truck 11,6-Aug-16,12.31.14.000000000 AM,365.1,125.0,205.0,489.0,4.1,95.0,602.0,4.3,4.0,91.79623658,117.0
Truck 11,6-Aug-16,01.07.29.000000000 AM,330.0,108.0,299.0,653.0,4.3,67.0,538.0,4.3,4.0,94.16211897,136.0
Truck 11,6-Aug-16,01.36.23.000000000 AM,355.9,105.0,173.0,577.0,4.1,85.0,654.0,4.3,4.0,93.68894249,103.0
Truck 11,6-Aug-16,02.41.11.000000000 AM,380.7,100.0,332.0,551.0,4.1,62.0,831.0,5.9,4.0,134.3821195,130.0
Truck 11,6-Aug-16,03.13.46.000000000 AM,293.3,121.0,24.0,612.0,5.6,59.0,746.0,5.9,4.0,119.7136487,79.0
Truck 11,6-Aug-16,03.40.52.000000000 AM,319.3,107.0,141.0,561.0,5.6,63.0,765.0,5.9,4.0,121.1331782,86.0
Truck 11,6-Aug-16,04.09.16.000000000 AM,321.0,121.0,25.0,550.0,5.7,57.0,754.0,5.7,4.0,122.5527076,99.0
Truck 11,6-Aug-16,04.35.25.000000000 AM,367.9,118.0,208.0,556.0,5.6,59.0,740.0,5.7,4.0,130.1235312,104.0
Truck 11,6-Aug-16,05.04.37.000000000 AM,356.9,105.0,258.0,562.0,5.9,54.0,916.0,6.0,4.0,164.1922376,122.0
Truck 11,6-Aug-16,05.37.30.000000000 AM,334.8,118.0,244.0,589.0,5.9,56.0,986.0,6.2,4.0,160.8800023,107.0
Truck 11,6-Aug-16,06.53.35.000000000 AM,333.9,90.0,64.0,538.0,5.2,61.0,906.0,6.0,4.0,162.2995317,133.0
Truck 11,6-Aug-16,07.22.25.000000000 AM,317.1,94.0,173.0,619.0,6.0,60.0,849.0,6.0,4.0,153.7823551,92.0
Truck 11,6-Aug-16,08.15.43.000000000 AM,361.1,131.0,260.0,546.0,6.0,57.0,914.0,6.0,5.0,166.55812,105.0
Truck 11,6-Aug-16,08.48.50.000000000 AM,379.8,145.0,259.0,578.0,6.0,76.0,939.0,6.2,5.0,172.2362377,110.0
Truck 11,6-Aug-16,09.23.29.000000000 AM,312.3,135.0,464.0,568.0,6.0,56.0,860.0,6.0,5.0,156.621414,94.0
Truck 11,6-Aug-16,09.59.36.000000000 AM,368.8,193.0,126.0,537.0,6.0,63.0,949.0,6.0,5.0,166.0849435,100.0
Truck 11,6-Aug-16,10.31.59.000000000 AM,284.4,147.0,4.0,515.0,5.9,53.0,882.0,6.0,5.0,148.1042374,88.0
Truck 11,6-Aug-16,10.59.47.000000000 AM,328.8,176.0,543.0,591.0,5.9,73.0,875.0,6.0,5.0,160.8800023,100.0
Truck 11,6-Aug-16,11.38.58.000000000 AM,375.6,130.0,4.0,493.0,5.9,61.0,890.0,5.9,5.0,161.8263552,96.0
Truck 11,6-Aug-16,12.06.22.000000000 PM,326.3,103.0,14.0,499.0,5.9,55.0,921.0,6.0,4.0,160.4068258,93.0
Truck 11,6-Aug-16,12.34.01.000000000 PM,331.2,91.0,309.0,600.0,6.0,66.0,885.0,6.2,4.0,159.4604728,96.0
Truck 11,6-Aug-16,01.58.14.000000000 PM,346.3,107.0,122.0,685.0,4.4,53.0,892.0,6.0,4.0,161.8263552,108.0
Truck 11,6-Aug-16,02.30.31.000000000 PM,312.7,153.0,44.0,549.0,6.0,62.0,890.0,6.0,4.0,155.2018845,87.0
Truck 11,6-Aug-16,03.00.00.000000000 PM,351.7,148.0,4.0,587.0,6.0,61.0,976.0,6.0,5.0,158.9872963,97.0
Truck 11,6-Aug-16,03.37.53.000000000 PM,362.6,119.0,948.0,390.0,2.5,7951.0,806.0,4.4,5.0,123.972237,101.0
Truck 11,6-Aug-16,06.35.29.000000000 PM,360.7,116.0,58.0,473.0,4.4,74.0,800.0,4.6,4.0,127.7576489,116.0
Truck 11,6-Aug-16,07.01.52.000000000 PM,317.6,107.0,181.0,759.0,4.6,57.0,868.0,6.0,4.0,158.0409434,106.0
Truck 11,6-Aug-16,07.36.05.000000000 PM,344.1,140.0,15.0,608.0,5.9,63.0,874.0,6.0,5.0,152.3628257,92.0
Truck 11,6-Aug-16,08.17.17.000000000 PM,392.6,114.0,327.0,631.0,6.0,54.0,968.0,6.2,4.0,166.55812,90.0
Truck 11,6-Aug-16,08.53.38.000000000 PM,308.9,96.0,482.0,685.0,6.2,69.0,886.0,6.2,4.0,157.0945904,88.0
Truck 11,6-Aug-16,09.32.06.000000000 PM,328.0,113.0,78.0,627.0,6.0,62.0,108.0,0.4,4.0,36.90776522,59.0
Truck 11,6-Aug-16,09.49.16.000000000 PM,319.2,103.0,22.0,116.0,0.4,59.0,910.0,6.2,4.0,135.3284725,66.0
Truck 11,6-Aug-16,10.10.17.000000000 PM,372.3,128.0,23.0,577.0,6.0,58.0,949.0,6.0,4.0,165.1385906,95.0
Truck 11,6-Aug-16,10.40.25.000000000 PM,323.3,81.0,5.0,558.0,5.9,68.0,916.0,6.0,4.0,153.7823551,89.0
